68	41.4237
93	27.0127
87	55.0882
62	27.4397
17	64.7468
44	15.8114
97	42.93
90	63.0042
79	52.75
30	6.65443
18	67.6713
92	74.2488
56	46.3322
89	10.3889
80	69.2277
76	35.0659
67	72.6995
70	36.7808
59	62.8402
94	84.2454
65	73.5112
23	52.1635
43	23.4287
46	51.4761
61	35.7398
58	59.0362
6	59.2547
9	54.9042
16	2.92498
11	82.9772
12	74.9911
91	63.9704
32	16.6992
27	64.1336
39	43.6295
85	68.0566
51	65.1196
72	26.0683
49	27.7076
8	49.1223
96	43.7156
25	54.8658
45	36.3986
69	50.2375
14	45.4696
33	45.7015
22	51.8974
28	44.3465
41	45.2162
7	45
