Total assets = 620
Number of asset nodes = 33

Distance:
999.000000 	7.071068 	12.206555 	52.430908 	41.146080 	33.837849 	41.785164 	55.569775 	47.801674 	62.369865 	26.683329 	42.941822 	67.357254 	93.380943 	44.911022 	68.264191 	92.633690 	41.048752 	87.863533 	38.470768 	34.132095 	35.846897 	36.769554 	63.906181 	38.897301 	103.947105 	54.451813 	47.265209 	38.275318 	38.209946 	41.000000 	54.009258 	80.056229 	47.074409 	44.721359 	51.244511 	54.744862 	55.226807 	56.586216 	62.769421 	72.401657 	
7.071068 	999.000000 	6.708204 	57.801384 	35.510563 	37.483330 	35.777088 	50.219517 	51.623638 	67.201187 	25.019993 	45.803928 	72.201111 	89.498604 	38.327538 	63.007935 	88.617157 	34.132095 	83.438599 	39.217342 	33.241539 	29.068884 	29.966648 	57.775429 	31.953091 	99.824844 	47.675991 	40.199501 	35.510563 	33.015148 	39.051247 	47.000000 	84.148682 	45.099888 	41.109608 	50.039986 	53.037724 	50.990196 	50.990196 	59.481091 	68.000000 	
12.206555 	6.708204 	999.000000 	57.775429 	36.796738 	35.805027 	36.400551 	51.662365 	49.819675 	66.370171 	19.416489 	43.139309 	71.344238 	92.417534 	37.576588 	64.443771 	91.400215 	32.280025 	85.796272 	34.885529 	27.892651 	24.041630 	25.000000 	57.801384 	27.459061 	102.449989 	46.173584 	37.054016 	29.154760 	26.400757 	33.015148 	44.407207 	82.328613 	39.000000 	34.481880 	44.283180 	47.010635 	44.283180 	44.553337 	52.886673 	61.294373 	
52.430908 	57.801384 	57.775429 	999.000000 	93.295227 	24.083189 	93.536087 	107.912003 	16.124516 	11.704700 	49.162994 	24.351591 	16.124516 	145.096527 	95.341492 	120.652390 	144.499130 	89.888817 	140.089264 	37.854988 	46.173584 	77.665955 	78.644768 	115.381973 	82.000000 	155.878159 	103.817146 	93.407707 	56.320511 	69.028976 	52.952808 	101.242287 	31.622776 	55.362442 	63.788715 	52.392746 	57.271286 	73.979729 	84.480766 	72.615425 	87.664131 	
41.146080 	35.510563 	36.796738 	93.295227 	999.000000 	72.470680 	3.605551 	14.866069 	86.556343 	102.649887 	53.823788 	79.906197 	107.647575 	56.824291 	11.401754 	27.658634 	55.569775 	16.492422 	49.406479 	70.604530 	62.128899 	32.249031 	32.140316 	23.345236 	30.000000 	66.287254 	20.248457 	25.079872 	59.093147 	47.296936 	64.404968 	25.495098 	119.096596 	69.462219 	60.440052 	76.059189 	77.252831 	65.490456 	57.140179 	77.103828 	79.025314 	
33.837849 	37.483330 	35.805027 	24.083189 	72.470680 	999.000000 	72.201111 	87.321243 	14.142136 	30.870699 	25.079872 	10.049875 	35.777088 	126.905479 	73.061615 	100.124924 	126.063477 	67.082039 	120.917328 	16.401220 	22.803509 	53.851646 	54.817879 	93.493317 	58.240879 	137.295303 	80.956779 	69.892776 	32.984844 	45.000000 	30.463093 	77.833153 	46.690472 	34.132095 	40.804413 	33.241539 	38.209946 	51.623638 	61.000000 	52.430908 	66.730804 	
41.785164 	35.777088 	36.400551 	93.536087 	3.605551 	72.201111 	999.000000 	15.811388 	86.214851 	102.625534 	52.630791 	79.309517 	107.615051 	58.600342 	7.810250 	28.319605 	57.245087 	13.152946 	50.774010 	69.526970 	60.802959 	29.614185 	29.427877 	22.135944 	27.073973 	67.742157 	17.000000 	21.540659 	57.245087 	44.922153 	62.649822 	21.931713 	118.697090 	67.542580 	58.189346 	74.242844 	75.239616 	62.801273 	54.037025 	74.525162 	76.000000 	
55.569775 	50.219517 	51.662365 	107.912003 	14.866069 	87.321243 	15.811388 	999.000000 	101.414986 	117.413795 	68.410522 	94.762863 	122.413231 	43.081318 	19.416489 	12.806249 	41.629318 	26.925823 	34.985710 	85.276024 	76.609398 	44.598206 	44.271889 	13.416408 	41.484936 	51.971146 	21.840330 	33.015148 	72.945183 	60.166435 	78.390053 	29.614185 	133.958954 	83.186539 	73.539108 	89.944427 	90.801979 	77.369247 	67.364677 	89.286057 	89.453896 	
47.801674 	51.623638 	49.819675 	16.124516 	86.556343 	14.142136 	86.214851 	101.414986 	999.000000 	18.248287 	37.000000 	9.000000 	22.803509 	141.014191 	86.821655 	114.214706 	140.185593 	80.622574 	135.059250 	23.000000 	32.249031 	66.483078 	67.416618 	107.335922 	70.936592 	151.426544 	94.413979 	82.855293 	42.047592 	55.901699 	38.052597 	90.873535 	32.557640 	39.812057 	49.040798 	36.400551 	41.231056 	58.694122 	70.007141 	56.648037 	71.784401 	
62.369865 	67.201187 	66.370171 	11.704700 	102.649887 	30.870699 	102.625534 	117.413795 	18.248287 	999.000000 	55.081757 	27.166155 	5.000000 	155.569916 	103.831596 	130.207520 	154.896744 	97.943863 	150.233154 	41.109608 	50.487621 	84.433403 	85.381500 	124.169243 	88.865067 	166.243790 	111.825760 	100.657837 	60.207973 	74.148499 	56.008926 	108.632408 	19.924858 	57.218880 	67.007462 	52.952808 	57.489128 	76.236473 	88.022728 	73.006851 	88.294960 	
