17
155	86	80	2	0	0	13.7231
6	116	22	0	1	1	13.7901
11	40	113	0	1	1	13.9015
161	120	14	1	0	1	13.9155
80	113	45	0	2	0	13.7954
102	84	88	1	0	1	14.1224
4	120	22	0	1	1	14.0232
70	104	73	0	1	1	14.4747
105	38	122	2	0	0	14.2641
135	103	77	2	0	0	14.7727
159	120	47	0	1	1	14.6579
119	59	115	2	0	0	14.8883
36	82	100	0	2	0	14.4103
160	37	125	0	0	2	14.8096
112	80	103	2	0	0	14.7436
173	120	52	0	1	1	14.4765
58	39	100	0	1	0	12.067

nv	12	11	10

Vehicles departing from depots at the previous stage:
58	39	100	0	1	0	12.067
