Total assets = 474
Number of asset nodes = 33

Distance:
999.000000 	129.634094 	54.625999 	78.721024 	106.254410 	110.679718 	119.037811 	52.153618 	102.000000 	140.185593 	122.065559 	82.540901 	29.966648 	81.908485 	52.000000 	97.693398 	98.615417 	90.757919 	34.985710 	144.461075 	132.924789 	112.924751 	37.121422 	115.316956 	77.000000 	124.887947 	120.904922 	53.600372 	57.688820 	94.085068 	84.291161 	110.652611 	81.706795 	106.018867 	98.994949 	99.985001 	114.017540 	108.171158 	110.855759 	115.948265 	
129.634094 	999.000000 	83.192551 	64.761101 	36.013885 	34.365681 	30.083218 	99.020203 	49.162994 	18.248287 	30.413813 	70.455658 	124.823875 	72.443085 	102.786186 	59.135437 	59.211487 	68.000000 	164.149323 	27.892651 	38.183765 	55.973209 	147.176758 	57.939625 	97.416634 	53.851646 	60.373837 	135.977936 	134.480484 	93.343452 	104.019226 	88.323273 	127.393089 	101.000000 	111.646767 	111.758667 	102.883430 	124.458832 	123.967735 	129.634094 	
54.625999 	83.192551 	999.000000 	24.186773 	53.758720 	57.982758 	66.468040 	18.110771 	47.707443 	90.000000 	69.310890 	28.442924 	41.880783 	28.160255 	22.090721 	43.081318 	44.011364 	36.674240 	85.603737 	92.698433 	79.202271 	58.309521 	64.140472 	60.745369 	34.828148 	70.263786 	66.407829 	54.451813 	54.037025 	47.539455 	44.687805 	60.827625 	58.137768 	60.926186 	60.000000 	60.802959 	68.352028 	73.000000 	74.652527 	80.919716 	
78.721024 	64.761101 	24.186773 	999.000000 	31.384710 	35.227829 	43.600460 	35.510563 	23.600847 	68.476273 	46.227695 	9.899495 	64.381676 	11.401754 	38.948685 	19.416489 	20.396078 	15.811388 	109.622078 	70.000000 	55.317268 	34.481880 	86.052307 	37.107952 	34.525352 	46.238514 	42.953465 	71.693794 	69.892776 	37.802116 	43.011627 	44.777225 	64.195015 	50.209560 	55.072678 	55.569775 	56.080299 	68.963760 	69.641945 	76.006577 	
106.254410 	36.013885 	53.758720 	31.384710 	999.000000 	4.472136 	12.806249 	66.887962 	13.341664 	37.121422 	15.811388 	35.171009 	95.268044 	37.107952 	70.327805 	23.194826 	23.345236 	32.015621 	138.946030 	38.948685 	27.513634 	24.041630 	117.200684 	26.907248 	61.814240 	28.792360 	31.622776 	102.883430 	100.846420 	57.428215 	68.066147 	54.129475 	91.662422 	65.802734 	75.802376 	75.953934 	68.541962 	88.842560 	88.526833 	94.371605 	
110.679718 	34.365681 	57.982758 	35.227829 	4.472136 	999.000000 	8.485281 	70.724815 	15.033297 	33.615471 	11.401754 	38.275318 	99.357941 	40.162170 	74.094536 	25.019993 	25.000000 	34.365681 	143.282944 	34.828148 	23.086792 	23.021729 	121.210564 	25.612497 	64.536812 	25.942244 	29.732138 	106.437775 	104.278473 	59.076221 	70.349129 	54.424259 	94.201912 	66.708321 	77.317528 	77.414467 	68.949257 	90.094398 	89.627007 	95.341492 	
119.037811 	30.083218 	66.468040 	43.600460 	12.806249 	8.485281 	999.000000 	79.056938 	22.135944 	25.961510 	3.162278 	46.097721 	107.814659 	47.927029 	82.377182 	31.780497 	31.575306 	41.484936 	151.743210 	26.400757 	16.031219 	25.961510 	129.630249 	27.856777 	71.840103 	24.758837 	30.528675 	114.529472 	112.258629 	65.069191 	77.103828 	58.463665 	101.202766 	71.568146 	83.006027 	83.024094 	73.006851 	95.336250 	94.641426 	100.129913 	
52.153618 	99.020203 	18.110771 	35.510563 	66.887962 	70.724815 	79.056938 	999.000000 	58.137768 	103.942291 	81.608826 	34.713108 	30.232433 	33.421551 	4.000000 	50.990196 	51.739735 	42.201897 	77.820305 	105.437187 	89.872131 	65.604881 	50.931328 	67.424034 	25.317978 	77.801025 	72.401657 	37.107952 	36.221542 	42.000000 	33.837849 	58.549126 	41.617306 	54.332310 	49.396355 	50.328918 	62.289646 	60.901562 	63.063461 	68.963760 	
102.000000 	49.162994 	47.707443 	23.600847 	13.341664 	15.033297 	22.135944 	58.137768 	999.000000 	48.083260 	24.166092 	24.186773 	87.692642 	25.942244 	61.220913 	10.000000 	10.049875 	19.416489 	133.221619 	47.885281 	31.827662 	14.560220 	109.041275 	17.720045 	49.729267 	24.186773 	23.537205 	92.784698 	90.354858 	44.181442 	55.326305 	41.182522 	79.246452 	52.497620 	62.514000 	62.649822 	55.461697 	75.504967 	75.186432 	81.043198 	
140.185593 	18.248287 	90.000000 	68.476273 	37.121422 	33.615471 	25.961510 	103.942291 	48.083260 	999.000000 	24.331051 	71.867935 	131.825638 	73.736015 	107.424393 	57.723480 	57.489128 	67.446274 	173.954010 	9.848858 	25.632011 	50.000000 	153.941544 	51.088158 	97.800819 	44.147480 	51.788029 	139.989288 	137.884003 	90.553848 	102.961159 	82.219215 	127.121986 	96.020828 	108.166542 	108.115677 	96.519424 	120.004166 	119.067207 	124.257797 	
