15
102	84	88	0	1	0	13.7953
135	103	77	0	1	0	13.9221
159	120	47	0	1	1	14.7538
153	64	115	1	0	0	14.5647
104	103	82	0	0	2	15.0222
100	69	115	0	2	0	15.1421
121	120	60	0	1	1	15.1872
125	103	86	0	1	1	15.2182
89	69	116	2	0	0	14.8933
113	78	111	1	1	1	15.3895
184	67	120	1	0	1	15.7105
68	90	44	1	0	0	12.0073
78	10	111	1	0	0	12.9901
88	79	80	1	0	0	13.0467
15	102	52	1	0	0	13.3678

nv	9	8	7

Vehicles departing from depots at the previous stage:
68	90	44	1	0	0	12.0073
78	10	111	1	0	0	12.9901
88	79	80	1	0	0	13.0467
15	102	52	1	0	0	13.3678
