UB = 838
M = 60

Distance:
999.000000 	35.805027 	69.404610 	21.540659 	60.464867 	13.892444 	26.400757 	45.276924 	57.982758 	39.623226 	59.941639 	44.598206 	30.463093 	62.801273 	72.670486 	37.735924 	47.423622 	34.785053 	70.724815 	27.513634 	51.312767 	32.015621 	46.754681 	18.788294 	55.901699 	44.821869 	49.244289 	62.801273 	33.376640 	64.536812 	58.523499 	82.036575 	70.292244 	39.357338 	25.709921 	58.694122 	56.435802 	62.968246 	27.856777 	71.281136 	62.481998 	28.653097 	44.944408 	74.060783 	55.362442 	37.215588 	92.633690 	74.330345 	40.049969 	43.416588 	64.202805 	53.851646 	40.199501 	31.400637 	32.202484 	84.811554 	34.438351 	52.773098 	42.107006 	33.970577 	53.758720 	48.000000 	81.344948 	58.051701 	102.591423 	68.007355 	99.904953 	
35.805027 	999.000000 	104.062485 	56.938564 	24.698177 	43.324360 	18.248287 	80.993828 	92.195442 	75.286118 	25.000000 	9.848858 	65.863495 	27.018513 	107.056061 	73.498299 	12.529964 	69.771057 	34.985710 	20.615528 	87.091904 	66.640831 	14.142136 	47.801674 	20.808653 	14.035668 	84.905830 	98.600204 	67.230942 	29.000000 	94.302704 	117.456375 	106.042442 	17.804493 	56.044624 	24.186773 	92.114059 	98.737022 	39.319206 	107.074738 	29.154760 	43.185646 	24.698177 	109.859001 	90.338257 	68.154236 	128.144455 	110.113579 	71.568146 	27.658634 	31.622776 	88.238312 	71.063354 	48.166378 	43.737854 	120.602654 	45.122055 	86.377083 	33.421551 	52.153618 	87.315521 	79.812279 	46.615448 	91.760559 	138.191895 	102.883430 	135.591293 	
69.404610 	104.062485 	999.000000 	52.392746 	127.988281 	69.354164 	95.414886 	33.060551 	12.206555 	31.384710 	126.063477 	113.454834 	45.880280 	130.831955 	4.000000 	37.107952 	116.275536 	45.705578 	137.931137 	96.041656 	28.071337 	49.030602 	116.038788 	68.352028 	124.739731 	114.201576 	32.062439 	20.124611 	51.623638 	133.056381 	25.298222 	16.278820 	17.029387 	108.452751 	64.031242 	127.781059 	29.120440 	25.059929 	87.664131 	24.083189 	131.821854 	85.381500 	113.371071 	24.413111 	38.600517 	60.133186 	26.570660 	25.806976 	58.008621 	110.941429 	133.600143 	43.416588 	60.008331 	83.934502 	89.185204 	26.305893 	90.801979 	48.270073 	107.424393 	82.975899 	48.507732 	56.435802 	150.445999 	47.759815 	36.769554 	40.224369 	35.440090 	
21.540659 	56.938564 	52.392746 	999.000000 	81.633324 	17.000000 	44.553337 	24.207438 	42.449970 	21.023796 	81.394104 	65.215027 	8.944272 	83.761566 	56.080299 	16.970562 	68.007355 	13.341664 	91.923882 	44.687805 	30.479502 	11.000000 	66.708321 	16.278820 	76.400261 	64.443771 	28.017851 	42.426407 	13.341664 	85.211502 	37.643059 	63.007935 	50.249378 	57.384666 	14.866069 	78.873314 	35.227829 	42.011902 	35.440090 	50.447994 	82.073135 	33.541019 	61.611687 	53.263496 	33.837849 	20.808653 	73.246162 	53.413483 	22.360680 	58.830265 	83.438599 	32.557640 	23.323807 	33.015148 	37.483330 	64.381676 	39.319206 	32.015621 	55.036350 	33.136082 	33.015148 	29.120440 	101.316338 	37.121422 	82.879433 	46.486557 	79.931221 	
60.464867 	24.698177 	127.988281 	81.633324 	999.000000 	67.623962 	40.261642 	105.688217 	115.974136 	99.809822 	6.708204 	17.464249 	90.553848 	4.000000 	130.831955 	98.183502 	15.132746 	94.413979 	10.295630 	41.773197 	111.772087 	91.241440 	19.026299 	71.867935 	9.848858 	22.022715 	109.603828 	123.223373 	91.706055 	8.062258 	118.983192 	141.767410 	130.602448 	32.015621 	80.056229 	12.041595 	116.811813 	123.422043 	60.530983 	131.745972 	17.204651 	64.629715 	34.928497 	134.525085 	114.947815 	92.027168 	152.502457 	134.792435 	95.519630 	39.812057 	20.248457 	112.729767 	94.868332 	69.584480 	64.195015 	145.206757 	65.069191 	110.693268 	47.675991 	73.552704 	111.615410 	103.730423 	25.709921 	116.077560 	162.606888 	127.455872 	160.078110 	
13.892444 	43.324360 	69.354164 	17.000000 	67.623962 	999.000000 	28.600698 	40.360870 	59.135437 	38.013157 	68.308128 	50.537113 	24.839485 	69.318108 	73.006851 	33.600594 	53.235325 	27.658634 	77.878113 	28.319605 	46.754681 	24.207438 	51.312767 	5.099020 	61.400326 	48.826221 	43.840622 	58.898216 	24.186773 	70.327805 	53.758720 	79.881165 	66.843102 	41.036568 	13.038404 	63.513779 	50.931328 	57.982758 	19.104973 	66.468040 	66.219330 	18.110771 	44.821869 	69.296463 	47.707443 	25.179358 	90.000000 	69.310890 	28.442924 	41.880783 	67.357254 	45.177429 	28.160255 	19.313208 	22.090721 	80.659782 	24.186773 	43.081318 	38.078865 	21.095022 	44.011364 	36.674240 	85.603737 	48.466484 	99.488693 	60.033325 	96.426140 	
26.400757 	18.248287 	95.414886 	44.553337 	40.261642 	28.600698 	999.000000 	68.622154 	84.219948 	64.815125 	42.190044 	22.803509 	53.075417 	41.436699 	98.792709 	61.522354 	25.298222 	56.222771 	50.289165 	2.828427 	74.966660 	52.801514 	22.825424 	32.249031 	33.105892 	20.248457 	72.249565 	86.977005 	52.697250 	42.047592 	82.073135 	107.298645 	94.794518 	13.038404 	40.249222 	34.985710 	79.397736 	86.371292 	21.095022 	94.847244 	37.643059 	25.019993 	18.681541 	97.672920 	76.275818 	52.000000 	117.686020 	97.744568 	55.542778 	18.000000 	38.897301 	73.573090 	54.781384 	30.016663 	25.495098 	108.903625 	26.925823 	71.119621 	19.697716 	34.014702 	72.006943 	63.694584 	57.008770 	76.478752 	127.404869 	88.509888 	124.482933 	
45.276924 	80.993828 	33.060551 	24.207438 	105.688217 	40.360870 	68.622154 	999.000000 	27.202942 	10.770329 	105.190300 	89.403580 	15.556349 	107.898102 	37.054016 	7.615773 	92.200867 	13.416408 	115.965515 	68.593002 	6.403124 	17.000000 	90.906548 	38.013157 	100.603180 	88.617157 	4.123106 	18.601076 	18.973665 	109.402924 	13.453624 	40.249222 	26.627054 	81.320351 	32.202484 	103.077644 	11.180340 	17.804493 	56.938564 	26.248810 	106.216759 	54.120235 	85.146935 	29.068884 	13.601471 	27.073973 	49.929951 	29.206163 	25.019993 	82.006096 	107.517441 	15.811388 	27.018513 	52.000000 	57.697487 	40.311287 	59.093147 	19.104973 	77.388626 	50.596443 	19.798990 	24.698177 	125.495018 	21.633308 	59.203041 	25.000000 	56.080299 	
57.982758 	92.195442 	12.206555 	42.449970 	115.974136 	59.135437 	84.219948 	27.202942 	999.000000 	22.090721 	113.951744 	101.671036 	37.121422 	118.869675 	14.866069 	29.017237 	104.484451 	38.052597 	125.872955 	85.000000 	24.186773 	41.000000 	104.403069 	58.694122 	112.929184 	102.649887 	27.730848 	21.954498 	44.045429 	121.165176 	24.758837 	27.856777 	23.345236 	97.247108 	55.326305 	116.038788 	27.658634 	26.627054 	77.884529 	29.410883 	120.208153 	75.927597 	102.420700 	30.805843 	36.619667 	53.338543 	38.483765 	32.015621 	51.788029 	100.224747 	122.065559 	40.816662 	53.758720 	74.966660 	79.831070 	36.124783 	81.584312 	45.177429 	97.144226 	74.431175 	45.650848 	51.865211 	138.683090 	46.043457 	48.754486 	42.011902 	47.169907 	
39.623226 	75.286118 	31.384710 	21.023796 	99.809822 	38.013157 	64.815125 	10.770329 	22.090721 	999.000000 	98.737022 	84.219948 	15.033297 	102.303467 	35.114101 	7.615773 	87.045967 	16.492422 	110.000000 	65.215027 	14.035668 	19.104973 	86.278618 	37.000000 	95.524864 	84.219948 	14.317822 	23.706539 	22.360680 	104.139328 	20.615528 	42.520584 	30.805843 	77.801025 	33.241539 	98.290382 	20.024984 	25.000000 	56.302753 	32.695564 	101.911728 	54.120235 	82.377182 	35.341194 	24.351591 	32.015621 	53.037724 	35.846897 	31.016125 	79.755875 	103.479469 	26.419689 	32.893768 	52.952808 	57.974133 	45.486263 	59.665737 	29.206163 	76.059189 	52.345009 	30.000000 	33.015148 	120.917328 	32.249031 	62.968246 	35.227829 	60.307545 	
