70	70
101	0
26	50
30	57
29	60
69	116
137	137
103	119
78	111
107	25
17	138
37	138
20	69
121	123
22	104
137	7
50	106
46	112
79	72
104	32
8	87
109	139
80	103
78	63
95	135
37	79
64	132
133	130
39	13
120	14
10	86
140	42
121	124
42	29
44	58
32	6
41	36
106	10
107	102
83	38
132	133
81	57
120	52
113	32
137	101
82	103
10	111
90	44
139	73
89	24
64	138
98	4
61	34
60	84
13	48
84	88
86	40
69	115
59	115
105	2
107	77
104	54
54	33
32	52
37	125
99	34
38	122
85	75
109	131
103	77
47	83
139	68
88	29
39	100
48	47
104	73
9	19
103	44
73	96
44	116
71	70
83	12
36	54
16	92
56	139
27	104
67	96
34	72
120	22
54	106
63	129
33	117
102	52
13	129
34	20
114	109
86	80
33	0
18	104
70	83
12	48
139	72
109	78
116	22
27	46
19	120
23	39
110	99
15	18
18	70
16	62
61	57
123	84
37	73
115	124
93	61
89	39
65	0
108	30
120	60
92	22
2	106
117	92
26	130
85	111
113	45
40	113
138	105
116	105
110	28
12	138
66	40
140	36
50	112
23	19
4	71
92	138
69	6
100	99
116	13
112	13
49	140
36	124
120	47
60	54
115	82
139	110
126	23
58	80
30	21
64	115
82	100
113	35
35	90
58	95
117	4
97	115
56	129
54	41
136	123
129	24
46	133
58	11
54	78
65	80
28	62
55	127
137	84
79	80
51	92
12	84
66	82
97	12
67	120
55	102
90	14
20	106
15	4
138	78
60	23
29	94
70	94
4	44
66	91
119	73
135	65
103	82
104	139
15	9
5	99
36	38
125	68
44	36
137	127
120	102
138	24
103	86
137	96
8	138
81	36
116	83
