149	58	80	1	0	0	11.3723
48	90	44	0	0	0	10.018
99	18	104	0	0	1	10.5766
15	22	104	1	1	0	12.1638
100	70	83	2	0	0	11.8984
10	107	25	1	0	1	12.1515
116	93	61	2	0	0	12.6935
78	103	44	0	0	0	11.2004
184	66	91	1	0	1	13.088
141	112	13	1	0	1	12.8712
68	85	75	1	1	1	12.9196
175	55	102	2	0	0	13.5142
71	47	83	0	2	0	10.9735
54	60	84	0	1	1	11.9385
66	99	34	0	2	0	12.282
172	66	82	0	1	0	11.863
122	2	106	0	1	1	12.3233
38	106	10	0	1	0	11.7035
119	108	30	0	1	1	13.0266
42	81	57	0	0	1	11.3805
169	79	80	0	0	1	11.7244
114	37	73	0	0	0	10.1039
200	81	36	0	0	0	10.8293
