UB = 889
M = 60

Distance:
999.000000 	48.166378 	46.647614 	43.266617 	12.369317 	73.661385 	39.824615 	57.628117 	13.601471 	86.052307 	27.459061 	22.203604 	11.401754 	4.472136 	61.619801 	8.246211 	61.741398 	84.876381 	70.710678 	32.526913 	21.000000 	22.135944 	49.648766 	18.357559 	96.213303 	52.839378 	27.202942 	18.439089 	73.000000 	28.000000 	82.024384 	71.063354 	26.305893 	37.589893 	21.931713 	90.553848 	34.176014 	55.865910 	44.654228 	65.192024 	27.202942 	84.899940 	32.984844 	38.626415 	46.529560 	46.518814 	88.729927 	45.099888 	70.235321 	49.193497 	35.014282 	31.240999 	66.528191 	49.658836 	31.827662 	68.029404 	90.426765 	35.510563 	33.241539 	45.044422 	49.091751 	59.363289 	51.039200 	36.687874 	65.145988 	45.398239 	37.643059 	36.891735 	107.563934 	41.000000 	76.576759 	47.095646 	74.027023 	
48.166378 	999.000000 	93.723000 	90.686272 	43.829212 	25.495098 	17.262676 	13.000000 	52.773098 	38.013157 	31.400637 	67.742157 	58.051701 	50.000000 	13.453624 	44.944408 	107.647575 	37.576588 	22.803509 	15.811388 	37.643059 	60.415230 	12.041595 	56.859474 	48.259712 	17.204651 	73.783470 	53.851646 	25.942244 	36.221542 	34.058773 	24.698177 	71.693794 	85.211502 	54.708317 	42.426407 	80.993828 	104.004807 	92.617493 	23.021729 	44.407207 	37.202152 	78.892334 	85.440041 	32.202484 	93.744331 	41.677334 	35.468296 	30.149628 	96.519424 	77.472572 	56.568542 	114.690887 	96.798759 	59.841457 	31.048349 	43.829212 	75.610847 	59.539902 	40.162170 	37.121422 	107.200745 	38.948685 	74.040527 	34.000000 	43.965897 	75.000000 	68.066147 	59.816387 	79.404030 	124.739731 	90.077744 	122.147453 	
46.647614 	93.723000 	999.000000 	4.000000 	56.080299 	119.004204 	86.452301 	104.043259 	49.729267 	130.831955 	73.006851 	37.054016 	35.805027 	46.518814 	107.056061 	52.801514 	16.124516 	128.763351 	116.516090 	78.600258 	65.551506 	36.359318 	92.698433 	49.648766 	140.716019 	99.478638 	32.062439 	52.952808 	119.201508 	72.111023 	127.781059 	117.413795 	36.055511 	23.769728 	55.578773 	136.029404 	29.120440 	16.031219 	19.849434 	111.830231 	67.911705 	130.873978 	32.984844 	28.635643 	91.416626 	26.907248 	135.000000 	89.185204 	116.846054 	26.907248 	42.449970 	64.124878 	25.495098 	28.319605 	62.008064 	114.490173 	136.824707 	47.296936 	64.007812 	87.800911 	93.005379 	27.202942 	94.641426 	52.172791 	111.085556 	86.884979 	52.392746 	60.406952 	153.525238 	51.546097 	35.440090 	43.566040 	34.525352 	
43.266617 	90.686272 	4.000000 	999.000000 	52.392746 	116.043098 	83.006027 	100.801788 	45.880280 	127.988281 	69.354164 	33.060551 	32.649654 	42.941822 	104.062485 	49.193497 	20.099751 	126.063477 	113.454834 	75.432091 	61.846584 	34.438351 	90.027771 	45.705578 	137.931137 	96.041656 	28.071337 	49.030602 	116.038788 	68.352028 	124.739731 	114.201576 	32.062439 	20.124611 	51.623638 	133.056381 	25.298222 	16.278820 	17.029387 	108.452751 	64.031242 	127.781059 	29.120440 	25.059929 	87.664131 	24.083189 	131.821854 	85.381500 	113.371071 	24.413111 	38.600517 	60.133186 	26.570660 	25.806976 	58.008621 	110.941429 	133.600143 	43.416588 	60.008331 	83.934502 	89.185204 	26.305893 	90.801979 	48.270073 	107.424393 	82.975899 	48.507732 	56.435802 	150.445999 	47.759815 	36.769554 	40.224369 	35.440090 	
12.369317 	43.829212 	56.080299 	52.392746 	999.000000 	68.796799 	31.827662 	51.088158 	8.944272 	81.633324 	17.000000 	24.207438 	23.000000 	10.049875 	56.938564 	4.123106 	71.784401 	81.394104 	65.215027 	28.231188 	9.486833 	34.481880 	48.270073 	13.341664 	91.923882 	44.687805 	30.479502 	11.000000 	66.708321 	16.278820 	76.400261 	64.443771 	28.017851 	42.426407 	13.341664 	85.211502 	37.643059 	63.007935 	50.249378 	57.384666 	14.866069 	78.873314 	35.227829 	42.011902 	35.440090 	50.447994 	82.073135 	33.541019 	61.611687 	53.263496 	33.837849 	20.808653 	73.246162 	53.413483 	22.360680 	58.830265 	83.438599 	32.557640 	23.323807 	33.015148 	37.483330 	64.381676 	39.319206 	32.015621 	55.036350 	33.136082 	33.015148 	29.120440 	101.316338 	37.121422 	82.879433 	46.486557 	79.931221 	
73.661385 	25.495098 	119.004204 	116.043098 	68.796799 	999.000000 	38.626415 	19.416489 	77.698135 	13.000000 	54.625999 	92.913940 	83.450584 	75.432091 	12.041595 	70.213959 	132.612213 	15.033297 	5.099020 	41.231056 	61.717098 	84.876381 	28.231188 	81.492332 	23.259407 	29.154760 	99.045441 	78.294319 	9.219544 	58.872746 	9.486833 	11.661903 	96.798759 	110.602890 	78.721024 	17.029387 	106.254410 	129.495178 	118.067780 	20.880613 	67.067131 	13.341664 	104.009613 	110.679718 	48.093658 	119.037811 	19.104973 	52.153618 	25.553865 	121.827744 	102.000000 	79.056938 	140.185593 	122.065559 	82.540901 	29.966648 	22.022715 	99.744675 	81.908485 	57.140179 	52.000000 	132.612213 	53.037724 	97.693398 	37.336308 	61.131008 	98.615417 	90.757919 	34.985710 	103.077644 	150.233154 	114.490173 	147.627914 	
39.824615 	17.262676 	86.452301 	83.006027 	31.827662 	38.626415 	999.000000 	19.723083 	40.360870 	51.623638 	16.124516 	55.901699 	50.990196 	40.224369 	27.658634 	34.205261 	101.518471 	52.630791 	34.438351 	12.649111 	23.600847 	57.271286 	27.730848 	43.600460 	61.846584 	13.038404 	62.241467 	40.224369 	35.227829 	20.248457 	45.276924 	32.802441 	59.548298 	74.249580 	40.311287 	54.203320 	69.354164 	94.641426 	82.073135 	25.612497 	28.460499 	47.434166 	66.708321 	73.661385 	16.278820 	82.134033 	50.328918 	18.867962 	30.413813 	84.958817 	63.812225 	40.521599 	104.995239 	85.041168 	43.965897 	28.460499 	51.623638 	61.294373 	43.416588 	23.259407 	21.260292 	96.176918 	23.345236 	59.093147 	27.018513 	26.925823 	60.008331 	52.201534 	69.656296 	64.474800 	114.690887 	76.157730 	111.758667 	
57.628117 	13.000000 	104.043259 	100.801788 	51.088158 	19.416489 	19.723083 	999.000000 	59.816387 	32.280025 	35.846897 	75.286118 	68.242218 	58.728188 	10.770329 	53.037724 	118.511604 	34.132095 	14.866069 	25.553865 	43.266617 	72.090218 	23.409399 	63.245552 	42.379242 	10.049875 	81.565926 	59.908264 	15.620500 	39.812057 	25.553865 	13.453624 	79.025314 	93.434471 	60.033325 	34.481880 	88.729927 	113.278419 	101.138519 	10.049875 	47.927029 	27.802877 	86.214851 	93.085983 	29.017237 	101.533249 	31.144823 	33.000000 	17.262676 	104.350372 	83.528435 	59.808025 	123.794182 	104.484451 	63.324562 	18.788294 	32.802441 	81.006172 	62.625874 	38.000000 	33.241539 	115.433968 	34.525352 	78.721024 	23.345236 	42.000000 	79.624115 	71.512238 	50.249378 	84.095184 	133.645050 	95.880135 	130.831955 	
13.601471 	52.773098 	49.729267 	45.880280 	8.944272 	77.698135 	40.360870 	59.816387 	999.000000 	90.553848 	24.839485 	15.556349 	20.615528 	9.219544 	65.863495 	9.000000 	65.734314 	90.338257 	74.060783 	37.161808 	17.029387 	34.132095 	57.008770 	5.099020 	100.846420 	53.037724 	21.931713 	5.000000 	75.432091 	22.825424 	85.211502 	73.109505 	19.209373 	34.058773 	8.602325 	94.047859 	29.000000 	55.226807 	42.011902 	65.764732 	18.248287 	87.618492 	26.400757 	33.301651 	42.047592 	41.773197 	90.686272 	39.560081 	69.656296 	44.598206 	25.000000 	18.357559 	65.215027 	44.687805 	18.439089 	66.610809 	91.967384 	24.083189 	20.000000 	38.078865 	43.324360 	55.865910 	44.922153 	24.186773 	62.265560 	37.336308 	25.179358 	23.323807 	109.986366 	29.017237 	74.652527 	37.643059 	71.589104 	
86.052307 	38.013157 	130.831955 	127.988281 	81.633324 	13.000000 	51.623638 	32.280025 	90.553848 	999.000000 	67.623962 	105.688217 	95.524864 	88.005684 	24.698177 	82.927681 	144.045135 	6.708204 	17.464249 	53.823788 	74.686012 	96.046867 	38.600517 	94.413979 	10.295630 	41.773197 	111.772087 	91.241440 	19.026299 	71.867935 	9.848858 	22.022715 	109.603828 	123.223373 	91.706055 	8.062258 	118.983192 	141.767410 	130.602448 	32.015621 	80.056229 	12.041595 	116.811813 	123.422043 	60.530983 	131.745972 	17.204651 	64.629715 	34.928497 	134.525085 	114.947815 	92.027168 	152.502457 	134.792435 	95.519630 	39.812057 	20.248457 	112.729767 	94.868332 	69.584480 	64.195015 	145.206757 	65.069191 	110.693268 	47.675991 	73.552704 	111.615410 	103.730423 	25.709921 	116.077560 	162.606888 	127.455872 	160.078110 	
