70	70
38	105
100	5
111	78
96	62
122	11
94	18
60	89
67	123
99	53
26	24
93	61
27	32
25	31
98	36
101	68
49	48
56	95
14	107
98	46
131	4
94	89
70	113
94	59
64	59
112	3
20	108
10	118
76	65
103	12
44	62
96	138
27	44
21	28
26	91
98	75
69	48
19	116
60	111
54	102
63	103
91	91
77	15
77	117
115	41
12	33
44	82
117	55
116	10
57	77
29	36
90	91
62	73
6	121
105	49
28	115
4	137
11	100
67	84
23	22
41	64
56	56
80	40
60	66
16	90
104	82
64	78
47	36
46	80
86	124
48	72
121	9
60	52
25	46
26	15
98	116
66	131
15	30
66	117
111	70
123	19
17	18
57	87
102	33
7	113
37	115
17	25
83	105
51	115
96	55
112	2
116	23
57	70
15	23
45	68
19	41
38	16
81	135
62	128
49	70
24	19
119	20
62	125
29	10
13	80
65	73
109	25
91	71
47	57
9	42
96	23
26	102
4	15
3	98
35	88
18	107
95	68
58	85
11	23
61	107
3	17
26	104
74	56
24	105
30	106
4	33
106	0
120	10
106	5
30	58
9	9
7	92
50	29
46	52
70	110
37	111
75	64
20	93
94	1
41	12
20	109
28	14
87	63
101	4
80	22
117	10
103	33
104	51
103	19
7	52
73	119
79	128
10	50
26	23
95	103
101	59
113	67
25	94
120	20
105	26
59	77
116	34
45	71
86	109
15	96
64	88
60	115
63	100
94	104
8	102
64	89
61	66
95	121
47	63
19	96
103	55
36	94
75	103
65	80
94	56
18	123
92	123
12	31
106	81
98	28
14	133
101	32
25	66
78	61
123	64
126	20
72	117
10	105
128	0
130	16
114	63
80	63
113	36
15	94
129	77
85	85
