UB = 815
M = 110

Distance:
999.000000 	62.681736 	46.518814 	93.380943 	40.607880 	76.216797 	17.464249 	24.166092 	5.656854 	35.014282 	20.000000 	47.507893 	59.135437 	22.803509 	56.320511 	75.179787 	28.160255 	34.985710 	27.459061 	73.348480 	86.284416 	57.489128 	82.365044 	104.350372 	27.459061 	38.470768 	80.498444 	86.833176 	37.589893 	97.754799 	60.133186 	45.880280 	42.544094 	76.902534 	77.878113 	60.745369 	92.358002 	122.800652 	101.237343 	51.039200 	91.923882 	54.147945 	54.037025 	94.593872 	106.625511 	59.941639 	71.589104 	62.433964 	80.808418 	70.710678 	64.404968 	98.183502 	88.865067 	93.861603 	91.000000 	83.240616 	100.623062 	101.636604 	103.754517 	
62.681736 	999.000000 	18.027756 	35.114101 	30.463093 	14.422205 	70.767227 	84.219948 	61.846584 	38.013157 	64.815125 	110.000000 	16.492422 	65.215027 	19.104973 	14.035668 	86.278618 	95.524864 	84.219948 	14.317822 	23.706539 	22.360680 	20.615528 	42.520584 	77.801025 	98.290382 	20.024984 	25.000000 	56.302753 	35.341194 	32.015621 	103.479469 	57.974133 	29.206163 	30.000000 	120.917328 	35.227829 	60.307545 	41.303753 	64.776543 	38.897301 	105.152267 	102.083298 	42.059483 	48.041649 	91.214035 	66.287254 	90.027771 	58.591808 	69.720871 	88.119240 	61.619801 	71.554176 	69.892776 	76.967529 	87.965904 	70.837845 	74.652527 	90.785461 	
46.518814 	18.027756 	999.000000 	52.801514 	13.152946 	32.449963 	53.037724 	66.843102 	44.944408 	20.248457 	46.861500 	93.193344 	14.035668 	47.201694 	12.649111 	28.844410 	68.622154 	78.102493 	66.468040 	26.832815 	40.459858 	15.652476 	36.055511 	60.440052 	59.816387 	80.721741 	34.000000 	40.496914 	39.051247 	51.613953 	24.083189 	85.632935 	41.303753 	33.136082 	34.132095 	103.276329 	46.324940 	77.794601 	54.781384 	49.000000 	47.095646 	87.132080 	84.118965 	50.039986 	60.440052 	74.330345 	55.036350 	73.552704 	52.325901 	57.584721 	72.111023 	61.741398 	64.536812 	65.192024 	69.202599 	75.584389 	68.505478 	71.400284 	83.408630 	
93.380943 	35.114101 	52.801514 	999.000000 	65.551506 	21.377558 	104.043259 	116.516090 	93.723000 	73.006851 	98.792709 	140.716019 	49.648766 	99.478638 	52.952808 	32.062439 	119.201508 	127.781059 	117.413795 	36.055511 	23.769728 	55.578773 	29.120440 	16.031219 	111.830231 	130.873978 	32.984844 	28.635643 	91.416626 	26.907248 	64.124878 	136.824707 	93.005379 	52.172791 	52.392746 	153.525238 	43.566040 	34.525352 	40.311287 	99.463562 	51.478149 	139.671036 	136.850281 	53.851646 	47.507893 	126.241829 	98.005104 	124.907967 	86.313385 	102.019608 	122.784363 	81.437096 	99.040398 	94.921021 	104.923782 	120.004166 	92.849342 	97.498718 	117.630775 	
40.607880 	30.463093 	13.152946 	65.551506 	999.000000 	44.721359 	43.266617 	57.801384 	37.643059 	7.810250 	36.235340 	84.970581 	20.000000 	36.069378 	16.643316 	38.948685 	58.821766 	68.796799 	56.400356 	36.069378 	51.088158 	17.088007 	45.967381 	72.111023 	48.795490 	71.028160 	43.185646 	50.209560 	25.961510 	61.522354 	20.223749 	75.073296 	28.160255 	36.400551 	37.363083 	93.236259 	52.773098 	88.617157 	62.433964 	36.055511 	51.546097 	75.213028 	71.867935 	54.120235 	67.082039 	61.188232 	44.654228 	60.406952 	45.793011 	46.529560 	59.033890 	59.439045 	56.850681 	59.169250 	60.827625 	64.078079 	64.078079 	66.189125 	74.953316 	
76.216797 	14.422205 	32.449963 	21.377558 	44.721359 	999.000000 	85.041168 	98.290382 	75.742989 	52.354561 	79.202271 	123.693169 	28.284271 	79.630394 	31.575306 	12.529964 	100.498756 	109.603828 	98.493652 	16.155495 	13.038404 	34.234486 	13.892444 	28.284271 	92.200867 	112.449989 	16.278820 	16.763054 	70.384659 	24.186773 	43.000000 	117.796432 	71.784401 	33.541019 	34.000000 	135.103668 	31.384710 	46.615448 	33.734257 	78.102493 	37.643059 	119.570061 	116.468880 	40.607880 	41.231056 	104.995239 	77.162170 	103.580887 	66.760765 	81.024689 	101.414986 	65.215027 	79.699432 	76.557167 	85.440041 	99.126183 	75.802376 	80.131142 	98.681305 	
17.464249 	70.767227 	53.037724 	104.043259 	43.266617 	85.041168 	999.000000 	14.866069 	13.000000 	35.846897 	8.062258 	42.379242 	63.245552 	10.049875 	59.908264 	81.565926 	15.620500 	25.553865 	13.453624 	79.025314 	93.434471 	60.033325 	88.729927 	113.278419 	10.049875 	27.802877 	86.214851 	93.085983 	29.017237 	104.350372 	59.808025 	32.802441 	33.241539 	78.721024 	79.624115 	50.249378 	95.880135 	130.831955 	105.688217 	39.849716 	93.941475 	37.854988 	37.054016 	96.254868 	110.145355 	43.266617 	62.369865 	46.227695 	75.000000 	60.440052 	48.795490 	94.641426 	80.894997 	87.206650 	82.000000 	70.327805 	95.005264 	95.189285 	93.605553 	
24.166092 	84.219948 	66.843102 	116.516090 	57.801384 	98.290382 	14.866069 	999.000000 	22.803509 	50.537113 	22.803509 	27.513634 	77.698135 	24.331051 	74.431175 	95.603348 	5.385165 	11.313708 	7.071068 	93.230896 	107.298645 	74.706093 	102.800781 	126.574089 	15.811388 	14.422205 	100.439034 	107.200745 	43.185646 	118.406082 	74.672615 	21.840330 	47.010635 	93.520050 	94.429871 	37.013512 	110.535065 	144.499130 	120.220627 	52.469040 	108.747414 	32.557640 	34.176014 	111.085556 	124.823875 	49.040798 	75.425461 	53.009434 	89.140335 	72.993149 	56.603886 	109.178749 	94.260277 	101.004951 	94.894676 	80.777473 	109.073372 	109.004585 	105.759163 	
5.656854 	61.846584 	44.944408 	93.723000 	37.643059 	75.742989 	13.000000 	22.803509 	999.000000 	31.400637 	14.422205 	48.259712 	56.859474 	17.204651 	53.851646 	73.783470 	25.942244 	34.058773 	24.698177 	71.693794 	85.211502 	54.708317 	80.993828 	104.004807 	23.021729 	37.202152 	78.892334 	85.440041 	32.202484 	96.519424 	56.568542 	43.829212 	37.121422 	74.040527 	75.000000 	59.816387 	90.077744 	122.147453 	99.282425 	45.486263 	89.185204 	50.635956 	50.039986 	91.760559 	104.388695 	54.561890 	66.309875 	56.938564 	76.118332 	65.299309 	58.821766 	94.021271 	83.815269 	89.050545 	85.796272 	77.620872 	96.026039 	96.881371 	98.412399 	
35.014282 	38.013157 	20.248457 	73.006851 	7.810250 	52.354561 	35.846897 	50.537113 	31.400637 	999.000000 	28.600698 	77.878113 	27.658634 	28.319605 	24.207438 	46.754681 	51.312767 	61.400326 	48.826221 	43.840622 	58.898216 	24.186773 	53.758720 	79.881165 	41.036568 	63.513779 	50.931328 	57.982758 	19.104973 	69.296463 	25.179358 	67.357254 	22.090721 	43.081318 	44.011364 	85.603737 	60.033325 	96.426140 	69.892776 	30.805843 	58.309521 	67.424034 	64.140472 	60.745369 	74.303429 	54.451813 	43.139309 	54.037025 	47.539455 	44.204071 	53.084839 	63.387695 	57.454330 	60.926186 	60.802959 	60.901562 	66.760765 	68.352028 	74.652527 	
