Total assets = 889
Number of asset nodes = 50

Distance:
999.000000 	34.205261 	29.206163 	46.097721 	29.154760 	78.600258 	92.962357 	60.108234 	12.649111 	38.183765 	37.161808 	23.086792 	53.823788 	18.439089 	41.436699 	64.070274 	23.194826 	57.982758 	38.600517 	40.607880 	23.537205 	49.497475 	38.832977 	55.946404 	69.404610 	39.812057 	58.051701 	65.192024 	88.391174 	76.837494 	34.176014 	31.144823 	52.402290 	63.134777 	69.641945 	28.017851 	77.935867 	56.400356 	29.732138 	40.261642 	80.709358 	62.032249 	43.011627 	99.035347 	80.993828 	46.010868 	39.319206 	58.249462 	60.440052 	46.010868 	33.301651 	32.802441 	91.400215 	35.000000 	59.228371 	39.115215 	36.400551 	60.207973 	54.083271 	75.073296 	64.536812 	109.041275 	74.672615 	106.404884 	
34.205261 	999.000000 	63.411354 	12.041595 	6.324555 	46.518814 	62.032249 	26.400757 	40.224369 	72.249565 	9.219544 	19.416489 	88.005684 	26.570660 	13.892444 	98.229324 	53.254108 	24.166092 	14.142136 	74.249580 	26.305893 	83.546394 	72.180328 	22.803509 	35.227829 	17.691807 	92.195442 	31.304953 	54.561890 	42.638012 	65.802734 	24.331051 	86.278618 	29.732138 	35.777088 	45.354160 	43.908997 	89.872131 	43.566040 	70.491135 	46.647614 	31.016125 	27.202942 	65.069191 	47.010635 	27.586229 	68.000000 	91.438507 	31.257000 	29.068884 	43.046486 	47.518417 	57.201397 	49.365982 	32.280025 	64.621979 	43.046486 	33.241539 	32.449963 	108.894447 	36.674240 	74.966660 	43.289722 	72.249565 	
29.206163 	63.411354 	999.000000 	75.286118 	58.249462 	107.056061 	120.801491 	89.196411 	27.658634 	9.848858 	65.863495 	50.159744 	24.698177 	43.324360 	69.771057 	34.985710 	20.615528 	87.091904 	66.640831 	14.142136 	47.801674 	20.808653 	14.035668 	84.905830 	98.600204 	67.230942 	29.000000 	94.302704 	117.456375 	106.042442 	17.804493 	56.044624 	24.186773 	92.114059 	98.737022 	39.319206 	107.074738 	29.154760 	43.185646 	24.698177 	109.859001 	90.338257 	68.154236 	128.144455 	110.113579 	71.568146 	27.658634 	31.622776 	88.238312 	71.063354 	48.166378 	43.737854 	120.602654 	45.122055 	86.377083 	33.421551 	52.153618 	87.315521 	79.812279 	46.615448 	91.760559 	138.191895 	102.883430 	135.591293 	
46.097721 	12.041595 	75.286118 	999.000000 	18.027756 	35.114101 	50.960770 	14.422205 	52.201534 	84.219948 	15.033297 	30.463093 	99.809822 	38.013157 	16.492422 	110.000000 	65.215027 	14.035668 	19.104973 	86.278618 	37.000000 	95.524864 	84.219948 	14.317822 	23.706539 	22.360680 	104.139328 	20.615528 	42.520584 	30.805843 	77.801025 	33.241539 	98.290382 	20.024984 	25.000000 	56.302753 	32.695564 	101.911728 	54.120235 	82.377182 	35.341194 	24.351591 	32.015621 	53.037724 	35.846897 	31.016125 	79.755875 	103.479469 	26.419689 	32.893768 	52.952808 	57.974133 	45.486263 	59.665737 	29.206163 	76.059189 	52.345009 	30.000000 	33.015148 	120.917328 	32.249031 	62.968246 	35.227829 	60.307545 	
29.154760 	6.324555 	58.249462 	18.027756 	999.000000 	52.801514 	68.352028 	32.449963 	34.205261 	66.843102 	9.000000 	13.152946 	82.927681 	20.248457 	14.035668 	93.193344 	47.201694 	28.844410 	12.649111 	68.622154 	20.099751 	78.102493 	66.468040 	26.832815 	40.459858 	15.652476 	86.833176 	36.055511 	60.440052 	48.104053 	59.816387 	18.973665 	80.721741 	34.000000 	40.496914 	39.051247 	48.826221 	84.148682 	37.336308 	64.350601 	51.613953 	33.734257 	24.083189 	70.837845 	51.865211 	25.238859 	61.773781 	85.632935 	33.060551 	26.400757 	37.000000 	41.303753 	62.481998 	43.185646 	33.136082 	58.309521 	37.215588 	34.132095 	31.384710 	103.276329 	38.013157 	80.622574 	46.324940 	77.794601 	
78.600258 	46.518814 	107.056061 	35.114101 	52.801514 	999.000000 	16.124516 	21.377558 	86.452301 	116.516090 	49.729267 	65.551506 	130.831955 	73.006851 	49.648766 	140.716019 	99.478638 	32.062439 	52.952808 	119.201508 	72.111023 	127.781059 	117.413795 	36.055511 	23.769728 	55.578773 	136.029404 	29.120440 	16.031219 	19.849434 	111.830231 	67.911705 	130.873978 	32.984844 	28.635643 	91.416626 	26.907248 	135.000000 	89.185204 	116.846054 	26.907248 	42.449970 	64.124878 	25.495098 	28.319605 	62.008064 	114.490173 	136.824707 	47.296936 	64.007812 	87.800911 	93.005379 	27.202942 	94.641426 	52.172791 	111.085556 	86.884979 	52.392746 	60.406952 	153.525238 	51.546097 	35.440090 	43.566040 	34.525352 	
92.962357 	62.032249 	120.801491 	50.960770 	68.352028 	16.124516 	999.000000 	37.483330 	101.518471 	130.430054 	65.734314 	81.271149 	144.045135 	88.600227 	65.764732 	153.717270 	114.490173 	48.000000 	69.050705 	133.405396 	87.931793 	141.605087 	131.764938 	52.000000 	38.639359 	71.700768 	149.626205 	44.407207 	22.022715 	32.893768 	126.657021 	83.952370 	144.844742 	48.373547 	43.174065 	107.205414 	39.395432 	149.214615 	105.080925 	131.928009 	38.470768 	57.706154 	80.224686 	25.495098 	39.824615 	78.057671 	129.769028 	151.172089 	62.649822 	80.056229 	103.812332 	108.931168 	33.941124 	110.602890 	67.601776 	126.649124 	102.961159 	67.742157 	76.164299 	167.409683 	66.490601 	32.557640 	57.008770 	33.526108 	
60.108234 	26.400757 	89.196411 	14.422205 	32.449963 	21.377558 	37.483330 	999.000000 	66.610809 	98.290382 	28.460499 	44.721359 	113.569359 	52.354561 	28.284271 	123.693169 	79.630394 	12.529964 	31.575306 	100.498756 	51.078373 	109.603828 	98.493652 	16.155495 	13.038404 	34.234486 	118.139748 	13.892444 	28.284271 	18.027756 	92.200867 	46.572525 	112.449989 	16.278820 	16.763054 	70.384659 	22.022715 	116.180893 	68.007355 	96.798759 	24.186773 	25.000000 	43.000000 	38.948685 	25.079872 	41.109608 	94.154129 	117.796432 	29.154760 	43.104523 	66.483078 	71.784401 	32.695564 	73.375748 	33.541019 	90.338257 	65.513359 	34.000000 	40.521599 	135.103668 	34.409302 	49.040798 	31.384710 	46.615448 	
12.649111 	40.224369 	27.658634 	52.201534 	34.205261 	86.452301 	101.518471 	66.610809 	999.000000 	34.438351 	40.360870 	23.600847 	51.623638 	16.124516 	43.600460 	61.846584 	13.038404 	62.241467 	40.224369 	35.227829 	20.248457 	45.276924 	32.802441 	59.548298 	74.249580 	40.311287 	54.203320 	69.354164 	94.641426 	82.073135 	25.612497 	28.460499 	47.434166 	66.708321 	73.661385 	16.278820 	82.134033 	50.328918 	18.867962 	30.413813 	84.958817 	63.812225 	40.521599 	104.995239 	85.041168 	43.965897 	28.460499 	51.623638 	61.294373 	43.416588 	23.259407 	21.260292 	96.176918 	23.345236 	59.093147 	27.018513 	26.925823 	60.008331 	52.201534 	69.656296 	64.474800 	114.690887 	76.157730 	111.758667 	
38.183765 	72.249565 	9.848858 	84.219948 	66.843102 	116.516090 	130.430054 	98.290382 	34.438351 	999.000000 	74.060783 	57.801384 	17.464249 	50.537113 	77.698135 	27.513634 	24.331051 	95.603348 	74.431175 	5.385165 	54.625999 	11.313708 	7.071068 	93.230896 	107.298645 	74.706093 	20.000000 	102.800781 	126.574089 	114.865135 	15.811388 	62.769421 	14.422205 	100.439034 	107.200745 	43.185646 	115.602768 	19.313208 	47.265209 	20.808653 	118.406082 	98.112183 	74.672615 	137.207870 	118.600166 	78.185677 	25.059929 	21.840330 	95.713112 	77.491936 	52.239830 	47.010635 	129.321304 	48.010414 	93.520050 	32.310989 	56.222771 	94.429871 	86.377083 	37.013512 	98.898941 	147.186951 	110.535065 	144.499130 	
