1	45
192	80.1342
85	87.6141
126	76.5043
181	90
83	85.9144
5	81.8699
73	82.4054
129	45
47	49.9697
194	51.0725
107	45
61	88.3153
11	47.2906
6	46.1233
168	38.6598
96	43.9949
35	41.9872
37	65.3231
177	67.1663
122	62.8189
34	64.6538
144	67.6938
159	45.9392
191	49.6859
166	64.0256
189	62.8503
109	59.9314
84	68.4287
119	64.4861
58	66.3706
44	38.1987
91	42.9174
3	41.3915
120	69.2744
14	38.4373
68	43.5057
176	41.5167
167	70.6768
18	45.9878
127	70.2532
145	67.433
102	65.2727
36	72.646
72	69.2059
2	67.0679
40	44.0452
79	43.0908
156	42.1376
10	67.9489
100	66.7139
114	39.3824
108	43.6252
54	67.4794
123	23.1986
140	24.9048
12	22.7144
7	23.2789
130	21.6891
74	24.1455
148	15.1541
117	21.1613
67	16.1013
13	20.2249
165	16.645
161	14.7151
92	17.5535
48	15.7924
