Total assets = 623
Number of asset nodes = 34

Distance:
999.000000 	107.823929 	4.472136 	40.360870 	14.317822 	8.544003 	7.810250 	35.510563 	14.560220 	37.202152 	24.186773 	32.572994 	61.400326 	44.271889 	54.625999 	3.605551 	38.600517 	47.634022 	24.041630 	57.271286 	32.557640 	35.902645 	34.176014 	35.114101 	36.400551 	39.458839 	37.643059 	38.327538 	41.436699 	51.351727 	41.231056 	36.400551 	42.201897 	51.009804 	37.013512 	40.816662 	41.340054 	42.426407 	43.278172 	43.185646 	43.185646 	43.566040 	53.600372 	46.227695 	47.423622 	47.381432 	48.083260 	49.578220 	54.708317 	56.797886 	61.854668 	
107.823929 	999.000000 	107.786827 	146.441116 	99.161484 	107.018692 	110.981979 	78.847954 	105.688217 	144.754959 	95.880135 	87.321243 	58.034473 	143.282944 	154.563904 	106.174385 	69.856995 	154.870911 	117.046997 	71.007042 	102.771591 	104.235313 	108.673820 	108.503456 	106.212051 	101.710373 	107.056061 	105.929222 	101.493843 	89.000000 	105.574615 	119.050407 	105.475113 	94.000000 	127.121986 	117.098251 	118.088951 	126.751724 	124.310097 	125.447197 	128.891434 	134.937027 	103.019417 	124.903961 	128.003906 	130.249756 	130.115326 	133.221619 	123.065025 	120.000000 	130.000000 	
4.472136 	107.786827 	999.000000 	42.201897 	11.180340 	4.123106 	4.123106 	33.421551 	10.198039 	38.209946 	20.615528 	29.546574 	59.548298 	47.539455 	57.584721 	7.810250 	38.078865 	48.795490 	19.849434 	54.589375 	28.284271 	31.575306 	29.732138 	30.675724 	32.015621 	35.227829 	33.241539 	33.955853 	37.215588 	47.675991 	36.878178 	32.015621 	37.854988 	47.095646 	33.015148 	36.359318 	36.891735 	38.209946 	38.948685 	38.897301 	39.051247 	39.824615 	49.365982 	41.868843 	43.139309 	43.185646 	43.863426 	45.453274 	50.249378 	52.325901 	57.428215 	
40.360870 	146.441116 	42.201897 	999.000000 	53.254108 	44.944408 	40.816662 	75.604233 	49.648766 	8.544003 	61.773781 	71.344238 	101.671036 	17.691807 	20.615528 	41.036568 	78.568443 	10.000000 	48.052055 	96.566040 	65.459915 	67.720009 	63.788715 	64.761101 	67.186310 	72.124893 	67.911705 	69.123077 	74.040527 	87.464279 	72.034714 	59.211487 	73.006851 	85.702972 	53.037724 	65.276337 	65.192024 	60.074955 	63.007935 	62.032249 	59.211487 	53.935146 	85.146935 	66.030296 	65.192024 	63.387695 	64.381676 	63.788715 	77.006493 	81.024689 	81.394104 	
14.317822 	99.161484 	11.180340 	53.254108 	999.000000 	8.485281 	12.727922 	22.627417 	7.000000 	48.836460 	10.000000 	18.384777 	48.795490 	58.523499 	68.709534 	16.000000 	29.410883 	59.464275 	20.223749 	43.416588 	20.124611 	23.706539 	23.430750 	24.207438 	24.698177 	26.570660 	26.076809 	26.419689 	28.460499 	37.121422 	29.068884 	29.154760 	29.966648 	37.054016 	33.241539 	31.890438 	32.649654 	36.674240 	36.359318 	36.715118 	38.078865 	41.000000 	40.521599 	38.832977 	40.816662 	41.593269 	42.059483 	44.283180 	45.276924 	46.400433 	53.037724 	
8.544003 	107.018692 	4.123106 	44.944408 	8.485281 	999.000000 	4.242640 	31.112698 	6.082763 	40.360870 	17.088007 	26.419689 	57.280014 	51.195702 	61.032780 	11.661903 	37.161808 	50.990196 	16.643316 	51.623638 	24.186773 	27.459061 	25.632011 	26.570660 	27.892651 	31.144823 	29.120440 	29.832869 	33.136082 	43.931767 	32.756680 	28.319605 	33.734257 	43.185646 	30.016663 	32.449963 	33.015148 	34.828148 	35.355339 	35.383614 	35.805027 	37.161808 	45.276924 	38.209946 	39.623226 	39.824615 	40.459858 	42.201897 	46.324940 	48.301140 	53.600372 	
7.810250 	110.981979 	4.123106 	40.816662 	12.727922 	4.242640 	999.000000 	35.355339 	9.219544 	36.124783 	21.023796 	30.528675 	61.522354 	47.675991 	57.280014 	11.401754 	41.146080 	46.754681 	16.278820 	55.758408 	27.000000 	30.066593 	27.658634 	28.635643 	30.265491 	34.000000 	31.400637 	32.249031 	36.000000 	47.539455 	35.227829 	28.844410 	36.221542 	46.529560 	29.206163 	33.541019 	34.000000 	34.655445 	35.608986 	35.468296 	35.383614 	35.846897 	48.041649 	38.600517 	39.698868 	39.597980 	40.311287 	41.773197 	47.413078 	49.769470 	54.378304 	
35.510563 	78.847954 	33.421551 	75.604233 	22.627417 	31.112698 	35.355339 	999.000000 	28.017851 	71.449280 	17.088007 	9.055386 	26.172504 	79.202271 	89.894379 	35.777088 	13.892444 	82.073135 	38.275318 	22.561028 	25.079872 	27.459061 	31.064449 	31.144823 	29.427877 	26.570660 	30.594116 	29.832869 	27.313000 	24.698177 	30.675724 	41.012192 	31.016125 	27.658634 	48.507732 	40.311287 	41.303753 	49.000000 	47.095646 	48.041649 	51.009804 	56.435802 	35.468296 	48.373547 	51.244511 	53.084839 	53.150730 	56.080299 	49.979996 	48.754486 	57.939625 	
14.560220 	105.688217 	10.198039 	49.648766 	7.000000 	6.082763 	9.219544 	28.017851 	999.000000 	44.407207 	12.206555 	22.022715 	53.907330 	56.885849 	66.483078 	17.464249 	36.138622 	55.000000 	13.341664 	47.201694 	18.110771 	21.377558 	19.697716 	20.615528 	21.840330 	25.079872 	23.086792 	23.769728 	27.073973 	38.327538 	26.683329 	23.430750 	27.658634 	37.336308 	26.570660 	27.018513 	27.658634 	30.528675 	30.610456 	30.805843 	31.764761 	34.205261 	39.204590 	33.301651 	35.000000 	35.510563 	36.055511 	38.078865 	40.804413 	42.544094 	48.270073 	
37.202152 	144.754959 	38.209946 	8.544003 	48.836460 	40.360870 	36.124783 	71.449280 	44.407207 	999.000000 	56.612720 	66.400299 	97.621719 	25.612497 	29.120440 	38.587563 	75.802376 	10.630146 	41.109608 	91.607857 	59.093147 	61.098282 	56.920998 	57.870544 	60.406952 	65.551506 	61.032780 	62.297672 	67.416618 	81.394104 	65.145988 	51.623638 	66.098412 	79.309517 	45.011108 	57.706154 	57.558666 	52.000000 	55.036350 	54.009258 	51.039200 	45.541191 	78.160095 	58.008621 	57.035076 	55.145264 	56.142673 	55.443665 	69.028976 	73.171036 	73.171036 	
