Total assets = 1350
Number of asset nodes = 67

Distance:
999.000000 	55.000000 	4.472136 	57.706154 	9.055386 	53.535034 	43.416588 	35.846897 	50.606323 	41.677334 	41.773197 	87.200920 	58.412327 	20.099751 	76.485291 	50.931328 	66.850578 	65.115280 	20.615528 	89.022469 	80.721741 	23.086792 	44.821869 	68.680420 	71.847061 	90.426765 	81.394104 	37.947330 	63.411354 	89.498604 	27.294687 	33.376640 	63.702435 	84.172440 	37.696156 	31.400637 	25.079872 	85.562843 	27.313000 	101.828285 	28.231188 	57.697487 	30.364452 	35.355339 	51.865211 	30.413813 	91.219513 	100.657837 	47.074409 	49.729267 	39.051247 	33.376640 	41.012192 	73.552704 	30.805843 	37.013512 	46.043457 	83.486526 	37.656342 	60.166435 	35.805027 	45.099888 	39.812057 	43.046486 	38.897301 	37.802116 	37.643059 	48.093658 	51.009804 	64.070274 	50.000000 	48.754486 	48.836460 	50.774010 	50.803543 	57.280014 	65.764732 	
55.000000 	999.000000 	57.140179 	109.986366 	62.968246 	106.831642 	17.029387 	26.076809 	14.764823 	23.194826 	96.674713 	32.202484 	112.432205 	72.945183 	22.203604 	105.550934 	120.282997 	15.000000 	50.695168 	34.058773 	26.400757 	75.591003 	99.809822 	18.110771 	125.255737 	35.468296 	27.202942 	32.140316 	17.720045 	34.655445 	80.062477 	39.000000 	118.190521 	30.232433 	91.923882 	84.077347 	70.837845 	32.249031 	55.578773 	46.861500 	55.443665 	26.870058 	53.150730 	87.664131 	31.384710 	79.120163 	37.735924 	45.967381 	36.400551 	34.438351 	46.389652 	81.932899 	45.705578 	128.316010 	70.611610 	87.091904 	43.965897 	137.974640 	85.070557 	37.536648 	73.979729 	96.005211 	86.683334 	92.358002 	83.677956 	67.067131 	68.117546 	98.792709 	100.244698 	51.400391 	93.941475 	88.814415 	80.000000 	87.206650 	85.052925 	100.448990 	102.019608 	
4.472136 	57.140179 	999.000000 	57.775429 	5.830952 	53.235325 	44.553337 	36.400551 	51.662365 	42.201897 	40.360870 	89.308456 	57.688820 	16.492422 	78.243210 	49.819675 	66.370171 	66.483078 	18.027756 	91.021973 	82.462112 	19.416489 	43.139309 	70.007141 	71.344238 	92.417534 	83.096329 	37.576588 	64.443771 	91.400215 	23.769728 	32.280025 	62.625874 	85.796272 	34.885529 	27.892651 	20.615528 	87.045967 	24.041630 	103.812332 	25.000000 	57.801384 	27.459061 	31.780497 	51.478149 	26.172504 	92.698433 	102.449989 	46.173584 	49.040798 	37.054016 	29.154760 	39.115215 	72.180328 	26.400757 	33.015148 	44.407207 	82.328613 	33.376640 	59.464275 	31.400637 	41.303753 	35.510563 	39.000000 	34.481880 	33.837849 	33.600594 	44.283180 	47.010635 	62.393909 	45.607018 	44.283180 	44.553337 	46.324940 	46.400433 	52.886673 	61.294373 	
57.706154 	109.986366 	57.775429 	999.000000 	53.141319 	6.324555 	100.702530 	93.536087 	107.912003 	99.362968 	23.345236 	141.484985 	10.295630 	49.497475 	132.136292 	16.124516 	11.704700 	121.827744 	74.330345 	143.683685 	136.359818 	49.162994 	24.351591 	125.431259 	16.124516 	145.096527 	137.131317 	95.341492 	120.652390 	144.499130 	47.000000 	89.888817 	16.492422 	140.089264 	37.854988 	46.173584 	61.131008 	141.820312 	77.665955 	156.348969 	78.644768 	115.381973 	82.000000 	46.690472 	109.251999 	56.080299 	147.434738 	155.878159 	103.817146 	106.775467 	93.407707 	56.320511 	95.603348 	26.000000 	69.028976 	52.952808 	101.242287 	31.622776 	58.855755 	117.175079 	72.027771 	51.264023 	60.207973 	55.362442 	63.788715 	81.098709 	80.056229 	52.392746 	57.271286 	118.848640 	68.308128 	73.979729 	84.480766 	79.624115 	82.200974 	72.615425 	87.664131 	
9.055386 	62.968246 	5.830952 	53.141319 	999.000000 	48.332184 	50.209560 	41.868843 	57.280014 	47.634022 	34.828148 	95.131485 	52.478565 	11.045361 	84.023804 	44.407207 	61.294373 	72.180328 	21.377558 	96.834908 	88.238312 	14.035668 	37.483330 	75.690155 	66.241982 	98.229324 	88.865067 	42.544094 	70.035706 	97.200821 	18.248287 	36.769554 	57.201397 	91.547798 	29.068884 	22.360680 	17.804493 	92.763138 	26.076809 	109.622078 	27.073973 	62.968246 	30.000000 	26.305893 	56.356010 	21.840330 	98.412399 	108.231232 	50.695168 	53.712196 	40.607880 	24.738634 	42.755116 	66.603302 	24.839485 	28.071337 	48.270073 	76.837494 	29.120440 	64.078079 	29.732138 	36.055511 	31.320919 	34.132095 	30.870699 	34.014702 	33.541019 	39.051247 	42.047592 	66.098412 	41.785164 	41.340054 	43.416588 	44.045429 	44.553337 	49.040798 	58.523499 	
53.535034 	106.831642 	53.235325 	6.324555 	48.332184 	999.000000 	96.834908 	89.358826 	104.043259 	95.189285 	17.117243 	138.600143 	7.071068 	43.931767 	128.887543 	10.000000 	13.453624 	118.228592 	69.289246 	140.716019 	133.124008 	43.416588 	18.027756 	121.823647 	18.439089 	142.130219 	133.869339 	90.785461 	116.828934 	141.449631 	41.048752 	85.088188 	14.142136 	136.780853 	31.575306 	40.049969 	55.326305 	138.408813 	72.277245 	153.443802 	73.246162 	111.018013 	76.655075 	40.447498 	104.651802 	50.009998 	144.045135 	152.793976 	99.005051 	102.044106 	88.232651 	50.159744 	90.443352 	24.738634 	63.126858 	46.690472 	96.135323 	32.249031 	52.611786 	112.401070 	66.000000 	44.944408 	53.935146 	49.040798 	57.558666 	75.239616 	74.168724 	46.097721 	50.990196 	113.600174 	61.983868 	67.683083 	78.313469 	73.348480 	75.953934 	66.309875 	81.344948 	
43.416588 	17.029387 	44.553337 	100.702530 	50.209560 	96.834908 	999.000000 	9.486833 	7.211102 	6.324555 	84.899940 	46.615448 	101.828285 	59.203041 	34.481880 	94.260277 	110.208893 	22.022715 	34.928497 	47.853943 	38.587563 	61.611687 	87.681244 	25.495098 	115.208504 	49.193497 	39.115215 	15.132746 	20.000000 	47.885281 	66.030296 	22.022715 	107.056061 	41.617306 	78.409180 	69.892776 	55.461697 	42.638012 	39.051247 	60.415230 	38.832977 	18.110771 	36.345562 	73.246162 	18.027756 	63.953106 	48.270073 	58.523499 	20.808653 	19.798990 	29.427877 	66.640831 	28.861740 	116.726173 	54.405884 	72.006943 	27.730848 	126.810883 	69.462219 	26.400757 	57.489128 	80.950600 	70.936592 	76.967529 	67.675697 	50.159744 	51.244511 	83.630135 	84.693565 	38.418747 	77.620872 	72.180328 	63.007935 	70.349129 	68.117546 	83.952370 	85.052925 	
35.846897 	26.076809 	36.400551 	93.536087 	41.868843 	89.358826 	9.486833 	999.000000 	15.811388 	5.830952 	76.694199 	56.080299 	94.047859 	50.328918 	43.829212 	86.214851 	102.625534 	31.064449 	25.495098 	57.271286 	47.885281 	52.630791 	79.309517 	34.409302 	107.615051 	58.600342 	48.373547 	7.810250 	28.319605 	57.245087 	57.008770 	13.152946 	99.020203 	50.774010 	69.526970 	60.802959 	46.065170 	51.613953 	29.614185 	69.771057 	29.427877 	22.135944 	27.073973 	64.070274 	18.027756 	54.589375 	57.201397 	67.742157 	17.000000 	17.720045 	21.540659 	57.245087 	21.470911 	108.466583 	44.922153 	62.649822 	21.931713 	118.697090 	60.008331 	27.073973 	48.052055 	71.589104 	61.465439 	67.542580 	58.189346 	41.012192 	42.047592 	74.242844 	75.239616 	36.249138 	68.154236 	62.801273 	54.037025 	61.131008 	59.008472 	74.525162 	76.000000 	
50.606323 	14.764823 	51.662365 	107.912003 	57.280014 	104.043259 	7.211102 	15.811388 	999.000000 	10.770329 	92.021736 	40.804413 	109.018349 	66.068146 	28.231188 	101.414986 	117.413795 	15.264338 	41.182522 	41.785164 	32.202484 	68.410522 	94.762863 	18.601076 	122.413231 	43.081318 	32.649654 	19.416489 	12.806249 	41.629318 	72.801102 	26.925823 	114.214706 	34.985710 	85.276024 	76.609398 	61.773781 	35.805027 	44.598206 	54.129475 	44.271889 	13.416408 	41.484936 	79.881165 	16.643316 	70.327805 	41.400482 	51.971146 	21.840330 	19.697716 	33.015148 	72.945183 	32.015621 	123.842644 	60.166435 	78.390053 	29.614185 	133.958954 	75.584389 	23.430750 	62.936478 	87.321243 	76.967529 	83.186539 	73.539108 	54.918121 	56.089214 	89.944427 	90.801979 	36.878178 	83.168503 	77.369247 	67.364677 	75.133217 	72.691124 	89.286057 	89.453896 	
41.677334 	23.194826 	42.201897 	99.362968 	47.634022 	95.189285 	6.324555 	5.830952 	10.770329 	999.000000 	82.462112 	51.546097 	99.864906 	55.901699 	39.000000 	92.005432 	108.452751 	25.942244 	30.528675 	52.554733 	42.953465 	58.137768 	85.041168 	29.154760 	113.441612 	53.851646 	43.382023 	9.000000 	22.803509 	52.392746 	62.481998 	16.278820 	104.809349 	45.650848 	75.073296 	66.219330 	51.107731 	46.324940 	33.837849 	64.884514 	33.526108 	16.492422 	30.805843 	69.404610 	13.601471 	59.682495 	51.865211 	62.649822 	14.866069 	14.422205 	23.194826 	62.265560 	22.561028 	114.214706 	49.396355 	67.742157 	21.470911 	124.470879 	64.845970 	22.561028 	52.201534 	76.661591 	66.211784 	72.470680 	62.769421 	44.407207 	45.541191 	79.259071 	80.056229 	33.286633 	72.422371 	66.708321 	57.078892 	64.629715 	62.289646 	78.587532 	79.158073 	
