Total assets = 570
Number of asset nodes = 33

Distance:
999.000000 	43.416588 	5.000000 	6.403124 	35.777088 	9.433981 	44.294468 	5.830952 	116.361504 	21.931713 	11.401754 	40.000000 	68.942001 	66.211784 	126.491104 	100.498756 	124.036285 	63.505905 	41.629318 	48.301140 	69.354164 	99.005051 	67.082039 	101.862656 	64.412735 	122.004097 	44.384682 	41.868843 	33.955853 	96.176918 	124.201447 	49.244289 	117.923706 	44.687805 	106.103722 	33.541019 	61.911228 	101.118744 	43.011627 	43.965897 	46.486557 	47.759815 	96.332756 	104.661362 	
43.416588 	999.000000 	43.840622 	43.863426 	11.180340 	41.231056 	7.810250 	43.046486 	78.160095 	21.954498 	32.449963 	83.408630 	111.507851 	108.908218 	85.866173 	58.008621 	83.186539 	106.329674 	10.770329 	10.295630 	112.004463 	56.222771 	109.931801 	59.203041 	107.377838 	80.622574 	12.206555 	85.276024 	19.026299 	53.150730 	82.855293 	13.038404 	76.006577 	88.090858 	63.411354 	21.023796 	105.118980 	58.137768 	15.652476 	16.124516 	15.620500 	15.556349 	53.037724 	61.619801 	
5.000000 	43.840622 	999.000000 	1.414214 	35.227829 	5.099020 	43.829212 	10.816654 	118.511604 	23.323807 	13.601471 	40.311287 	70.228203 	67.416618 	128.160049 	101.533249 	125.642349 	64.621979 	40.816662 	47.707443 	70.576202 	99.904953 	68.154236 	102.825096 	65.391129 	123.458496 	43.416588 	41.880783 	32.310989 	96.938126 	125.670204 	48.373547 	119.201508 	44.654228 	107.056061 	31.622776 	62.609905 	101.911728 	41.629318 	42.544094 	45.188496 	46.518814 	96.876213 	105.418213 	
6.403124 	43.863426 	1.414214 	999.000000 	35.000000 	4.000000 	43.600460 	12.206555 	118.966385 	23.706539 	14.317822 	40.706264 	70.837845 	68.007355 	128.471786 	101.671036 	125.936493 	65.192024 	40.496914 	47.434166 	71.168816 	100.004997 	68.709534 	102.941734 	65.924202 	123.709335 	43.046486 	42.190044 	31.780497 	97.000000 	125.924583 	48.020828 	119.402679 	44.944408 	107.168091 	31.016125 	63.071388 	101.980392 	41.146080 	42.047592 	44.721359 	46.065170 	96.876213 	105.475113 	
35.777088 	11.180340 	35.227829 	35.000000 	999.000000 	31.890438 	8.602325 	36.687874 	89.286057 	17.000000 	25.961510 	75.471848 	104.694794 	101.980392 	96.664368 	68.264191 	93.941475 	99.282425 	6.082763 	12.529964 	105.118980 	66.287254 	102.859123 	69.339745 	100.184830 	91.241440 	9.055386 	77.103828 	8.062258 	63.007935 	93.477272 	13.601471 	86.452301 	79.881165 	73.498299 	10.049875 	97.616600 	68.007355 	9.486833 	10.440307 	12.041595 	13.000000 	62.481998 	71.400284 	
9.433981 	41.231056 	5.099020 	4.000000 	31.890438 	999.000000 	40.459858 	14.866069 	117.273186 	22.135944 	14.035668 	44.283180 	74.632431 	71.784401 	126.400162 	99.201813 	123.822456 	68.949257 	37.202152 	44.204071 	74.946648 	97.452553 	72.449982 	100.424103 	69.641945 	121.490738 	39.661064 	45.650848 	28.178005 	94.366310 	123.713379 	44.654228 	117.068359 	48.373547 	104.637466 	27.313000 	66.708321 	99.357941 	37.589893 	38.470768 	41.182522 	42.544094 	94.111633 	102.825096 	
44.294468 	7.810250 	43.829212 	43.600460 	8.602325 	40.459858 	999.000000 	44.944408 	82.764725 	24.515301 	34.176014 	84.059502 	113.159180 	110.462662 	89.319649 	60.415230 	86.539009 	107.782188 	4.123106 	4.123106 	113.595772 	58.309521 	111.364265 	61.400326 	108.706024 	83.671982 	4.472136 	85.702972 	14.317822 	54.918121 	85.906929 	6.082763 	78.714676 	88.481636 	65.513359 	16.155495 	106.174385 	59.908264 	8.246211 	8.544003 	7.810250 	7.810250 	54.203320 	63.245552 	
5.830952 	43.046486 	10.816654 	12.206555 	36.687874 	14.866069 	44.944408 	999.000000 	113.534134 	21.095022 	10.770329 	41.012192 	68.476273 	65.863495 	124.201447 	99.005051 	121.823647 	63.285069 	42.720020 	49.040798 	68.963760 	97.672920 	66.887962 	100.448990 	64.350601 	119.970833 	45.607018 	43.185646 	36.124783 	95.015785 	122.147453 	50.289165 	116.103401 	46.010868 	104.690018 	36.013885 	62.201286 	99.904953 	44.721359 	45.705578 	48.052055 	49.244289 	95.425362 	103.479469 	
116.361504 	78.160095 	118.511604 	118.966385 	89.286057 	117.273186 	82.764725 	113.534134 	999.000000 	95.273293 	105.118980 	153.687988 	176.241318 	174.229736 	16.124516 	30.463093 	16.031219 	172.246918 	86.884979 	81.049370 	176.980225 	33.615471 	175.727066 	31.304953 	173.761337 	18.681541 	86.313385 	156.156967 	96.772926 	37.336308 	19.235384 	82.734512 	21.954498 	158.937088 	30.232433 	98.716766 	172.733902 	34.885529 	90.255196 	90.094398 	87.823685 	86.700638 	41.231056 	34.669872 	
21.931713 	21.954498 	23.323807 	23.706539 	17.000000 	22.135944 	24.515301 	21.095022 	95.273293 	999.000000 	10.630146 	61.717098 	89.554451 	86.954010 	104.847511 	78.568443 	102.342560 	84.380089 	23.021729 	28.635643 	90.049988 	77.077881 	87.982956 	79.931221 	85.440041 	100.209778 	26.019224 	63.702435 	19.697716 	74.276512 	102.415817 	30.265491 	96.046867 	66.528191 	84.172440 	20.591261 	83.234612 	79.208588 	26.172504 	27.166155 	29.017237 	30.000000 	74.518456 	82.758682 	
