Total assets = 620
Number of asset nodes = 33

Distance:
999.000000 	73.824112 	36.055511 	17.464249 	25.942244 	20.223749 	33.120991 	69.310890 	84.646324 	40.162170 	63.411354 	89.643738 	71.840103 	25.179358 	45.793011 	70.936592 	24.166092 	65.764732 	55.901699 	48.703182 	29.529646 	30.016663 	42.201897 	30.000000 	82.134033 	35.355339 	32.756680 	48.373547 	40.607880 	52.952808 	37.336308 	101.823380 	58.694122 	52.009613 	64.536812 	66.753281 	59.841457 	55.542778 	70.178345 	75.690155 	
73.824112 	999.000000 	45.276924 	90.801979 	99.764725 	93.107468 	106.943909 	22.671568 	18.027756 	52.086468 	30.016663 	21.587032 	142.762039 	95.519630 	119.570061 	142.274384 	90.520714 	138.220840 	42.720020 	50.219517 	79.511009 	80.504662 	115.156418 	83.725746 	153.674988 	104.403069 	94.725922 	60.415230 	72.173401 	57.567352 	102.391403 	37.656342 	60.539242 	68.154236 	58.180752 	63.134777 	78.746429 	88.459030 	78.262383 	93.107468 	
36.055511 	45.276924 	999.000000 	50.249378 	60.108234 	51.855568 	67.208633 	34.409302 	51.429562 	10.630146 	27.586229 	56.356010 	107.800743 	52.478565 	79.981247 	106.826965 	46.518814 	101.316338 	20.615528 	16.492422 	34.234486 	35.227829 	72.945183 	38.470768 	117.923706 	60.415230 	49.729267 	22.803509 	28.792360 	24.166092 	57.567352 	66.843102 	30.083218 	30.413813 	33.541019 	37.363083 	41.725292 	46.957428 	47.169907 	58.728188 	
17.464249 	90.801979 	50.249378 	999.000000 	10.000000 	3.162278 	16.970562 	84.504440 	100.687637 	51.613953 	77.794601 	105.683487 	59.059292 	10.630146 	29.732138 	57.801384 	14.866069 	51.613953 	68.410522 	59.908264 	30.149628 	30.066593 	24.738634 	28.017851 	68.505478 	20.124611 	23.706539 	56.859474 	45.122055 	62.169125 	24.758837 	117.034180 	67.230942 	58.240879 	73.824112 	75.026665 	63.387695 	55.226807 	74.966660 	77.058418 	
25.942244 	99.764725 	60.108234 	10.000000 	999.000000 	9.486833 	7.211102 	94.260277 	110.208893 	61.611687 	87.681244 	115.208504 	49.193497 	15.132746 	20.000000 	47.885281 	22.022715 	41.617306 	78.409180 	69.892776 	39.051247 	38.832977 	18.110771 	36.345562 	58.523499 	20.808653 	29.427877 	66.640831 	54.405884 	72.006943 	27.730848 	126.810883 	76.967529 	67.675697 	83.630135 	84.693565 	72.180328 	63.007935 	83.952370 	85.052925 	
20.223749 	93.107468 	51.855568 	3.162278 	9.486833 	999.000000 	15.811388 	86.214851 	102.625534 	52.630791 	79.309517 	107.615051 	58.600342 	7.810250 	28.319605 	57.245087 	13.152946 	50.774010 	69.526970 	60.802959 	29.614185 	29.427877 	22.135944 	27.073973 	67.742157 	17.000000 	21.540659 	57.245087 	44.922153 	62.649822 	21.931713 	118.697090 	67.542580 	58.189346 	74.242844 	75.239616 	62.801273 	54.037025 	74.525162 	76.000000 	
33.120991 	106.943909 	67.208633 	16.970562 	7.211102 	15.811388 	999.000000 	101.414986 	117.413795 	68.410522 	94.762863 	122.413231 	43.081318 	19.416489 	12.806249 	41.629318 	26.925823 	34.985710 	85.276024 	76.609398 	44.598206 	44.271889 	13.416408 	41.484936 	51.971146 	21.840330 	33.015148 	72.945183 	60.166435 	78.390053 	29.614185 	133.958954 	83.186539 	73.539108 	89.944427 	90.801979 	77.369247 	67.364677 	89.286057 	89.453896 	
69.310890 	22.671568 	34.409302 	84.504440 	94.260277 	86.214851 	101.414986 	999.000000 	18.248287 	37.000000 	9.000000 	22.803509 	141.014191 	86.821655 	114.214706 	140.185593 	80.622574 	135.059250 	23.000000 	32.249031 	66.483078 	67.416618 	107.335922 	70.936592 	151.426544 	94.413979 	82.855293 	42.047592 	55.901699 	38.052597 	90.873535 	32.557640 	39.812057 	49.040798 	36.400551 	41.231056 	58.694122 	70.007141 	56.648037 	71.784401 	
84.646324 	18.027756 	51.429562 	100.687637 	110.208893 	102.625534 	117.413795 	18.248287 	999.000000 	55.081757 	27.166155 	5.000000 	155.569916 	103.831596 	130.207520 	154.896744 	97.943863 	150.233154 	41.109608 	50.487621 	84.433403 	85.381500 	124.169243 	88.865067 	166.243790 	111.825760 	100.657837 	60.207973 	74.148499 	56.008926 	108.632408 	19.924858 	57.218880 	67.007462 	52.952808 	57.489128 	76.236473 	88.022728 	73.006851 	88.294960 	
40.162170 	52.086468 	10.630146 	51.613953 	61.611687 	52.630791 	68.410522 	37.000000 	55.081757 	999.000000 	28.635643 	59.774578 	110.453613 	51.662365 	80.919716 	109.293182 	44.821869 	103.227905 	16.970562 	8.544003 	29.546574 	30.463093 	72.249565 	34.014702 	120.104118 	58.249462 	46.065170 	12.206555 	20.099751 	14.317822 	54.120235 	68.095520 	20.396078 	19.798990 	25.019993 	28.160255 	31.144823 	37.336308 	36.715118 	48.104053 	
