70	70
107	77
109	139
120	22
48	47
116	22
12	138
86	40
121	124
61	57
40	113
129	24
12	84
44	116
102	52
41	36
132	133
104	139
104	54
22	104
46	133
138	78
16	92
18	104
66	82
107	25
139	73
101	0
90	14
20	69
64	132
115	82
54	106
30	21
63	129
82	100
108	30
37	73
50	112
47	83
92	138
81	36
115	124
13	48
113	35
60	84
44	58
8	87
116	105
117	4
140	42
139	68
58	95
103	119
32	52
89	39
54	41
39	100
5	99
67	96
73	96
112	13
55	127
103	44
97	12
16	62
140	36
90	44
113	32
104	73
36	38
15	4
54	33
70	94
35	90
88	29
109	131
10	111
138	105
113	45
92	22
85	75
10	86
51	92
46	112
12	48
137	7
79	80
69	116
28	62
50	106
83	38
120	102
65	0
4	71
19	120
18	70
58	80
49	140
69	115
36	124
84	88
17	138
103	82
38	122
70	83
29	60
61	34
54	78
83	12
34	72
80	103
78	111
116	83
29	94
137	137
110	28
116	13
59	115
71	70
120	60
85	111
121	123
137	84
103	86
30	57
139	72
2	106
64	138
23	39
126	23
138	24
78	63
98	4
103	77
58	11
26	130
104	32
55	102
137	101
65	80
26	50
56	139
119	73
9	19
82	103
107	102
60	23
123	84
79	72
99	34
27	46
64	115
32	6
86	80
81	57
135	65
66	40
120	47
37	125
120	14
114	109
137	127
37	138
36	54
109	78
34	20
39	13
137	96
110	99
136	123
133	130
120	52
33	117
37	79
60	54
125	68
13	129
20	106
15	9
106	10
100	99
89	24
67	120
42	29
117	92
15	18
139	110
44	36
8	138
33	0
4	44
97	115
23	19
56	129
105	2
66	91
93	61
27	104
69	6
95	135
