UB = 929
M = 70

Distance:
999.000000 	29.274563 	4.472136 	75.286118 	129.034882 	34.058773 	123.713379 	126.479248 	123.490891 	67.067131 	26.076809 	133.060135 	11.180340 	104.278473 	36.878178 	34.058773 	143.533966 	44.045429 	30.805843 	97.498718 	17.029387 	127.094452 	76.687675 	132.075729 	140.089264 	54.083271 	117.630775 	98.979797 	34.176014 	81.394104 	26.627054 	37.000000 	60.008331 	23.600847 	145.340973 	46.572525 	89.627007 	123.065025 	69.028976 	129.247818 	63.285069 	33.970577 	66.610809 	140.003571 	66.753281 	101.788994 	100.448990 	71.449280 	140.431473 	105.118980 	67.896980 	95.524864 	82.024384 	77.233414 	70.035706 	71.847061 	103.097038 	72.006943 	78.409180 	86.023254 	101.597244 	107.200745 	36.674240 	104.580116 	166.412140 	108.903625 	
29.274563 	999.000000 	28.160255 	46.615448 	104.004807 	7.810250 	97.948967 	100.767059 	97.452553 	38.948685 	3.605551 	108.931168 	21.023796 	76.661591 	8.062258 	5.385165 	119.553337 	16.155495 	11.045361 	69.318108 	21.931713 	101.044548 	47.539455 	106.042442 	114.769333 	25.961510 	90.210861 	70.384659 	16.278820 	52.172791 	20.248457 	17.088007 	31.400637 	27.459061 	119.854080 	22.627417 	60.415230 	95.383438 	40.447498 	101.872467 	35.440090 	29.614185 	39.217342 	112.898186 	39.560081 	72.567207 	71.196907 	43.680660 	113.207771 	75.927597 	40.853397 	66.272163 	53.338543 	49.030602 	43.081318 	44.598206 	73.824112 	44.944408 	50.447994 	57.314919 	72.339478 	77.929459 	45.650848 	75.325958 	140.719574 	79.630394 	
4.472136 	28.160255 	999.000000 	74.672615 	129.807556 	32.062439 	124.277916 	127.062973 	123.975807 	66.708321 	24.738634 	134.063416 	8.062258 	104.201729 	36.055511 	32.557640 	144.589066 	42.047592 	28.160255 	97.169952 	13.038404 	127.581345 	75.690155 	132.574509 	140.801285 	52.009613 	117.647781 	98.432716 	31.048349 	80.280754 	22.825424 	33.955853 	58.077534 	19.209373 	146.013702 	43.737854 	88.526833 	122.983742 	67.029846 	129.294235 	61.032780 	29.698484 	64.195015 	140.160629 	64.280632 	100.662804 	99.247169 	69.115845 	140.545364 	104.048065 	65.375839 	94.047859 	80.024994 	75.026665 	67.475922 	69.354164 	101.788994 	69.462219 	76.105194 	84.023804 	100.129913 	105.905617 	32.388271 	103.097038 	167.047897 	107.517441 	
75.286118 	46.615448 	74.672615 	999.000000 	62.433964 	44.944408 	55.217751 	58.008621 	54.203320 	9.055386 	50.159744 	68.883957 	67.623962 	31.144823 	38.626415 	42.941822 	79.259071 	36.878178 	51.039200 	23.021729 	67.601776 	57.628117 	6.708204 	62.481998 	72.201111 	30.805843 	44.687805 	23.769728 	52.497620 	10.630146 	62.201286 	50.249378 	25.942244 	71.028160 	76.837494 	43.416588 	16.763054 	49.406479 	24.186773 	56.222771 	29.410883 	67.896980 	31.575306 	67.475922 	32.557640 	28.160255 	27.459061 	30.016663 	67.623962 	31.016125 	33.376640 	25.942244 	26.000000 	28.442924 	34.132095 	33.015148 	30.805843 	34.014702 	30.594116 	27.784887 	31.016125 	34.525352 	87.114868 	33.837849 	96.938126 	36.878178 	
129.034882 	104.004807 	129.807556 	62.433964 	999.000000 	104.737770 	8.062258 	6.082763 	10.000000 	66.843102 	107.563934 	8.062258 	124.197426 	33.526108 	96.176918 	101.833199 	17.088007 	98.234413 	111.126053 	42.379242 	125.936493 	8.544003 	66.189125 	8.602325 	11.180340 	93.193344 	24.020824 	45.354160 	113.569359 	65.000000 	122.429573 	111.664673 	88.323273 	130.831955 	16.552946 	105.683487 	60.440052 	25.000000 	85.000000 	21.095022 	91.241440 	129.321304 	92.612091 	21.470911 	93.520050 	56.222771 	58.309521 	89.693924 	22.825424 	54.037025 	94.021271 	65.764732 	80.361679 	85.702972 	94.154129 	92.477028 	60.074955 	93.407707 	87.281158 	79.309517 	64.124878 	59.008472 	148.070923 	64.007812 	37.589893 	61.073727 	
34.058773 	7.810250 	32.062439 	44.944408 	104.737770 	999.000000 	98.290382 	101.118744 	97.621719 	38.288380 	8.944272 	110.113579 	24.186773 	75.802376 	10.198039 	4.000000 	120.739388 	10.000000 	6.403124 	67.955872 	22.847319 	101.178062 	44.777225 	106.150833 	115.260574 	20.024984 	89.403580 	68.476273 	10.198039 	49.040798 	17.691807 	10.049875 	26.019224 	26.248810 	120.216469 	14.866069 	57.245087 	94.302704 	35.000000 	101.019798 	29.274563 	25.495098 	32.756680 	112.200714 	32.984844 	69.260376 	67.720009 	37.483330 	112.414413 	72.732384 	34.205261 	62.169125 	48.000000 	43.185646 	36.400551 	38.078865 	70.092796 	38.327538 	44.407207 	52.000000 	68.249542 	74.215904 	43.416588 	71.196907 	140.858078 	75.709976 	
123.713379 	97.948967 	124.277916 	55.217751 	8.062258 	98.290382 	999.000000 	2.828427 	2.236068 	60.141499 	101.533249 	16.000000 	118.406082 	25.632011 	90.027771 	95.524864 	25.000000 	91.438507 	104.651802 	34.539833 	119.854080 	4.000000 	58.668560 	8.544003 	17.029387 	86.023254 	16.124516 	37.363083 	106.887794 	57.271286 	115.965515 	104.890419 	80.993828 	124.482933 	21.931713 	98.600204 	52.497620 	17.888544 	77.369247 	15.620500 	83.725746 	122.576508 	84.970581 	20.099751 	85.866173 	48.166378 	50.249378 	81.939003 	21.213203 	46.010868 	86.330757 	57.706154 	72.422371 	77.833153 	86.406021 	84.693565 	52.038448 	85.615417 	79.378838 	71.309189 	56.080299 	51.039200 	141.484985 	56.000000 	42.801868 	53.150730 	
126.479248 	100.767059 	127.062973 	58.008621 	6.082763 	101.118744 	2.828427 	999.000000 	4.123106 	62.968246 	104.350372 	14.142136 	121.210564 	28.231188 	92.849342 	98.351410 	22.561028 	94.260277 	107.480232 	37.161808 	122.674362 	2.828427 	61.400326 	6.082763 	14.212670 	88.814415 	18.000000 	39.849716 	109.713264 	59.933296 	118.793938 	107.712578 	83.761566 	127.310646 	19.104973 	101.400200 	55.027267 	18.973665 	80.062477 	15.620500 	86.452301 	125.399361 	87.658424 	18.439089 	88.549423 	50.358715 	52.469040 	84.581322 	19.646883 	48.093658 	89.000000 	60.016663 	74.946648 	80.411446 	89.050545 	87.321243 	54.147945 	88.238312 	81.932899 	73.763138 	58.215118 	53.000000 	144.312164 	58.034473 	40.000000 	55.036350 	
123.490891 	97.452553 	123.975807 	54.203320 	10.000000 	97.621719 	2.236068 	4.123106 	999.000000 	59.396969 	101.044548 	18.027756 	118.004234 	24.166092 	89.498604 	94.921021 	26.683329 	90.609047 	103.966339 	33.105892 	119.331474 	3.605551 	57.454330 	8.602325 	18.027756 	85.000000 	14.035668 	35.735138 	106.103722 	55.901699 	115.277924 	104.062485 	79.881165 	123.842644 	22.671568 	97.616600 	50.921509 	15.652476 	76.059189 	13.601471 	82.492424 	121.753853 	83.648071 	19.000000 	84.534019 	46.270943 	48.373547 	80.529495 	20.024984 	44.045429 	84.970581 	55.901699 	70.837845 	76.321686 	85.000000 	83.258636 	50.089920 	84.172440 	77.833153 	69.641945 	54.147945 	49.010204 	140.730240 	54.009258 	43.278172 	51.088158 	
67.067131 	38.948685 	66.708321 	9.055386 	66.843102 	38.288380 	60.141499 	62.968246 	59.396969 	999.000000 	42.544094 	72.670486 	59.941639 	37.735924 	30.886890 	35.805027 	83.234612 	31.400637 	44.598206 	30.463093 	60.464867 	62.936478 	13.892444 	67.896980 	77.155685 	27.513634 	51.312767 	32.015621 	46.754681 	18.788294 	55.901699 	44.821869 	24.186773 	64.536812 	82.036575 	39.357338 	25.709921 	56.435802 	25.709921 	62.968246 	29.000000 	62.481998 	32.140316 	74.060783 	33.136082 	37.215588 	36.496574 	32.015621 	74.330345 	40.049969 	34.234486 	34.539833 	31.400637 	32.202484 	35.510563 	34.928497 	39.812057 	35.902645 	34.438351 	33.970577 	39.849716 	43.566040 	81.344948 	42.720020 	102.591423 	45.891174 	
