Total assets = 620
Number of asset nodes = 33

Distance:
999.000000 	17.691807 	18.027756 	13.892444 	7.000000 	49.819675 	16.763054 	51.865211 	19.235384 	22.847319 	54.230988 	62.177166 	24.166092 	11.180340 	52.009613 	61.294373 	55.172459 	61.717098 	42.638012 	58.008621 	15.033297 	33.615471 	16.031219 	57.008770 	48.104053 	23.769728 	35.846897 	57.628117 	32.202484 	30.463093 	41.868843 	65.115280 	85.146935 	84.314888 	39.446167 	70.455658 	32.893768 	31.016125 	26.076809 	44.777225 	46.647614 	81.055534 	42.047592 	30.413813 	38.626415 	
17.691807 	999.000000 	2.828427 	31.240999 	23.021729 	67.475922 	33.286633 	68.447060 	6.403124 	39.962482 	71.119621 	45.880280 	9.219544 	25.495098 	69.656296 	78.816238 	37.536648 	44.204071 	25.000000 	75.604233 	30.413813 	16.763054 	31.304953 	74.652527 	65.795135 	40.496914 	18.973665 	75.286118 	16.124516 	15.000000 	59.464275 	47.507893 	68.095520 	67.230942 	22.472204 	88.005684 	18.027756 	47.507893 	16.401220 	27.856777 	29.546574 	63.600315 	25.709921 	18.384777 	23.086792 	
18.027756 	2.828427 	999.000000 	31.112698 	22.671568 	67.801178 	32.802441 	69.462219 	9.219544 	40.706264 	72.013885 	47.127487 	7.000000 	24.698177 	70.000000 	79.322128 	37.802116 	44.654228 	24.758837 	76.026314 	29.681644 	15.652476 	30.528675 	75.000000 	65.946945 	40.000000 	17.888544 	75.604233 	14.560220 	13.152946 	59.396969 	47.801674 	68.883957 	68.000000 	21.470911 	88.481636 	16.031219 	46.872166 	13.601471 	26.832815 	28.653097 	64.070274 	24.351591 	15.811388 	21.377558 	
13.892444 	31.240999 	31.112698 	999.000000 	8.602325 	37.215588 	4.472136 	42.296574 	33.120991 	14.317822 	43.931767 	76.059189 	36.400551 	9.055386 	39.446167 	49.193497 	68.767723 	75.432091 	55.865910 	45.650848 	6.708204 	46.227695 	7.211102 	44.418465 	35.000000 	10.198039 	48.414875 	44.944408 	44.407207 	42.438190 	28.284271 	78.746429 	99.020203 	98.183502 	52.009613 	58.180752 	44.418465 	17.464249 	35.846897 	57.201397 	59.203041 	94.810333 	54.083271 	40.718548 	50.249378 	
7.000000 	23.021729 	22.671568 	8.602325 	999.000000 	45.793011 	10.295630 	50.009998 	25.632011 	21.095022 	51.923019 	68.447060 	27.802877 	4.472136 	48.020828 	57.706154 	60.440052 	67.201187 	47.381432 	54.203320 	8.062258 	37.643059 	9.055386 	53.000000 	43.600460 	17.492855 	39.824615 	53.535034 	35.805027 	33.837849 	36.796738 	70.434364 	91.065910 	90.210861 	43.416588 	66.730804 	35.846897 	24.596748 	27.513634 	48.600410 	50.606323 	86.608315 	45.486263 	32.310989 	41.677334 	
49.819675 	67.475922 	67.801178 	37.215588 	45.793011 	999.000000 	37.161808 	17.204651 	67.882248 	28.425341 	14.866069 	109.635757 	73.498299 	45.617977 	2.236068 	12.369317 	104.737770 	111.018013 	92.455391 	8.544003 	41.231056 	83.234612 	40.853397 	7.211102 	4.472136 	31.320919 	85.445892 	7.810250 	81.541397 	79.611557 	12.041595 	114.586212 	133.416641 	132.653687 	89.050545 	21.023796 	81.633324 	28.071337 	72.897186 	94.302704 	96.260063 	130.138382 	91.268837 	77.826729 	87.464279 	
16.763054 	33.286633 	32.802441 	4.472136 	10.295630 	37.161808 	999.000000 	44.011364 	35.846897 	17.464249 	45.276924 	78.721024 	37.483330 	8.602325 	39.395432 	49.396355 	70.604530 	77.420929 	57.384666 	45.694637 	4.123106 	47.381432 	4.000000 	44.283180 	34.481880 	7.211102 	49.517673 	44.721359 	45.343136 	43.278172 	27.202942 	80.603973 	101.355812 	100.498756 	53.075417 	58.180752 	45.000000 	14.317822 	35.846897 	58.137768 	60.207973 	96.834908 	54.817879 	40.816662 	50.803543 	
51.865211 	68.447060 	69.462219 	42.296574 	50.009998 	17.204651 	44.011364 	999.000000 	67.230942 	29.120440 	4.123106 	106.150833 	75.960518 	51.351727 	17.000000 	17.117243 	104.009613 	109.622078 	93.059120 	17.117243 	48.041649 	85.088188 	48.010414 	18.439089 	21.260292 	40.311287 	87.321243 	19.416489 	83.934502 	82.280006 	26.627054 	113.463654 	130.230560 	129.556931 	90.873535 	24.698177 	84.758484 	39.849716 	77.369247 	96.254868 	97.989792 	128.062485 	93.776329 	82.006096 	90.476517 	
19.235384 	6.403124 	9.219544 	33.120991 	25.632011 	67.882248 	35.846897 	67.230942 	999.000000 	39.698868 	70.178345 	42.941822 	14.764823 	28.861740 	70.007141 	78.746429 	37.013512 	43.139309 	26.000000 	75.742989 	33.526108 	20.000000 	34.481880 	74.966660 	66.603302 	42.953465 	22.022715 	75.663727 	20.223749 	19.646883 	60.802959 	46.754681 	66.030296 	65.215027 	25.179358 	87.965904 	22.803509 	50.159744 	22.671568 	30.413813 	31.780497 	62.289646 	29.017237 	24.186773 	27.166155 	
22.847319 	39.962482 	40.706264 	14.317822 	21.095022 	28.425341 	17.464249 	29.120440 	39.698868 	999.000000 	31.384710 	81.215759 	47.010635 	23.086792 	30.479502 	39.051247 	76.694199 	82.807007 	64.899925 	36.069378 	20.880613 	56.356010 	21.189621 	35.383614 	27.784887 	17.691807 	58.591808 	36.124783 	55.036350 	53.310413 	23.769728 	86.452301 	104.995239 	104.235313 	62.177166 	48.270073 	55.713554 	22.360680 	48.270073 	67.535179 	69.354164 	101.823380 	64.884514 	52.886673 	61.465439 	
54.230988 	71.119621 	72.013885 	43.931767 	51.923019 	14.866069 	45.276924 	4.123106 	70.178345 	31.384710 	999.000000 	109.622078 	78.390053 	52.952808 	14.212670 	13.038404 	107.074738 	112.800713 	95.880135 	13.341664 	49.365982 	87.664131 	49.254440 	14.866069 	19.209373 	41.012192 	89.899948 	15.811388 	86.406021 	84.693565 	25.495098 	116.606178 	133.689941 	133.003754 	93.471924 	20.615528 	87.091904 	39.812057 	79.404030 	98.843307 	100.623062 	131.365906 	96.254868 	84.118965 	92.849342 	
62.177166 	45.880280 	47.127487 	76.059189 	68.447060 	109.635757 	78.721024 	106.150833 	42.941822 	81.215759 	109.622078 	999.000000 	45.541191 	71.309189 	111.664673 	119.670380 	17.492855 	13.601471 	28.284271 	117.034180 	76.157730 	38.000000 	77.077881 	116.516090 	108.811768 	85.866173 	37.054016 	117.290237 	41.000000 	43.011627 	103.464973 	16.552946 	24.083189 	23.430750 	35.355339 	128.817703 	44.045429 	93.037628 	53.084839 	34.481880 	32.893768 	23.409399 	38.078865 	50.009998 	41.593269 	
24.166092 	9.219544 	7.000000 	36.400551 	27.802877 	73.498299 	37.483330 	75.960518 	14.764823 	47.010635 	78.390053 	45.541191 	999.000000 	29.000000 	75.716576 	85.234970 	34.000000 	41.146080 	20.248457 	81.835197 	33.970577 	9.899495 	34.713108 	80.709358 	71.400284 	44.553337 	12.041595 	81.271149 	8.062258 	6.324555 	64.536812 	43.908997 	65.924202 	65.000000 	15.620500 	94.339813 	9.055386 	51.088158 	8.944272 	20.808653 	22.803509 	60.415230 	17.888544 	9.433981 	14.560220 	
