Total assets = 640
Number of asset nodes = 34

Distance:
999.000000 	45.880280 	42.953465 	89.005615 	7.071068 	32.015621 	143.753265 	76.216797 	79.711983 	92.200867 	21.954498 	37.696156 	84.905830 	107.004669 	103.812332 	41.012192 	108.784187 	51.351727 	149.402145 	158.391922 	102.859123 	106.004715 	91.547798 	51.088158 	93.776329 	17.720045 	64.938431 	47.010635 	99.538940 	25.806976 	53.009434 	116.275536 	67.364677 	43.931767 	54.083271 	48.507732 	58.008621 	77.103828 	75.953934 	44.643028 	49.335587 	116.709038 	61.188232 	67.475922 	79.000000 	73.334846 	76.164299 	64.845970 	80.081207 	
45.880280 	999.000000 	4.472136 	44.821869 	49.244289 	16.970562 	104.201729 	30.463093 	34.014702 	51.613953 	25.079872 	9.055386 	42.520584 	66.219330 	62.481998 	12.369317 	64.815125 	9.899495 	109.808922 	120.104118 	58.249462 	61.611687 	46.065170 	12.206555 	48.301140 	57.454330 	20.099751 	14.317822 	54.120235 	68.095520 	16.643316 	71.561165 	23.769728 	22.022715 	18.867962 	20.396078 	19.798990 	32.000000 	31.016125 	25.019993 	28.160255 	70.936592 	29.681644 	31.144823 	37.336308 	35.227829 	36.715118 	36.715118 	48.104053 	
42.953465 	4.472136 	999.000000 	48.918301 	45.880280 	12.806249 	108.600182 	34.000000 	37.589893 	56.035702 	23.086792 	8.602325 	46.861500 	70.604530 	66.843102 	8.062258 	68.883957 	9.486833 	114.201576 	124.535133 	62.201286 	65.604881 	49.739319 	10.816654 	51.971146 	53.712196 	22.090721 	11.180340 	57.801384 	64.412735 	14.866069 	75.451973 	25.079872 	18.027756 	16.970562 	17.088007 	18.867962 	34.234486 	33.136082 	21.023796 	24.515301 	74.323616 	27.658634 	30.232433 	38.078865 	34.885529 	36.769554 	34.409302 	46.754681 	
89.005615 	44.821869 	48.918301 	999.000000 	93.295227 	61.717098 	61.717098 	17.464249 	14.560220 	14.866069 	67.082039 	51.623638 	8.062258 	24.738634 	20.615528 	55.172459 	20.000000 	44.821869 	67.119293 	78.294319 	13.928389 	17.000000 	9.219544 	47.201694 	10.000000 	102.078400 	33.541019 	52.801514 	13.341664 	112.605507 	49.396355 	27.313000 	36.055511 	61.611687 	50.606323 	57.140179 	46.957428 	28.160255 	29.274563 	64.070274 	64.498062 	31.064449 	56.302753 	50.447994 	41.000000 	48.373547 	46.097721 	62.361847 	63.031738 	
7.071068 	49.244289 	45.880280 	93.295227 	999.000000 	33.955853 	149.241409 	79.705711 	83.258636 	97.308784 	26.907248 	41.677334 	89.627007 	112.160599 	108.853111 	42.755116 	113.207771 	53.600372 	154.896744 	164.103622 	107.042046 	110.276924 	95.273293 	52.952808 	97.508972 	10.770329 	67.446274 	48.373547 	103.315056 	19.798990 	54.332310 	120.440857 	69.426216 	44.045429 	55.145264 	49.000000 	59.304298 	79.555016 	78.339005 	44.283180 	48.662102 	120.154068 	61.204575 	68.007355 	80.305664 	74.000000 	77.025970 	64.132675 	79.429214 	
32.015621 	16.970562 	12.806249 	61.717098 	33.955853 	999.000000 	121.037186 	46.647614 	50.249378 	68.410522 	16.401220 	13.341664 	59.464275 	83.096329 	79.397736 	9.000000 	81.688431 	19.646883 	126.657021 	136.824707 	75.000000 	78.409180 	62.433964 	19.104973 	64.660652 	41.146080 	33.526108 	15.132746 	70.491135 	51.894123 	21.095022 	88.232651 	35.510563 	14.866069 	22.360680 	17.888544 	26.076809 	45.607018 	44.384682 	17.029387 	21.931713 	86.764046 	30.870699 	36.138622 	47.010635 	41.773197 	44.407207 	36.055511 	50.537113 	
143.753265 	104.201729 	108.600182 	61.717098 	149.241409 	121.037186 	999.000000 	79.158073 	76.059189 	52.630791 	122.347862 	109.123779 	61.854668 	38.013157 	41.880783 	115.676270 	44.643028 	106.000000 	5.656854 	16.763054 	52.201534 	48.764740 	65.787537 	108.558739 	64.195015 	159.100601 	95.257545 	114.057007 	59.908264 	169.035492 	111.018013 	44.102154 	97.575615 	122.967476 	112.294258 	118.701309 	108.673820 	88.600227 	89.888817 	125.538841 	126.178444 	57.078892 	117.783699 	111.427109 	100.000000 	108.466583 	105.650368 	123.490891 	121.753853 	
76.216797 	30.463093 	34.000000 	17.464249 	79.705711 	46.647614 	79.158073 	999.000000 	3.605551 	30.066593 	54.817879 	38.600517 	20.000000 	42.059483 	37.947330 	39.204590 	36.235340 	28.319605 	84.534019 	95.754898 	29.000000 	32.557640 	15.811388 	30.413813 	18.027756 	87.709747 	16.124516 	36.069378 	23.853722 	98.412399 	32.202484 	41.868843 	18.681541 	44.687805 	33.286633 	40.000000 	29.529646 	12.649111 	13.341664 	47.010635 	47.169907 	40.496914 	38.897301 	33.376640 	25.961510 	32.015621 	30.265491 	45.122055 	47.265209 	
79.711983 	34.014702 	37.589893 	14.560220 	83.258636 	50.249378 	76.059189 	3.605551 	999.000000 	28.017851 	58.240879 	42.059483 	18.248287 	39.293766 	35.171009 	42.801868 	32.802441 	31.890438 	81.394104 	92.703827 	25.495098 	29.068884 	12.206555 	33.941124 	14.422205 	91.301697 	19.416489 	39.597980 	20.248457 	102.000000 	35.608986 	38.288380 	21.540659 	48.166378 	36.619667 	43.416588 	32.756680 	14.035668 	15.000000 	50.447994 	50.477718 	37.000000 	41.785164 	35.902645 	27.294687 	34.058773 	32.015621 	47.801674 	49.040798 	
92.200867 	51.613953 	56.035702 	14.866069 	97.308784 	68.410522 	52.630791 	30.066593 	28.017851 	999.000000 	70.434364 	56.586216 	10.198039 	14.866069 	11.661903 	63.285069 	21.095022 	54.129475 	58.258045 	68.505478 	20.124611 	20.880613 	23.706539 	56.859474 	23.853722 	106.887794 	45.122055 	62.169125 	24.758837 	117.034180 	59.808025 	30.149628 	48.507732 	71.112587 	61.351448 	67.230942 	58.240879 	42.047592 	43.011627 	73.824112 	75.026665 	39.395432 	68.447060 	63.387695 	55.226807 	62.008064 	60.033325 	74.966660 	77.058418 	
