UB = 910
M = 90

Distance:
999.000000 	84.118965 	11.661903 	28.160255 	120.747673 	89.286057 	83.198555 	32.756680 	30.083218 	88.526833 	92.027168 	7.280110 	121.642921 	29.614185 	121.313644 	8.944272 	6.082763 	102.083298 	104.446159 	99.327744 	36.674240 	13.601471 	84.723076 	17.691807 	163.217651 	28.231188 	101.242287 	177.341476 	33.526108 	92.417534 	92.195442 	89.822044 	88.645363 	40.261642 	32.695564 	39.560081 	100.224747 	97.862144 	41.785164 	96.509064 	98.655968 	100.806747 	101.788994 	95.885345 	104.923782 	99.141312 	99.985001 	102.107788 	115.260574 	117.957619 	114.529472 	115.524887 	117.720009 	122.188377 	118.608597 	119.707977 	124.169243 	122.690666 	123.685081 	105.171288 	112.218536 	115.108643 	114.157784 	111.364265 	118.152443 	117.345642 	115.524887 	116.520386 	115.849037 	
84.118965 	999.000000 	76.967529 	59.539902 	39.597980 	6.324555 	7.071068 	58.249462 	61.294373 	7.810250 	8.062258 	88.391174 	40.311287 	60.207973 	42.011902 	85.906929 	81.492332 	25.632011 	28.792360 	15.297058 	55.000000 	85.422478 	9.486833 	78.390053 	87.200920 	65.459915 	17.262676 	104.623131 	60.000000 	11.180340 	11.661903 	11.313708 	11.401754 	54.561890 	63.411354 	55.973209 	18.681541 	17.464249 	57.982758 	17.492855 	18.788294 	20.248457 	21.189621 	19.849434 	23.769728 	21.095022 	22.472204 	23.706539 	35.171009 	38.600517 	37.161808 	38.078865 	39.217342 	41.976185 	40.496914 	41.109608 	43.931767 	43.965897 	44.922153 	40.607880 	45.967381 	46.754681 	46.690472 	46.754681 	49.678970 	50.931328 	50.931328 	51.623638 	53.150730 	
11.661903 	76.967529 	999.000000 	18.248287 	114.908661 	81.706795 	75.272835 	22.022715 	19.104973 	80.653580 	85.000000 	12.041595 	115.762688 	19.000000 	115.935326 	19.798990 	15.000000 	96.834908 	99.403221 	91.923882 	26.019224 	9.219544 	76.537575 	7.280110 	159.022018 	16.763054 	93.776329 	173.971268 	22.360680 	84.433403 	84.118965 	81.608826 	80.361679 	29.274563 	21.189621 	28.442924 	92.048897 	89.560036 	30.364452 	88.056801 	90.249657 	92.444580 	93.407707 	87.097649 	96.566040 	90.470993 	91.219513 	93.391647 	106.512909 	109.041275 	105.380264 	106.367287 	108.673820 	113.357841 	109.489723 	110.643570 	115.316956 	113.600174 	114.586212 	95.000000 	102.004898 	105.004761 	104.000000 	101.044548 	108.000000 	107.042046 	105.118980 	106.117859 	105.304321 	
28.160255 	59.539902 	18.248287 	999.000000 	98.229324 	63.976559 	57.384666 	5.656854 	5.099020 	62.769421 	67.601776 	30.265491 	99.045441 	3.162278 	99.639351 	33.837849 	28.460499 	80.808418 	83.546394 	74.249580 	8.944272 	26.000000 	58.523499 	18.867962 	143.586212 	8.246211 	76.059189 	159.289047 	8.062258 	66.483078 	66.128662 	63.568859 	62.297672 	13.038404 	10.198039 	12.806249 	74.000000 	71.470276 	16.278820 	69.921387 	72.124893 	74.330345 	75.286118 	68.883957 	78.447433 	72.277245 	73.006851 	75.186432 	88.294960 	90.801979 	87.132080 	88.119240 	90.426765 	95.126228 	91.241440 	92.395889 	97.082436 	95.351982 	96.337944 	77.058418 	84.095184 	87.022987 	86.052307 	83.216583 	90.049988 	89.202019 	87.367043 	88.362885 	87.692642 	
120.747673 	39.597980 	114.908661 	98.229324 	999.000000 	37.202152 	44.204071 	97.452553 	100.424103 	39.661064 	31.890438 	125.781555 	1.000000 	99.201813 	5.385165 	121.078484 	117.273186 	19.416489 	18.027756 	28.178005 	94.366310 	123.713379 	44.654228 	117.068359 	48.373547 	104.637466 	27.313000 	66.708321 	99.357941 	37.589893 	38.470768 	41.182522 	42.544094 	94.111633 	102.825096 	95.524864 	34.481880 	37.000000 	97.580734 	39.217342 	37.643059 	36.138622 	35.902645 	43.011627 	34.365681 	40.261642 	41.000000 	39.623226 	37.483330 	40.024994 	43.416588 	43.566040 	41.976185 	39.217342 	43.174065 	42.449970 	39.924931 	43.324360 	43.657761 	60.074955 	61.131008 	59.413803 	60.299255 	63.071388 	60.827625 	63.639610 	65.375839 	65.490456 	68.359344 	
89.286057 	6.324555 	81.706795 	63.976559 	37.202152 	999.000000 	7.071068 	62.265560 	65.368187 	3.000000 	6.082763 	93.300591 	37.802116 	64.412735 	40.311287 	91.411156 	86.884979 	26.172504 	29.274563 	10.295630 	58.830265 	89.961105 	7.615773 	82.734512 	85.440041 	69.462219 	12.083046 	103.353760 	63.812225 	5.000000 	5.656854 	6.324555 	7.071068 	58.008621 	67.119293 	59.405388 	12.369317 	11.180340 	61.073727 	11.401754 	12.529964 	13.928389 	14.866069 	14.212670 	17.464249 	15.000000 	16.401220 	17.492855 	28.861740 	32.280025 	30.870699 	31.780497 	32.893768 	35.693138 	34.176014 	34.785053 	37.656342 	37.643059 	38.600517 	35.510563 	40.459858 	41.012192 	41.036568 	41.400482 	43.863426 	45.276924 	45.453274 	46.097721 	47.801674 	
83.198555 	7.071068 	75.272835 	57.384666 	44.204071 	7.071068 	999.000000 	55.470715 	58.591808 	5.385165 	12.529964 	86.977005 	44.821869 	57.697487 	47.169907 	85.708809 	81.049370 	32.015621 	35.171009 	17.204651 	51.971146 	83.384651 	2.828427 	76.059189 	92.358002 	62.649822 	18.867962 	110.145355 	56.938564 	9.219544 	9.055386 	7.071068 	6.324555 	51.039200 	60.207973 	52.430908 	17.117243 	15.000000 	54.037025 	14.142136 	16.031219 	18.000000 	19.000000 	15.231546 	22.022715 	17.464249 	18.681541 	20.396078 	33.060551 	36.221542 	33.955853 	34.928497 	36.496574 	40.049969 	37.656342 	38.470768 	42.047592 	41.436699 	42.426407 	34.655445 	40.459858 	41.617306 	41.400482 	41.036568 	44.654228 	45.607018 	45.343136 	46.097721 	47.381432 	
32.756680 	58.249462 	22.022715 	5.656854 	97.452553 	62.265560 	55.470715 	999.000000 	3.162278 	60.827625 	66.287254 	34.000000 	98.234413 	3.162278 	99.156441 	39.000000 	33.615471 	80.610176 	83.450584 	72.560318 	4.000000 	28.635643 	56.364883 	20.880613 	143.558350 	7.211102 	74.303429 	159.665268 	3.000000 	64.404968 	63.976559 	61.326992 	60.008331 	7.615773 	6.324555 	7.211102 	71.693794 	69.079666 	10.630146 	67.416618 	69.641945 	71.867935 	72.801102 	66.098412 	75.960518 	69.570107 	70.213959 	72.422371 	85.440041 	87.800911 	83.952370 	84.929382 	87.321243 	92.179176 	88.073830 	89.269257 	94.111633 	92.195442 	93.171883 	73.006851 	80.000000 	83.024094 	82.006096 	79.025314 	86.005814 	85.023529 	83.096329 	84.095184 	83.294655 	
30.083218 	61.294373 	19.104973 	5.099020 	100.424103 	65.368187 	58.591808 	3.162278 	999.000000 	63.953106 	69.339745 	31.016125 	101.212646 	2.000000 	102.068604 	36.674240 	31.304953 	83.450584 	86.267029 	75.663727 	7.071068 	25.495098 	59.506302 	17.720045 	146.372818 	4.242640 	77.414467 	162.373032 	3.605551 	67.542580 	67.119293 	64.474800 	63.158531 	10.198039 	5.099020 	9.486833 	74.846512 	72.235725 	12.206555 	70.576202 	72.801102 	75.026665 	75.960518 	69.260376 	79.120163 	72.732384 	73.375748 	75.584389 	88.600227 	90.956032 	87.097649 	88.073830 	90.470993 	95.336250 	91.219513 	92.417534 	97.267670 	95.341492 	96.317184 	76.026314 	83.006027 	86.052307 	85.023529 	82.006096 	89.022469 	88.005684 	86.052307 	87.051712 	86.209045 	
88.526833 	7.810250 	80.653580 	62.769421 	39.661064 	3.000000 	5.385165 	60.827625 	63.953106 	999.000000 	9.055386 	92.347168 	40.224369 	63.071388 	42.941822 	90.934044 	86.313385 	29.154760 	32.249031 	12.041595 	57.306194 	88.769363 	5.000000 	81.437096 	87.982956 	68.000000 	13.601471 	106.004715 	62.265560 	4.000000 	4.123106 	3.605551 	4.123106 	56.302753 	65.513359 	57.688820 	12.000000 	10.198039 	59.203041 	9.848858 	11.401754 	13.152946 	14.142136 	12.041595 	17.029387 	13.416408 	14.764823 	16.155495 	28.284271 	31.575306 	29.732138 	30.675724 	32.015621 	35.227829 	33.241539 	33.955853 	37.215588 	36.878178 	37.854988 	33.015148 	38.209946 	38.948685 	38.897301 	39.051247 	41.868843 	43.139309 	43.185646 	43.863426 	45.453274 	
