UB = 908
M = 110

Distance:
999.000000 	46.518814 	75.432091 	19.416489 	88.005684 	4.472136 	11.180340 	58.728188 	26.570660 	52.801514 	98.229324 	13.892444 	53.254108 	14.142136 	24.166092 	74.249580 	83.546394 	72.180328 	22.803509 	35.227829 	17.691807 	31.304953 	54.561890 	65.802734 	86.278618 	29.732138 	35.777088 	45.354160 	46.647614 	27.202942 	91.438507 	47.518417 	32.280025 	33.241539 	108.894447 	43.289722 	72.249565 	50.960770 	55.036350 	45.099888 	93.295227 	90.354858 	48.166378 	57.070133 	80.603973 	59.808025 	79.762146 	55.443665 	62.641838 	78.230431 	62.769421 	68.007355 	67.896980 	72.945183 	80.777473 	70.434364 	73.661385 	87.091904 	
46.518814 	999.000000 	119.004204 	65.551506 	130.831955 	46.647614 	41.000000 	104.043259 	73.006851 	98.792709 	140.716019 	49.648766 	99.478638 	52.952808 	32.062439 	119.201508 	127.781059 	117.413795 	36.055511 	23.769728 	55.578773 	29.120440 	16.031219 	111.830231 	130.873978 	32.984844 	28.635643 	91.416626 	26.907248 	64.124878 	136.824707 	93.005379 	52.172791 	52.392746 	153.525238 	43.566040 	34.525352 	40.311287 	99.463562 	51.478149 	139.671036 	136.850281 	53.851646 	47.507893 	126.241829 	98.005104 	124.907967 	86.313385 	102.019608 	122.784363 	81.437096 	99.040398 	94.921021 	104.923782 	120.004166 	92.849342 	97.498718 	117.630775 	
75.432091 	119.004204 	999.000000 	61.717098 	13.000000 	73.661385 	85.445892 	19.416489 	54.625999 	27.459061 	23.259407 	81.492332 	29.154760 	78.294319 	99.045441 	9.219544 	9.486833 	11.661903 	96.798759 	110.602890 	78.721024 	106.254410 	129.495178 	20.880613 	13.341664 	104.009613 	110.679718 	48.093658 	121.827744 	79.056938 	22.022715 	52.000000 	97.693398 	98.615417 	34.985710 	114.490173 	147.627914 	124.036285 	57.558666 	112.924751 	34.785053 	37.121422 	115.316956 	128.798294 	53.600372 	80.504662 	57.688820 	94.085068 	78.089691 	61.400326 	113.991226 	99.322708 	106.018867 	99.985001 	85.796272 	114.039467 	114.017540 	110.855759 	
19.416489 	65.551506 	61.717098 	999.000000 	74.686012 	21.000000 	25.806976 	43.266617 	7.810250 	36.235340 	84.970581 	20.000000 	36.069378 	16.643316 	38.948685 	58.821766 	68.796799 	56.400356 	36.069378 	51.088158 	17.088007 	45.967381 	72.111023 	48.795490 	71.028160 	43.185646 	50.209560 	25.961510 	61.522354 	20.223749 	75.073296 	28.160255 	36.400551 	37.363083 	93.236259 	52.773098 	88.617157 	62.433964 	36.055511 	51.546097 	75.213028 	71.867935 	54.120235 	67.082039 	61.188232 	44.654228 	60.406952 	45.793011 	46.529560 	59.033890 	59.439045 	56.850681 	59.169250 	60.827625 	64.078079 	64.078079 	66.189125 	74.953316 	
88.005684 	130.831955 	13.000000 	74.686012 	999.000000 	86.052307 	98.183502 	32.280025 	67.623962 	40.261642 	10.295630 	94.413979 	41.773197 	91.241440 	111.772087 	19.026299 	9.848858 	22.022715 	109.603828 	123.223373 	91.706055 	118.983192 	141.767410 	32.015621 	12.041595 	116.811813 	123.422043 	60.530983 	134.525085 	92.027168 	20.248457 	64.195015 	110.693268 	111.615410 	25.709921 	127.455872 	160.078110 	136.952545 	69.065186 	125.924583 	36.235340 	40.311287 	128.316010 	141.767410 	61.269894 	92.086914 	65.795135 	106.381386 	89.358826 	70.007141 	126.589890 	111.040535 	118.038132 	111.364265 	95.603348 	126.253716 	126.035706 	121.655251 	
4.472136 	46.647614 	73.661385 	21.000000 	86.052307 	999.000000 	15.000000 	57.628117 	27.459061 	52.153618 	96.213303 	18.357559 	52.839378 	18.439089 	27.202942 	73.000000 	82.024384 	71.063354 	26.305893 	37.589893 	21.931713 	34.176014 	55.865910 	65.192024 	84.899940 	32.984844 	38.626415 	46.529560 	49.193497 	31.240999 	90.426765 	49.091751 	36.687874 	37.643059 	107.563934 	47.095646 	74.027023 	54.341511 	57.035076 	49.254440 	93.059120 	90.376991 	52.345009 	60.671246 	81.884064 	63.158531 	81.301903 	59.548298 	65.787537 	80.024994 	67.230942 	72.006943 	72.124893 	76.843994 	83.815269 	74.813103 	77.987175 	91.021973 	
11.180340 	41.000000 	85.445892 	25.806976 	98.183502 	15.000000 	999.000000 	68.014702 	33.600594 	61.522354 	108.452751 	9.055386 	61.619801 	12.041595 	13.601471 	83.630135 	93.236259 	81.394104 	11.704700 	25.455845 	15.033297 	20.808653 	46.324940 	74.330345 	95.775780 	18.788294 	25.238859 	50.990196 	36.400551 	24.515301 	100.409164 	52.201534 	22.825424 	23.706539 	118.258194 	32.140316 	62.968246 	39.849716 	58.463665 	34.365681 	101.019798 	97.637085 	37.483330 	45.891174 	85.381500 	58.855755 	83.934502 	51.000000 	62.393909 	81.786308 	54.817879 	63.953106 	62.425957 	69.354164 	80.622574 	63.655323 	67.357254 	83.186539 	
58.728188 	104.043259 	19.416489 	43.266617 	32.280025 	57.628117 	68.014702 	999.000000 	35.846897 	8.062258 	42.379242 	63.245552 	10.049875 	59.908264 	81.565926 	15.620500 	25.553865 	13.453624 	79.025314 	93.434471 	60.033325 	88.729927 	113.278419 	10.049875 	27.802877 	86.214851 	93.085983 	29.017237 	104.350372 	59.808025 	32.802441 	33.241539 	78.721024 	79.624115 	50.249378 	95.880135 	130.831955 	105.688217 	39.849716 	93.941475 	37.854988 	37.054016 	96.254868 	110.145355 	43.266617 	62.369865 	46.227695 	75.000000 	60.440052 	48.795490 	94.641426 	80.894997 	87.206650 	82.000000 	70.327805 	95.005264 	95.189285 	93.605553 	
26.570660 	73.006851 	54.625999 	7.810250 	67.623962 	27.459061 	33.600594 	35.846897 	999.000000 	28.600698 	77.878113 	27.658634 	28.319605 	24.207438 	46.754681 	51.312767 	61.400326 	48.826221 	43.840622 	58.898216 	24.186773 	53.758720 	79.881165 	41.036568 	63.513779 	50.931328 	57.982758 	19.104973 	69.296463 	25.179358 	67.357254 	22.090721 	43.081318 	44.011364 	85.603737 	60.033325 	96.426140 	69.892776 	30.805843 	58.309521 	67.424034 	64.140472 	60.745369 	74.303429 	54.451813 	43.139309 	54.037025 	47.539455 	44.204071 	53.084839 	63.387695 	57.454330 	60.926186 	60.802959 	60.901562 	66.760765 	68.352028 	74.652527 	
52.801514 	98.792709 	27.459061 	36.235340 	40.261642 	52.153618 	61.522354 	8.062258 	28.600698 	999.000000 	50.289165 	56.222771 	2.828427 	52.801514 	74.966660 	22.825424 	33.105892 	20.248457 	72.249565 	86.977005 	52.697250 	82.073135 	107.298645 	13.038404 	34.985710 	79.397736 	86.371292 	21.095022 	97.672920 	52.000000 	38.897301 	25.495098 	71.119621 	72.006943 	57.008770 	88.509888 	124.482933 	98.473343 	32.695564 	86.313385 	41.231056 	39.293766 	88.566360 	102.727798 	40.311287 	54.817879 	42.544094 	67.007462 	53.141319 	44.407207 	86.579445 	73.164200 	79.309517 	74.464760 	64.070274 	87.022987 	87.281158 	86.377083 	
