UB = 939
M = 60

Distance:
999.000000 	38.209946 	25.238859 	41.677334 	17.117243 	40.804413 	22.360680 	24.083189 	37.656342 	45.793011 	50.990196 	22.803509 	20.615528 	11.180340 	53.150730 	42.801868 	27.018513 	57.688820 	37.000000 	22.000000 	37.363083 	43.566040 	39.051247 	46.572525 	44.553337 	62.609905 	50.000000 	42.190044 	43.174065 	47.095646 	54.744862 	45.099888 	58.180752 	62.769421 	59.908264 	46.173584 	42.544094 	74.094536 	43.416588 	46.690472 	43.416588 	67.416618 	48.754486 	50.596443 	55.036350 	69.835518 	56.435802 	50.990196 	72.801102 	81.633324 	71.470276 	67.230942 	50.209560 	64.195015 	70.092796 	74.000000 	53.712196 	60.133186 	63.953106 	55.009090 	60.638271 	82.346825 	59.539902 	64.280632 	59.236813 	56.222771 	71.784401 	56.586216 	66.483078 	60.166435 	66.910385 	75.584389 	
38.209946 	999.000000 	14.866069 	79.025314 	53.000000 	8.062258 	54.625999 	44.721359 	23.706539 	83.600243 	88.204308 	15.620500 	58.796257 	43.416588 	15.000000 	8.246211 	45.276924 	22.360680 	70.007141 	28.284271 	20.591261 	27.018513 	71.168816 	82.298241 	79.202271 	30.000000 	85.883644 	73.375748 	41.231056 	37.443291 	33.837849 	76.537575 	95.189285 	100.439034 	34.539833 	45.694637 	65.192024 	38.600517 	55.578773 	76.157730 	62.008064 	105.209312 	52.201534 	49.193497 	87.595665 	107.335922 	46.097721 	53.851646 	42.047592 	46.173584 	42.426407 	103.942291 	63.788715 	44.418465 	43.416588 	44.181442 	57.939625 	92.973114 	98.234413 	77.006493 	53.413483 	49.365982 	88.842560 	97.406364 	57.801384 	65.520988 	107.782188 	70.213959 	99.959991 	86.579445 	55.865910 	111.359779 	
25.238859 	14.866069 	999.000000 	66.887962 	38.600517 	15.620500 	39.812057 	30.149628 	17.464249 	69.526970 	73.817345 	8.062258 	45.343136 	28.844410 	29.529646 	17.691807 	31.000000 	32.449963 	55.154327 	14.035668 	15.524175 	23.086792 	56.302753 	67.601776 	64.404968 	37.696156 	71.196907 	58.523499 	31.890438 	31.064449 	33.376640 	61.684681 	80.709358 	86.214851 	37.013512 	36.235340 	51.000000 	48.877399 	43.011627 	61.392181 	48.373547 	91.049438 	41.880783 	40.360870 	72.732384 	93.005379 	40.816662 	43.829212 	48.507732 	56.435802 	47.675991 	89.358826 	51.244511 	43.931767 	47.095646 	50.009998 	47.707443 	78.108902 	83.384651 	63.126858 	47.201694 	57.584721 	74.148499 	82.540901 	49.517673 	54.129475 	93.059120 	57.870544 	85.094063 	72.173401 	51.478149 	96.602280 	
41.677334 	79.025314 	66.887962 	999.000000 	34.234486 	82.377182 	40.012497 	54.230988 	78.185677 	21.633308 	28.653097 	63.411354 	23.537205 	42.449970 	93.605553 	84.314888 	57.140179 	99.322708 	39.395432 	61.684681 	78.390053 	83.815269 	42.047592 	33.941124 	37.013512 	104.235313 	34.828148 	45.177429 	78.771820 	84.929382 	94.868332 	45.793011 	34.176014 	33.241539 	100.657837 	80.305664 	59.203041 	115.762688 	70.256676 	50.606323 	64.327286 	36.000000 	80.000000 	84.148682 	48.083260 	40.049969 	93.059120 	82.006096 	114.127121 	123.308556 	112.538879 	42.201897 	73.348480 	103.324730 	110.724884 	115.156418 	83.150467 	50.447994 	48.877399 	67.119293 	95.257545 	123.878975 	58.137768 	52.430908 	91.005493 	81.215759 	48.764740 	77.620872 	53.000000 	63.820061 	102.489021 	52.630791 	
17.117243 	53.000000 	38.600517 	34.234486 	999.000000 	53.907330 	7.810250 	20.024984 	45.793011 	31.112698 	35.227829 	38.483765 	11.045361 	9.899495 	67.955872 	56.080299 	23.000000 	70.007141 	20.099751 	29.410883 	46.615448 	51.000000 	22.360680 	29.732138 	27.459061 	73.409805 	33.241539 	25.709921 	44.553337 	50.960770 	61.741398 	28.442924 	42.190044 	47.634022 	68.000000 	46.097721 	30.479502 	85.796272 	37.363083 	30.675724 	33.615471 	52.497620 	46.173584 	50.009998 	38.000000 	54.405884 	58.855755 	48.259712 	82.152298 	93.085983 	80.131142 	51.000000 	42.047592 	69.570107 	77.820305 	82.855293 	49.819675 	43.046486 	46.872166 	41.868843 	61.073727 	92.358002 	43.174065 	47.169907 	57.218880 	49.396355 	55.154327 	47.507893 	49.365982 	44.777225 	68.264191 	58.872746 	
40.804413 	8.062258 	15.620500 	82.377182 	53.907330 	999.000000 	54.378304 	42.720020 	17.464249 	84.958817 	89.022469 	19.924858 	60.959003 	44.045429 	16.124516 	2.236068 	42.720020 	17.000000 	69.354164 	26.400757 	14.317822 	19.723083 	70.213959 	82.377182 	78.892334 	23.345236 	85.982559 	72.090218 	35.171009 	30.413813 	25.806976 	75.239616 	95.801880 	101.533249 	26.570660 	39.560081 	62.169125 	33.541019 	51.009804 	74.330345 	58.309521 	106.404884 	46.324940 	42.720020 	86.406021 	108.231232 	38.600517 	47.801674 	35.057095 	41.146080 	35.057095 	104.292854 	59.076221 	36.359318 	35.693138 	37.000000 	51.923019 	91.787796 	97.493591 	73.437050 	46.043457 	43.174065 	86.683334 	96.254868 	50.990196 	60.016663 	107.703293 	65.276337 	98.898941 	83.743660 	48.104053 	111.139549 	
22.360680 	54.625999 	39.812057 	40.012497 	7.810250 	54.378304 	999.000000 	15.231546 	43.931767 	32.756680 	35.383614 	41.231056 	18.027756 	12.041595 	69.318108 	56.603886 	17.720045 	69.656296 	15.524175 	28.425341 	45.254833 	48.600410 	17.117243 	28.017851 	24.596748 	72.138756 	31.622776 	20.000000 	39.849716 	47.010635 	58.830265 	23.021729 	41.773197 	48.166378 	65.459915 	40.792156 	22.671568 	84.864601 	30.413813 	24.331051 	25.942244 	53.150730 	40.012497 	44.407207 	33.541019 	54.451813 	54.120235 	42.000000 	80.000000 	91.934761 	77.665955 	50.000000 	34.539833 	65.795135 	74.946648 	80.448738 	43.185646 	38.832977 	43.657761 	34.205261 	55.578773 	90.426765 	37.215588 	43.174065 	51.000000 	42.059483 	53.338543 	39.824615 	45.607018 	37.947330 	62.968246 	56.824291 	
24.083189 	44.721359 	30.149628 	54.230988 	20.024984 	42.720020 	15.231546 	999.000000 	29.832869 	47.885281 	50.000000 	34.234486 	31.000000 	14.317822 	58.523499 	44.944408 	3.162278 	56.603886 	27.658634 	16.492422 	31.622776 	33.970577 	28.017851 	41.725292 	37.536648 	58.137768 	45.254833 	29.529646 	24.738634 	31.780497 	43.829212 	32.649654 	55.973209 	62.801273 	50.606323 	26.076809 	21.213203 	71.063354 	19.416489 	31.622776 	20.124611 	67.801178 	26.476404 	30.000000 	43.829212 	68.767723 	39.051247 	28.635643 	65.299309 	77.897369 	62.801273 	63.655323 	26.172504 	50.566788 	59.908264 	65.604881 	30.675724 	49.193497 	55.226807 	33.734257 	41.048752 	75.822159 	44.147480 	53.665630 	37.483330 	32.202484 	66.219330 	32.649654 	56.356010 	42.047592 	48.259712 	69.404610 	
37.656342 	23.706539 	17.464249 	78.185677 	45.793011 	17.464249 	43.931767 	29.832869 	999.000000 	76.400261 	79.309517 	25.495098 	55.036350 	36.235340 	33.060551 	19.235384 	28.844410 	27.313000 	57.489128 	16.552946 	3.162278 	6.000000 	57.801384 	71.449280 	67.357254 	28.319605 	75.006668 	59.076221 	17.720045 	14.142136 	17.117243 	62.128899 	85.562843 	92.097771 	22.472204 	22.135944 	46.818798 	41.231056 	34.132095 	60.415230 	42.201897 	97.082436 	28.861740 	25.495098 	73.246162 	98.310730 	23.600847 	30.364452 	36.359318 	48.104053 	34.438351 	93.434471 	42.011902 	27.073973 	32.572994 	37.121422 	34.481880 	78.549347 	84.876381 	57.271286 	30.413813 	46.615448 	72.090218 	83.006027 	34.132095 	42.579338 	96.046867 	48.041649 	85.755463 	68.308128 	34.132095 	99.201813 	
45.793011 	83.600243 	69.526970 	21.633308 	31.112698 	84.958817 	32.756680 	47.885281 	76.400261 	999.000000 	7.280110 	68.505478 	25.495098 	41.012192 	98.600204 	87.114868 	50.089920 	101.118744 	24.083189 	60.307545 	77.466118 	81.271149 	26.000000 	13.416408 	17.720045 	104.350372 	13.453624 	28.160255 	72.090218 	79.605278 	91.586021 	27.658634 	14.000000 	17.000000 	98.183502 	72.449982 	45.044422 	116.846054 	59.228371 	32.756680 	51.244511 	21.633308 	70.342018 	75.584389 	27.202942 	24.166092 	86.162636 	72.034714 	112.645462 	124.084648 	110.385689 	23.086792 	60.133186 	98.386993 	107.703293 	113.159180 	72.180328 	29.000000 	27.294687 	50.009998 	86.683334 	123.004066 	37.735924 	30.805843 	80.808418 	68.117546 	29.017237 	63.031738 	31.384710 	44.283180 	94.254974 	33.015148 	
