UB = 961
M = 110

Distance:
999.000000 	126.621483 	76.557167 	131.795303 	32.557640 	70.342018 	105.394501 	16.401220 	30.083218 	118.697090 	21.095022 	64.132675 	40.311287 	21.540659 	89.196411 	42.579338 	86.330757 	105.095192 	25.612497 	21.470911 	28.017851 	103.368271 	115.974136 	87.361320 	112.254173 	133.221619 	36.674240 	25.079872 	110.494347 	116.726173 	61.400326 	127.534309 	89.269257 	34.176014 	65.764732 	106.737999 	107.703293 	40.311287 	122.429573 	151.990128 	131.308792 	72.277245 	121.840057 	49.244289 	52.430908 	124.454811 	136.704056 	70.000000 	94.921021 	74.060783 	107.168091 	92.892410 	77.698135 	126.099167 	113.437210 	119.603508 	114.542572 	101.636604 	127.192764 	127.565666 	125.960312 	
126.621483 	999.000000 	63.324562 	13.000000 	112.378822 	76.400261 	34.014702 	126.015869 	100.209778 	17.720045 	123.975807 	83.522453 	107.786827 	146.863876 	62.072536 	108.747414 	65.192024 	45.541191 	127.094452 	135.092560 	125.538841 	49.497475 	37.696156 	68.066147 	43.011627 	25.238859 	120.747673 	138.397980 	46.840153 	42.544094 	102.357216 	39.824615 	77.006493 	144.917221 	104.345581 	65.969688 	66.219330 	160.897476 	57.306194 	39.623226 	53.263496 	111.305885 	65.299309 	148.976501 	146.540100 	67.601776 	60.141499 	137.539078 	111.162041 	136.499084 	100.019997 	115.039124 	134.647690 	95.341492 	112.805145 	108.811768 	118.663391 	133.135269 	106.775467 	111.427109 	131.472427 	
76.557167 	63.324562 	999.000000 	63.063461 	53.037724 	13.152946 	32.449963 	70.213959 	46.518814 	49.193497 	66.843102 	20.248457 	46.861500 	93.193344 	14.035668 	47.201694 	12.649111 	28.844410 	68.622154 	78.102493 	66.468040 	26.832815 	40.459858 	15.652476 	36.055511 	60.440052 	59.816387 	80.721741 	34.000000 	40.496914 	39.051247 	51.613953 	24.083189 	85.632935 	41.303753 	33.136082 	34.132095 	103.276329 	46.324940 	77.794601 	54.781384 	49.000000 	47.095646 	87.132080 	84.118965 	50.039986 	60.440052 	74.330345 	55.036350 	73.552704 	52.325901 	57.584721 	72.111023 	61.741398 	64.536812 	65.192024 	69.202599 	75.584389 	68.505478 	71.400284 	83.408630 	
131.795303 	13.000000 	63.063461 	999.000000 	114.621117 	75.643906 	31.016125 	129.634094 	104.004807 	13.892444 	127.141655 	83.192551 	109.293182 	151.320847 	58.940647 	109.931801 	62.361847 	40.311287 	129.807556 	138.408813 	128.003906 	44.283180 	30.066593 	64.761101 	36.013885 	12.727922 	122.331520 	141.495590 	40.012497 	34.365681 	101.390335 	29.068884 	72.835434 	147.410995 	102.786186 	59.135437 	59.211487 	164.149323 	47.759815 	27.073973 	42.190044 	108.931168 	55.973209 	150.083313 	147.176758 	57.939625 	48.600410 	135.977936 	106.169678 	134.480484 	93.343452 	110.367569 	132.185471 	86.330757 	105.801704 	101.000000 	111.758667 	128.140549 	98.081596 	102.883430 	123.967735 	
32.557640 	112.378822 	53.037724 	114.621117 	999.000000 	43.266617 	85.041168 	19.416489 	17.464249 	100.801788 	14.866069 	35.846897 	8.062258 	42.379242 	63.245552 	10.049875 	59.908264 	81.565926 	15.620500 	25.553865 	13.453624 	79.025314 	93.434471 	60.033325 	88.729927 	113.278419 	10.049875 	27.802877 	86.214851 	93.085983 	29.017237 	104.350372 	59.808025 	32.802441 	33.241539 	78.721024 	79.624115 	50.249378 	95.880135 	130.831955 	105.688217 	39.849716 	93.941475 	37.854988 	37.054016 	96.254868 	110.145355 	43.266617 	62.369865 	46.227695 	75.000000 	60.440052 	48.795490 	94.641426 	80.894997 	87.206650 	82.000000 	70.327805 	95.005264 	95.189285 	93.605553 	
70.342018 	76.400261 	13.152946 	75.643906 	43.266617 	999.000000 	44.721359 	61.717098 	40.607880 	61.846584 	57.801384 	7.810250 	36.235340 	84.970581 	20.000000 	36.069378 	16.643316 	38.948685 	58.821766 	68.796799 	56.400356 	36.069378 	51.088158 	17.088007 	45.967381 	72.111023 	48.795490 	71.028160 	43.185646 	50.209560 	25.961510 	61.522354 	20.223749 	75.073296 	28.160255 	36.400551 	37.363083 	93.236259 	52.773098 	88.617157 	62.433964 	36.055511 	51.546097 	75.213028 	71.867935 	54.120235 	67.082039 	61.188232 	44.654228 	60.406952 	45.793011 	46.529560 	59.033890 	59.439045 	56.850681 	59.169250 	60.827625 	64.078079 	64.078079 	66.189125 	74.953316 	
105.394501 	34.014702 	32.449963 	31.016125 	85.041168 	44.721359 	999.000000 	101.237343 	76.216797 	17.464249 	98.290382 	52.354561 	79.202271 	123.693169 	28.284271 	79.630394 	31.575306 	12.529964 	100.498756 	109.603828 	98.493652 	16.155495 	13.038404 	34.234486 	13.892444 	28.284271 	92.200867 	112.449989 	16.278820 	16.763054 	70.384659 	24.186773 	43.000000 	117.796432 	71.784401 	33.541019 	34.000000 	135.103668 	31.384710 	46.615448 	33.734257 	78.102493 	37.643059 	119.570061 	116.468880 	40.607880 	41.231056 	104.995239 	77.162170 	103.580887 	66.760765 	81.024689 	101.414986 	65.215027 	79.699432 	76.557167 	85.440041 	99.126183 	75.802376 	80.131142 	98.681305 	
16.401220 	126.015869 	70.213959 	129.634094 	19.416489 	61.717098 	101.237343 	999.000000 	25.806976 	116.043098 	5.099020 	54.625999 	27.459061 	23.259407 	81.492332 	29.154760 	78.294319 	99.045441 	9.219544 	9.486833 	11.661903 	96.798759 	110.602890 	78.721024 	106.254410 	129.495178 	20.880613 	13.341664 	104.009613 	110.679718 	48.093658 	121.827744 	79.056938 	22.022715 	52.000000 	97.693398 	98.615417 	34.985710 	114.490173 	147.627914 	124.036285 	57.558666 	112.924751 	34.785053 	37.121422 	115.316956 	128.798294 	53.600372 	80.504662 	57.688820 	94.085068 	78.089691 	61.400326 	113.991226 	99.322708 	106.018867 	99.985001 	85.796272 	114.039467 	114.017540 	110.855759 	
30.083218 	100.209778 	46.518814 	104.004807 	17.464249 	40.607880 	76.216797 	25.806976 	999.000000 	90.509666 	24.166092 	35.014282 	20.000000 	47.507893 	59.135437 	22.803509 	56.320511 	75.179787 	28.160255 	34.985710 	27.459061 	73.348480 	86.284416 	57.489128 	82.365044 	104.350372 	27.459061 	38.470768 	80.498444 	86.833176 	37.589893 	97.754799 	60.133186 	45.880280 	42.544094 	76.902534 	77.878113 	60.745369 	92.358002 	122.800652 	101.237343 	51.039200 	91.923882 	54.147945 	54.037025 	94.593872 	106.625511 	59.941639 	71.589104 	62.433964 	80.808418 	70.710678 	64.404968 	98.183502 	88.865067 	93.861603 	91.000000 	83.240616 	100.623062 	101.636604 	103.754517 	
118.697090 	17.720045 	49.193497 	13.892444 	100.801788 	61.846584 	17.464249 	116.043098 	90.509666 	999.000000 	113.454834 	69.354164 	95.414886 	137.931137 	45.705578 	96.041656 	49.030602 	28.071337 	116.038788 	124.739731 	114.201576 	32.062439 	20.124611 	51.623638 	25.298222 	16.278820 	108.452751 	127.781059 	29.120440 	25.059929 	87.664131 	24.413111 	60.133186 	133.600143 	89.185204 	48.270073 	48.507732 	150.445999 	40.224369 	35.440090 	37.643059 	95.566734 	48.020828 	136.191040 	133.296661 	50.477718 	45.000000 	122.413231 	94.005318 	121.037186 	82.377182 	98.020409 	118.878090 	77.820305 	95.126228 	91.093361 	101.000000 	116.004311 	89.157166 	93.776329 	113.758514 	
