1	45
171	14.9314
20	30.9638
26	80.1342
194	50.1944
105	87.6141
11	76.5043
165	90
36	85.9144
78	81.8699
123	82.4054
147	0
182	88.3153
74	34.992
27	65.3231
94	18.4349
63	67.1663
21	62.8189
160	64.6538
6	67.6938
47	64.0256
139	62.8503
187	59.9314
142	84.8056
136	59.4703
198	68.4287
173	64.4861
186	74.8459
121	46.5482
43	66.3706
150	41.2847
64	39.2894
3	75.5297
201	20.9735
97	56.3099
163	44.3969
80	37.2079
104	4.96974
40	29.1343
35	73.8355
77	75.5792
48	31.2184
15	38.1987
79	42.9174
133	41.3915
176	64.7223
50	38.4373
172	43.5057
7	41.5167
131	45.9878
91	8.22672
