13
20	85	106	1	1	0	15.5822
4	10	137	1	1	0	15.6529
178	16	138	1	1	0	15.7783
17	36	135	0	1	1	15.9061
97	94	105	0	1	1	15.9479
98	92	107	2	0	0	14.9771
39	43	135	1	0	1	15.8387
57	35	123	1	0	0	14.2913
150	91	95	0	0	2	14.9911
128	2	132	0	1	1	15.0876
86	112	71	1	1	0	15.1511
121	86	102	0	1	1	15.0863
115	39	128	1	0	0	14.7157

nv	9	8	7

Vehicles departing from depots at the previous stage:
57	35	123	1	0	0	14.2913
150	91	95	0	0	2	14.9911
128	2	132	0	1	1	15.0876
86	112	71	1	1	0	15.1511
121	86	102	0	1	1	15.0863
115	39	128	1	0	0	14.7157
