Total assets = 544
Number of asset nodes = 33

Distance:
999.000000 	78.294319 	99.045441 	96.798759 	110.602890 	78.721024 	106.254410 	20.880613 	13.341664 	19.416489 	104.009613 	110.679718 	48.093658 	121.827744 	79.056938 	22.022715 	52.000000 	97.693398 	98.615417 	34.985710 	114.490173 	147.627914 	124.036285 	57.558666 	112.924751 	34.785053 	37.121422 	115.316956 	128.798294 	53.600372 	80.504662 	57.688820 	94.085068 	78.089691 	61.400326 	113.991226 	99.322708 	106.018867 	99.985001 	85.796272 	114.039467 	114.017540 	110.855759 	
78.294319 	999.000000 	23.323807 	20.000000 	35.510563 	3.605551 	30.000000 	65.192024 	87.658424 	67.446274 	26.907248 	34.058773 	39.962482 	45.343136 	13.416408 	91.547798 	40.718548 	21.023796 	22.022715 	109.808922 	36.249138 	72.801102 	45.793011 	46.572525 	35.693138 	90.906548 	87.200920 	38.470768 	50.566788 	73.736015 	47.296936 	72.124893 	41.400482 	50.635956 	69.856995 	49.193497 	54.083271 	53.758720 	59.169250 	68.883957 	56.400356 	59.548298 	73.246162 	
99.045441 	23.323807 	999.000000 	4.000000 	12.206555 	25.079872 	7.211102 	87.692642 	109.343498 	85.866173 	6.000000 	11.661903 	63.285069 	22.803509 	32.557640 	113.863953 	63.953106 	21.023796 	21.470911 	131.795303 	21.587032 	49.678970 	27.294687 	69.289246 	26.419689 	114.017540 	110.435501 	29.529646 	34.014702 	96.772926 	66.007576 	94.921021 	54.571056 	70.114189 	92.347168 	52.801514 	67.446274 	64.078079 	73.246162 	88.005684 	63.285069 	67.601776 	86.330757 	
96.798759 	20.000000 	4.000000 	999.000000 	15.652476 	21.470911 	10.000000 	84.864601 	106.826965 	84.172440 	7.211102 	14.142136 	59.908264 	25.455845 	28.635643 	111.126053 	60.415230 	17.492855 	18.027756 	129.189789 	21.023796 	52.801514 	28.160255 	65.551506 	24.698177 	110.887329 	107.200745 	27.856777 	34.365681 	93.107468 	62.008064 	91.181137 	50.695168 	66.121101 	88.543777 	49.678970 	63.600315 	60.415230 	69.375786 	84.005951 	59.908264 	64.140472 	82.540901 	
110.602890 	35.510563 	12.206555 	15.652476 	999.000000 	37.121422 	6.082763 	99.764725 	121.165176 	96.747093 	10.049875 	5.000000 	75.471848 	11.704700 	43.965897 	125.865005 	76.059189 	29.068884 	29.154760 	143.683685 	20.518284 	37.536648 	20.880613 	81.154175 	28.017851 	126.210144 	122.641754 	30.610456 	28.460499 	108.747414 	76.419891 	106.775467 	63.285069 	80.752708 	104.062485 	57.697487 	75.802376 	71.309189 	81.743500 	98.325989 	69.079666 	73.736015 	94.148819 	
78.721024 	3.605551 	25.079872 	21.470911 	37.121422 	999.000000 	31.384710 	64.815125 	87.664131 	68.658577 	28.017851 	35.227829 	38.600517 	46.400433 	9.848858 	91.214035 	38.948685 	19.416489 	20.396078 	109.622078 	35.846897 	74.060783 	45.803928 	44.271889 	34.481880 	89.938866 	86.052307 	37.107952 	50.119858 	71.693794 	43.931767 	69.892776 	37.802116 	47.381432 	67.446274 	46.097721 	50.477718 	50.209560 	55.569775 	65.620117 	53.009434 	56.080299 	69.641945 	
106.254410 	30.000000 	7.211102 	10.000000 	6.082763 	31.384710 	999.000000 	94.752312 	116.516090 	93.021500 	4.000000 	4.472136 	69.892776 	15.620500 	37.947330 	120.966934 	70.327805 	23.194826 	23.345236 	138.946030 	17.492855 	42.801868 	21.000000 	75.239616 	24.041630 	120.880104 	117.200684 	26.907248 	28.160255 	102.883430 	70.349129 	100.846420 	57.428215 	74.672615 	98.081596 	52.839378 	70.035706 	65.802734 	75.953934 	92.265923 	63.976559 	68.541962 	88.526833 	
20.880613 	65.192024 	87.692642 	84.864601 	99.764725 	64.815125 	94.752312 	999.000000 	24.041630 	29.681644 	91.967384 	99.005051 	29.410883 	110.317726 	63.134777 	26.400757 	32.557640 	82.680107 	83.528435 	44.944408 	100.439034 	137.295303 	110.602890 	37.054016 	97.754799 	28.460499 	27.166155 	99.849884 	114.546936 	34.713108 	60.074955 	38.209946 	74.672615 	57.428215 	41.400482 	95.341492 	79.025314 	86.092972 	79.404030 	65.000000 	94.429871 	94.085068 	90.027771 	
13.341664 	87.658424 	109.343498 	106.826965 	121.165176 	87.664131 	116.516090 	24.041630 	999.000000 	32.756680 	114.017540 	120.880104 	53.450912 	132.136292 	86.764046 	9.219544 	56.515484 	106.066017 	106.943909 	22.671568 	123.490891 	158.492905 	133.405396 	60.207973 	121.235306 	24.413111 	28.284271 	123.434196 	137.713470 	49.769470 	83.096329 	54.424259 	98.478424 	80.000000 	58.821766 	119.331474 	102.122475 	109.553642 	102.004898 	84.929382 	118.088951 	117.515953 	111.646767 	
19.416489 	67.446274 	85.866173 	84.172440 	96.747093 	68.658577 	93.021500 	29.681644 	32.756680 	999.000000 	91.285271 	97.493591 	46.818798 	108.300507 	71.253067 	41.303753 	51.623638 	88.073830 	89.050545 	53.712196 	103.406960 	132.879639 	112.160599 	59.481091 	103.077644 	52.469040 	53.600372 	105.759163 	117.652031 	64.202805 	80.993828 	67.357254 	91.241440 	79.705711 	70.007141 	109.073372 	98.762344 	104.139328 	100.568382 	90.972527 	111.157547 	111.986603 	112.924751 	
