Total assets = 1300
Number of asset nodes = 66

Distance:
999.000000 	3.162278 	18.867962 	6.082763 	9.433981 	10.770329 	20.223749 	17.464249 	15.264338 	39.597980 	18.110771 	30.594116 	20.000000 	43.185646 	66.603302 	21.095022 	19.849434 	21.213203 	44.687805 	37.215588 	23.706539 	42.201897 	54.561890 	31.064449 	65.000000 	34.014702 	32.140316 	79.906197 	50.328918 	32.984844 	25.612497 	81.320351 	36.013885 	63.812225 	53.814495 	26.925823 	27.658634 	77.336922 	28.178005 	59.933296 	73.006851 	43.863426 	54.817879 	64.412735 	87.681244 	84.219948 	45.694637 	64.845970 	31.384710 	43.011627 	31.827662 	47.423622 	54.083271 	65.741920 	70.830788 	56.320511 	51.971146 	32.802441 	50.358715 	33.600594 	51.884487 	46.173584 	35.114101 	52.469040 	52.773098 	50.089920 	49.010204 	43.416588 	74.793045 	90.686272 	90.027771 	55.731499 	63.007935 	52.000000 	41.231056 	47.853943 	61.000000 	62.369865 	88.814415 	59.413803 	51.351727 	57.078892 	
3.162278 	999.000000 	17.029387 	5.385165 	7.280110 	9.055386 	17.464249 	14.317822 	12.206555 	41.109608 	17.029387 	27.892651 	19.235384 	44.553337 	65.069191 	18.027756 	17.204651 	18.439089 	45.967381 	38.013157 	20.591261 	43.278172 	56.222771 	28.017851 	63.253460 	31.064449 	29.068884 	78.568443 	51.623638 	32.893768 	22.671568 	79.981247 	33.000000 	61.854668 	55.154327 	24.596748 	24.758837 	75.742989 	26.000000 	57.706154 	71.217972 	44.294468 	55.973209 	62.265560 	86.313385 	82.734512 	46.065170 	62.649822 	29.068884 	40.000000 	29.000000 	47.885281 	55.000000 	63.529522 	68.796799 	53.758720 	52.697250 	30.232433 	47.518417 	31.064449 	52.478565 	46.238514 	33.241539 	49.648766 	53.338543 	47.169907 	46.043457 	42.953465 	72.718636 	89.140335 	88.459030 	52.952808 	64.031242 	49.010204 	39.623226 	44.721359 	58.249462 	59.665737 	87.005745 	56.568542 	48.259712 	54.147945 	
18.867962 	17.029387 	999.000000 	21.931713 	21.095022 	23.323807 	8.062258 	14.035668 	18.248287 	58.137768 	31.304953 	14.560220 	34.000000 	61.554855 	48.083260 	21.095022 	25.179358 	25.019993 	62.936478 	54.671749 	21.587032 	60.141499 	73.246162 	19.209373 	46.227695 	20.124611 	20.615528 	61.717098 	68.593002 	48.373547 	26.305893 	63.126858 	22.825424 	44.944408 	72.138756 	33.060551 	28.442924 	58.728188 	35.128338 	41.231056 	54.203320 	60.464867 	72.862885 	45.617977 	69.426216 	65.764732 	62.128899 	46.097721 	37.000000 	29.154760 	32.756680 	64.070274 	71.700768 	47.010635 	51.971146 	38.470768 	69.202599 	36.221542 	34.234486 	37.215588 	68.818604 	61.773781 	43.185646 	36.124783 	69.634758 	34.713108 	34.205261 	57.384666 	55.946404 	72.138756 	71.449280 	39.012817 	80.808418 	37.363083 	50.358715 	36.359318 	44.011364 	45.099888 	70.000000 	43.104523 	38.483765 	41.593269 	
6.082763 	5.385165 	21.931713 	999.000000 	4.472136 	5.000000 	21.023796 	16.124516 	12.165525 	36.400551 	12.041595 	31.384710 	14.035668 	39.698868 	70.007141 	17.720045 	15.000000 	16.643316 	41.036568 	32.802441 	20.615528 	38.209946 	51.613953 	30.265491 	68.014702 	33.734257 	31.144823 	83.630135 	46.690472 	27.513634 	21.470911 	85.041168 	35.355339 	66.400299 	50.249378 	21.400934 	23.323807 	80.622574 	22.472204 	61.911228 	75.927597 	38.948685 	50.931328 	66.573265 	91.350975 	87.692642 	40.706264 	66.887962 	25.806976 	42.296574 	27.202942 	42.544094 	49.819675 	67.742157 	73.239334 	57.384666 	47.434166 	27.586229 	50.447994 	28.319605 	47.169907 	40.853397 	29.154760 	52.630791 	48.020828 	49.819675 	48.507732 	37.656342 	77.103828 	94.047859 	93.348808 	56.044624 	58.898216 	51.351727 	35.171009 	46.097721 	61.400326 	62.936478 	91.678787 	59.439045 	50.000000 	56.718605 	
9.433981 	7.280110 	21.095022 	4.472136 	999.000000 	2.236068 	18.601076 	12.649111 	8.000000 	38.587563 	10.440307 	28.653097 	13.000000 	41.617306 	68.767723 	13.341664 	10.630146 	12.206555 	42.801868 	33.941124 	16.278820 	39.698868 	53.851646 	26.683329 	66.468040 	30.364452 	27.459061 	82.619614 	48.414875 	27.294687 	17.000000 	84.023804 	31.780497 	64.536812 	52.009613 	17.492855 	18.867962 	79.246452 	18.788294 	59.640591 	74.276512 	39.408119 	52.402290 	64.404968 	90.271812 	86.452301 	41.048752 	64.637451 	21.954498 	38.639359 	22.803509 	43.011627 	50.931328 	65.459915 	71.217972 	54.561890 	48.270073 	23.430750 	47.127487 	24.207438 	47.801674 	40.706264 	25.961510 	49.335587 	48.600410 	46.324940 	44.911022 	36.687874 	75.000000 	92.698433 	91.967384 	52.810986 	60.108234 	47.675991 	32.388271 	42.011902 	58.189346 	59.808025 	89.938866 	56.044624 	46.043457 	53.150730 	
10.770329 	9.055386 	23.323807 	5.000000 	2.236068 	999.000000 	20.615528 	14.317822 	9.219544 	36.715118 	8.246211 	30.528675 	10.770329 	39.661064 	70.936592 	14.035668 	10.295630 	12.083046 	40.804413 	31.827662 	17.029387 	37.643059 	51.971146 	28.160255 	68.593002 	31.953091 	28.861740 	84.811554 	46.400433 	25.059929 	17.088007 	86.214851 	33.241539 	66.603302 	50.000000 	16.401220 	18.788294 	81.394104 	17.492855 	61.611687 	76.380623 	37.202152 	50.328918 	66.400299 	92.455391 	88.617157 	38.832977 	66.610809 	20.808653 	40.024994 	22.472204 	40.804413 	48.795490 	67.424034 	73.246162 	56.356010 	46.097721 	22.627417 	48.703182 	23.345236 	45.607018 	38.470768 	24.351591 	50.921509 	46.400433 	47.801674 	46.324940 	34.481880 	77.006493 	94.847244 	94.111633 	54.424259 	57.982758 	49.030602 	30.594116 	43.011627 	59.808025 	61.465439 	92.021736 	57.567352 	47.169907 	54.571056 	
20.223749 	17.464249 	8.062258 	21.023796 	18.601076 	20.615528 	999.000000 	7.615773 	13.038404 	57.140179 	27.658634 	10.440307 	30.479502 	60.216278 	50.803543 	14.142136 	19.313208 	18.681541 	61.400326 	52.402290 	14.035668 	58.258045 	72.401657 	12.083046 	48.166378 	14.142136 	13.416408 	64.899925 	67.007462 	44.821869 	19.000000 	66.287254 	16.492422 	46.010868 	70.604530 	26.683329 	21.023796 	61.073727 	28.861740 	41.048752 	55.865910 	57.384666 	70.936592 	45.803928 	72.422371 	68.410522 	58.898216 	46.043457 	30.265491 	23.345236 	25.179358 	60.959003 	69.310890 	46.872166 	52.630791 	36.400551 	66.483078 	29.000000 	30.149628 	30.000000 	65.855904 	58.008621 	36.878178 	32.249031 	66.603302 	30.000000 	29.068884 	52.839378 	56.400356 	74.518456 	73.756355 	35.510563 	78.517517 	32.140316 	44.147480 	29.546574 	40.792156 	42.201897 	71.449280 	39.204590 	32.280025 	37.000000 	
17.464249 	14.317822 	14.035668 	16.124516 	12.649111 	14.317822 	7.615773 	999.000000 	5.656854 	51.000000 	20.518284 	16.401220 	23.345236 	53.851646 	58.249462 	7.071068 	11.704700 	11.180340 	54.918121 	45.607018 	8.062258 	51.613953 	66.241982 	14.142136 	55.443665 	17.720045 	15.033297 	72.401657 	60.464867 	37.536648 	12.369317 	73.783470 	19.235384 	53.037724 	64.070274 	19.235384 	14.560220 	68.410522 	21.377558 	47.634022 	63.031738 	50.209560 	64.202805 	52.497620 	79.881165 	75.802376 	51.662365 	52.630791 	23.021729 	26.172504 	18.973665 	53.758720 	62.369865 	53.413483 	59.464275 	42.059483 	59.413803 	22.203604 	34.481880 	23.194826 	58.694122 	50.606323 	29.427877 	36.687874 	59.413803 	33.734257 	32.388271 	45.276924 	63.126858 	81.835197 	81.055534 	40.162170 	71.589104 	35.227829 	36.674240 	30.413813 	45.541191 	47.169907 	78.492035 	43.416588 	34.058773 	40.607880 	
15.264338 	12.206555 	18.248287 	12.165525 	8.000000 	9.219544 	13.038404 	5.656854 	999.000000 	45.617977 	14.866069 	22.022715 	17.691807 	48.373547 	63.820061 	5.830952 	7.000000 	7.280110 	49.396355 	40.000000 	8.544003 	46.043457 	60.827625 	18.973665 	61.073727 	22.847319 	19.646883 	77.935867 	54.918121 	31.890438 	10.630146 	79.322128 	24.041630 	58.694122 	58.523499 	15.033297 	12.806249 	74.027023 	17.000000 	53.263496 	68.680420 	44.553337 	58.600342 	58.137768 	85.445892 	81.400246 	46.010868 	58.258045 	19.235384 	30.805843 	17.204651 	48.104053 	56.727417 	59.033890 	65.115280 	47.507893 	53.758720 	19.313208 	39.560081 	20.248457 	53.037724 	45.000000 	25.019993 	41.785164 	53.758720 	38.600517 	37.107952 	39.824615 	68.767723 	87.458565 	86.683334 	45.310043 	65.946945 	39.812057 	32.140316 	34.014702 	50.695168 	52.392746 	84.148682 	48.383881 	38.052597 	45.354160 	
39.597980 	41.109608 	58.137768 	36.400551 	38.587563 	36.715118 	57.140179 	51.000000 	45.617977 	999.000000 	31.622776 	67.230942 	29.120440 	4.123106 	106.150833 	49.040798 	43.011627 	44.922153 	6.082763 	9.848858 	51.865211 	6.708204 	15.264338 	64.474800 	104.350372 	68.447060 	65.000000 	119.503136 	11.180340 	20.396078 	49.477268 	120.917328 	69.462219 	102.800781 	14.422205 	42.296574 	50.009998 	116.846054 	41.109608 	98.183502 	112.294258 	15.620500 	16.155495 	102.902870 	127.279221 	123.794182 	17.204651 	103.174606 	44.011364 	75.960518 	51.351727 	17.000000 	17.117243 	104.009613 	109.622078 	93.059120 	17.117243 	48.041649 	85.088188 	48.010414 	18.439089 	21.260292 	40.311287 	87.321243 	19.416489 	83.934502 	82.280006 	26.627054 	113.463654 	130.230560 	129.556931 	90.873535 	24.698177 	84.758484 	39.849716 	77.369247 	96.254868 	97.989792 	128.062485 	93.776329 	82.006096 	90.476517 	
