Total assets = 1270
Number of asset nodes = 67

Distance:
999.000000 	8.602325 	45.694637 	47.381432 	44.283180 	7.211102 	45.343136 	58.180752 	35.846897 	54.817879 	40.816662 	50.803543 	31.827662 	97.416634 	49.091751 	11.401754 	86.556343 	41.231056 	57.801384 	74.953316 	25.317978 	99.201813 	90.785461 	14.317822 	34.713108 	78.492035 	62.769421 	100.603180 	91.438507 	46.065170 	73.000000 	99.639351 	18.027756 	40.496914 	54.037025 	94.175369 	27.513634 	22.000000 	20.518284 	95.482986 	30.066593 	112.004463 	31.064449 	66.370171 	34.000000 	26.000000 	59.933296 	23.259407 	101.138519 	110.751976 	54.424259 	57.384666 	44.553337 	26.000000 	46.690472 	63.655323 	28.017851 	28.635643 	52.172791 	73.756355 	30.463093 	67.779053 	32.802441 	36.055511 	32.695564 	34.713108 	32.756680 	37.696156 	37.161808 	39.051247 	42.426407 	70.035706 	43.382023 	43.600460 	46.615448 	46.690472 	47.423622 	50.566788 	60.802959 	
8.602325 	999.000000 	54.129475 	38.897301 	52.773098 	15.556349 	36.796738 	66.640831 	27.294687 	46.227695 	32.249031 	42.201897 	40.360870 	89.308456 	57.688820 	16.492422 	78.243210 	49.819675 	66.370171 	66.483078 	18.027756 	91.021973 	82.462112 	19.416489 	43.139309 	70.007141 	71.344238 	92.417534 	83.096329 	37.576588 	64.443771 	91.400215 	23.769728 	32.280025 	62.625874 	85.796272 	34.885529 	27.892651 	20.615528 	87.045967 	24.041630 	103.812332 	25.000000 	57.801384 	27.459061 	31.780497 	51.478149 	26.172504 	92.698433 	102.449989 	46.173584 	49.040798 	37.054016 	29.154760 	39.115215 	72.180328 	26.400757 	33.015148 	44.407207 	82.328613 	33.376640 	59.464275 	31.400637 	41.303753 	35.510563 	39.000000 	34.481880 	33.837849 	33.600594 	44.283180 	47.010635 	62.393909 	45.607018 	44.283180 	44.553337 	46.324940 	46.400433 	52.886673 	61.294373 	
45.694637 	54.129475 	999.000000 	91.525955 	2.236068 	39.849716 	89.888817 	12.529964 	81.394104 	99.644371 	86.313385 	95.880135 	19.416489 	138.600143 	9.055386 	45.541191 	129.073624 	12.806249 	13.601471 	118.600166 	70.519501 	140.758652 	133.304169 	45.177429 	20.615528 	122.200653 	18.439089 	142.172424 	134.063416 	91.706055 	117.324333 	141.534454 	43.000000 	86.162636 	16.000000 	137.000000 	33.955853 	42.190044 	57.140179 	138.683090 	73.756355 	153.456833 	74.732857 	111.825760 	78.102493 	42.755116 	105.603027 	52.086468 	144.308701 	152.898666 	100.089958 	103.077644 	89.560036 	52.345009 	91.760559 	26.305893 	65.030762 	49.030602 	97.416634 	33.105892 	54.918121 	113.463654 	68.029404 	47.539455 	56.293873 	51.546097 	59.841457 	77.103828 	76.059189 	48.754486 	53.665630 	114.982605 	64.513565 	70.092796 	80.504662 	75.709976 	78.262383 	68.942001 	83.934502 	
47.381432 	38.897301 	91.525955 	999.000000 	90.443352 	54.451813 	3.000000 	104.009613 	15.297058 	9.055386 	12.041595 	7.615773 	79.208588 	51.429562 	96.046867 	53.823788 	39.661064 	88.526833 	104.403069 	27.586229 	30.364452 	52.839378 	43.829212 	56.302753 	82.036575 	31.112698 	109.402924 	54.203320 	44.407207 	13.892444 	25.806976 	53.000000 	60.745369 	19.416489 	101.316338 	47.010635 	73.006851 	64.660652 	50.695168 	48.166378 	35.227829 	65.513359 	35.128338 	23.021729 	33.000000 	68.095520 	21.189621 	59.093147 	53.814495 	63.820061 	22.022715 	21.954498 	27.856777 	61.846584 	27.730848 	111.036034 	50.219517 	67.119293 	27.802877 	121.082619 	64.845970 	30.083218 	53.600372 	76.059189 	66.407829 	72.235725 	63.324562 	47.010635 	48.000000 	78.790863 	80.056229 	40.816662 	73.545906 	68.468971 	60.133186 	67.029846 	65.007690 	80.062477 	82.024384 	
44.283180 	52.773098 	2.236068 	90.443352 	999.000000 	38.275318 	88.752464 	13.928389 	80.062477 	98.478424 	85.000000 	94.667839 	17.262676 	137.887634 	8.062258 	43.737854 	128.222458 	10.630146 	14.142136 	117.613777 	68.949257 	140.014282 	132.457535 	43.289722 	18.384777 	121.210564 	19.104973 	141.428421 	133.206604 	90.338257 	116.249733 	140.758652 	41.012192 	84.693565 	15.132746 	136.124939 	31.780497 	40.112343 	55.226807 	137.767914 	72.034714 	152.735062 	73.006851 	110.535065 	76.400261 	40.607880 	104.216118 	50.039986 	143.401535 	152.108521 	98.615417 	101.636604 	87.931793 	50.249378 	90.138779 	25.709921 	63.071388 	46.872166 	95.817535 	33.120991 	52.773098 	112.004463 	66.007576 	45.310043 	54.129475 	49.335587 	57.706154 	75.166481 	74.108032 	46.518814 	51.429562 	113.322548 	62.297672 	67.911705 	78.409180 	73.545906 	76.118332 	66.708321 	81.706795 	
7.211102 	15.556349 	39.849716 	54.451813 	38.275318 	999.000000 	52.345009 	52.201534 	42.438190 	61.717098 	47.434166 	57.628117 	24.839485 	104.623131 	42.544094 	8.602325 	93.723000 	34.409302 	51.429562 	82.036575 	30.675724 	106.400185 	97.948967 	10.630146 	27.586229 	85.562843 	56.356010 	107.800743 	98.595131 	52.478565 	79.981247 	106.826965 	13.000000 	46.518814 	47.201694 	101.316338 	20.615528 	16.492422 	20.615528 	102.591423 	34.234486 	119.201508 	35.227829 	72.945183 	38.470768 	20.396078 	66.241982 	20.518284 	108.245094 	117.923706 	60.415230 	63.505905 	49.729267 	22.803509 	51.923019 	56.639210 	28.792360 	24.166092 	57.567352 	66.843102 	27.202942 	73.824112 	33.105892 	30.594116 	29.410883 	30.083218 	30.413813 	39.812057 	39.051247 	33.541019 	37.363083 	75.186432 	40.224369 	41.725292 	46.957428 	45.607018 	46.872166 	47.169907 	58.728188 	
45.343136 	36.796738 	89.888817 	3.000000 	88.752464 	52.345009 	999.000000 	102.396286 	12.369317 	9.848858 	9.055386 	7.000000 	77.155685 	54.129475 	94.201912 	51.400391 	42.190044 	86.556343 	102.649887 	29.832869 	27.513634 	55.470715 	46.324940 	53.823788 	79.906197 	33.301651 	107.647575 	56.824291 	46.872166 	11.401754 	27.658634 	55.569775 	58.249462 	16.492422 	99.357941 	49.406479 	70.604530 	62.128899 	47.927029 	50.447994 	32.249031 	68.095520 	32.140316 	23.345236 	30.000000 	65.513359 	20.396078 	56.364883 	56.080299 	66.287254 	20.248457 	20.615528 	25.079872 	59.093147 	25.059929 	108.977058 	47.296936 	64.404968 	25.495098 	119.096596 	62.032249 	29.427877 	50.635956 	73.348480 	63.568859 	69.462219 	60.440052 	44.011364 	45.000000 	76.059189 	77.252831 	39.357338 	70.611610 	65.490456 	57.140179 	64.031242 	62.008064 	77.103828 	79.025314 	
58.180752 	66.640831 	12.529964 	104.009613 	13.928389 	52.201534 	102.396286 	999.000000 	93.914856 	112.160599 	98.838249 	108.406639 	30.066593 	150.695053 	12.369317 	57.489128 	141.354172 	21.095022 	5.830952 	131.015259 	82.873398 	152.898666 	145.578156 	56.885849 	30.066593 	134.617981 	8.062258 	154.311371 	146.348892 	104.216118 	129.799850 	153.717270 	54.332310 	98.615417 	14.866069 	149.305054 	44.045429 	53.037724 	68.731361 	151.029800 	85.866173 	165.559662 	86.833176 	124.354332 	90.249657 	53.037724 	118.105888 	63.071388 	156.646103 	165.096939 	112.538879 	115.550858 	101.833199 	63.000000 	104.043259 	21.189621 	76.419891 	59.135437 	109.731491 	24.186773 	65.122963 	125.924583 	79.101204 	56.293873 	66.272163 	60.827625 	70.114189 	88.566360 	87.464279 	57.008770 	61.684681 	127.200630 	73.545906 	79.762146 	91.049438 	85.586212 	88.362885 	77.201035 	92.444580 	
35.846897 	27.294687 	81.394104 	15.297058 	80.062477 	42.438190 	12.369317 	93.914856 	999.000000 	20.000000 	5.000000 	15.620500 	67.201187 	66.309875 	84.905830 	40.311287 	54.120235 	76.843994 	93.648277 	41.340054 	15.231546 	67.542580 	58.180752 	42.520584 	69.656296 	44.654228 	98.615417 	68.876701 	58.668560 	10.440307 	38.418747 	67.535179 	46.861500 	8.062258 	89.627007 	61.057350 	59.464275 	50.606323 	35.777088 	61.854668 	20.024984 	80.062477 	20.000000 	30.528675 	18.248287 	53.823788 	24.351591 	44.294468 	67.424034 	78.032043 	20.024984 	22.360680 	17.029387 	46.957428 	18.027756 	98.858482 	34.928497 	52.354561 	21.189621 	109.201645 	49.769470 	32.756680 	38.327538 	61.294373 	51.264023 	57.271286 	48.083260 	32.249031 	33.136082 	63.953106 	65.000000 	38.470768 	58.249462 	53.235325 	45.541191 	52.009613 	50.159744 	64.776543 	67.186310 	
54.817879 	46.227695 	99.644371 	9.055386 	98.478424 	61.717098 	9.848858 	112.160599 	20.000000 	999.000000 	15.264338 	4.472136 	86.556343 	47.127487 	103.812332 	60.207973 	34.539833 	96.046867 	112.329872 	21.470911 	34.985710 	48.104053 	38.483765 	62.481998 	89.196411 	24.698177 	117.324333 	49.396355 	38.910152 	13.152946 	18.439089 	47.927029 	66.843102 	20.615528 	108.853111 	41.182522 	79.397736 	70.604530 	55.569775 	41.880783 	38.275318 	60.415230 	37.947330 	14.000000 	35.171009 	73.817345 	13.601471 	64.140472 	47.434166 	58.180752 	17.000000 	15.620500 	27.018513 	66.730804 	26.172504 	118.342720 	53.851646 	72.201111 	24.351591 	128.549606 	69.318108 	21.931713 	56.612720 	81.123360 	70.682388 	76.941536 	67.230942 	48.662102 	49.819675 	83.725746 	84.528099 	34.058773 	76.843994 	71.063354 	61.204575 	68.883957 	66.483078 	82.969872 	83.294655 	
