Total assets = 890
Number of asset nodes = 50

Distance:
999.000000 	9.055386 	10.630146 	102.449989 	99.201813 	47.518417 	132.276230 	34.525352 	46.043457 	70.519501 	47.042534 	128.035156 	52.239830 	44.045429 	73.375748 	48.000000 	51.009804 	76.243034 	43.566040 	38.600517 	131.711807 	75.690155 	135.148071 	72.780495 	76.400261 	114.586212 	42.379242 	42.720020 	37.121422 	73.979729 	31.064449 	46.840153 	31.144823 	44.011364 	38.078865 	69.180923 	133.225372 	120.415947 	141.675690 	46.238514 	47.759815 	34.014702 	76.655075 	48.104053 	39.560081 	116.846054 	36.055511 	138.057953 	35.355339 	46.872166 	45.276924 	143.282944 	122.449989 	141.354172 	43.829212 	75.239616 	80.752708 	47.707443 	121.803123 	47.010635 	124.169243 	45.617977 	140.417236 	78.230431 	38.327538 	
9.055386 	999.000000 	8.062258 	94.921021 	91.547798 	38.470768 	125.495018 	25.961510 	37.013512 	61.684681 	38.013157 	120.933868 	43.185646 	35.128338 	64.513565 	39.012817 	42.000000 	67.357254 	34.928497 	30.463093 	124.458832 	66.760765 	127.988281 	63.788715 	67.446274 	106.508217 	34.438351 	34.885529 	42.801868 	64.938431 	32.756680 	38.626415 	32.557640 	36.235340 	43.266617 	60.133186 	125.606529 	112.329872 	134.380051 	38.470768 	39.812057 	35.902645 	67.601776 	40.249222 	44.418465 	108.558739 	38.600517 	130.483719 	36.221542 	53.150730 	51.224995 	135.882309 	114.280357 	133.869339 	49.406479 	66.189125 	71.700768 	53.907330 	113.534134 	52.801514 	115.965515 	51.039200 	132.774246 	69.180923 	39.204590 	
10.630146 	8.062258 	999.000000 	101.118744 	97.621719 	41.436699 	132.279999 	26.019224 	39.051247 	65.741920 	40.024994 	127.475487 	45.607018 	36.345562 	68.447060 	40.607880 	43.737854 	71.175842 	35.000000 	29.274563 	130.862518 	70.384659 	134.469330 	67.067131 	70.936592 	112.004463 	32.756680 	32.984844 	36.069378 	67.720009 	24.738634 	37.483330 	24.515301 	34.205261 	36.235340 	62.169125 	131.643463 	117.800682 	140.730240 	36.400551 	38.078865 	27.892651 	70.092796 	38.327538 	37.202152 	113.718948 	30.675724 	136.561340 	28.160255 	46.690472 	44.553337 	142.130219 	119.620232 	140.035706 	42.520584 	68.249542 	74.215904 	47.381432 	118.713943 	46.010868 	121.247681 	44.045429 	138.773193 	71.196907 	31.144823 	
102.449989 	94.921021 	101.118744 	999.000000 	4.123106 	65.863495 	33.837849 	83.761566 	70.710678 	43.965897 	70.235321 	27.294687 	65.306969 	75.179787 	43.174065 	71.554176 	69.354164 	42.579338 	80.062477 	86.452301 	30.000000 	44.553337 	33.837849 	48.836460 	45.398239 	17.262676 	87.658424 	88.549423 	137.178711 	52.469040 	122.918671 	84.581322 	122.286552 	89.000000 	137.207870 	60.016663 	30.805843 	22.000000 	39.698868 	89.050545 	87.321243 	125.876923 	54.147945 	88.238312 	137.974640 	23.086792 	129.321304 	35.608986 	124.201447 	147.800537 	145.664001 	41.012192 	25.019993 	38.948685 	143.558350 	58.215118 	53.000000 	148.499161 	26.305893 	147.085007 	27.018513 	145.000000 	38.013157 	58.034473 	126.605690 	
99.201813 	91.547798 	97.621719 	4.123106 	999.000000 	61.911228 	37.947330 	79.881165 	66.730804 	39.849716 	66.241982 	31.304953 	61.269894 	71.196907 	39.051247 	67.535179 	65.306969 	38.470768 	76.059189 	82.492424 	33.837849 	40.447498 	37.735924 	44.721359 	41.303753 	18.027756 	83.648071 	84.534019 	133.660019 	48.373547 	119.205704 	80.529495 	118.562218 	84.970581 	133.645050 	55.901699 	34.058773 	23.345236 	43.416588 	85.000000 	83.258636 	122.147453 	50.089920 	84.172440 	134.380051 	23.194826 	125.606529 	38.948685 	120.420097 	144.312164 	142.144287 	44.598206 	26.172504 	42.426407 	140.007141 	54.147945 	49.010204 	145.000000 	27.000000 	143.544418 	28.160255 	141.428421 	41.231056 	54.009258 	122.800652 	
47.518417 	38.470768 	41.436699 	65.863495 	61.911228 	999.000000 	99.282425 	18.384777 	5.099020 	25.000000 	5.000000 	93.150414 	5.385165 	9.486833 	27.459061 	7.071068 	7.211102 	30.016663 	14.560220 	20.591261 	95.718338 	29.068884 	99.644371 	25.632011 	29.546574 	73.593475 	22.135944 	23.086792 	75.471848 	26.476404 	58.898216 	20.099751 	58.137768 	23.769728 	74.886581 	22.090721 	94.810333 	79.208588 	105.118980 	24.331051 	23.086792 	61.619801 	29.154760 	24.083189 	75.213028 	74.330345 	65.192024 	99.809822 	59.396969 	86.284416 	83.761566 	106.018867 	80.622574 	103.600197 	81.271149 	28.017851 	33.241539 	86.821655 	79.309517 	84.876381 	82.073135 	82.419655 	101.671036 	31.016125 	61.554855 	
132.276230 	125.495018 	132.279999 	33.837849 	37.947330 	99.282425 	999.000000 	116.846054 	104.216118 	77.794601 	103.788246 	8.246211 	99.005051 	108.687622 	76.922035 	105.190300 	103.077644 	76.157730 	113.635384 	119.854080 	10.630146 	78.102493 	8.944272 	82.462112 	78.854294 	35.510563 	121.247681 	122.155640 	168.240906 	85.906929 	155.080627 	118.308914 	154.508896 	122.653984 	168.514099 	93.621582 	19.798990 	33.837849 	15.132746 	122.772148 	121.078484 	158.113876 	87.298340 	122.004097 	169.452057 	40.521599 	161.471359 	19.723083 	156.706726 	178.644897 	176.694656 	18.248287 	35.846897 	18.973665 	174.774139 	91.411156 	85.708809 	179.401779 	39.000000 	178.227386 	36.674240 	176.323563 	22.360680 	90.934044 	159.223114 	
34.525352 	25.961510 	26.019224 	83.761566 	79.881165 	18.384777 	116.846054 	999.000000 	14.422205 	43.278172 	15.264338 	110.981979 	21.095022 	10.770329 	45.607018 	15.231546 	18.384777 	48.010414 	9.055386 	5.830952 	113.718948 	46.872166 	117.596771 	43.046486 	47.169907 	91.967384 	10.000000 	10.816654 	57.706154 	42.953465 	40.607880 	13.038404 	39.824615 	12.206555 	56.938564 	36.687874 	113.070778 	97.590981 	123.223373 	14.212670 	14.866069 	43.278172 	44.944408 	15.556349 	57.140179 	92.698433 	46.861500 	118.067780 	41.012192 	68.476273 	65.863495 	124.201447 	99.005051 	121.823647 	63.285069 	42.720020 	49.040798 	68.963760 	97.672920 	66.887962 	100.448990 	64.350601 	119.970833 	45.607018 	43.185646 	
46.043457 	37.013512 	39.051247 	70.710678 	66.730804 	5.099020 	104.216118 	14.422205 	999.000000 	29.000000 	1.000000 	98.005104 	6.708204 	4.472136 	31.240999 	2.828427 	5.099020 	33.600594 	9.486833 	15.811388 	100.498756 	32.449963 	104.446159 	28.653097 	32.756680 	77.987175 	17.088007 	18.027756 	72.069412 	28.792360 	55.000000 	15.033297 	54.203320 	18.681541 	71.344238 	23.194826 	99.403221 	83.546394 	109.836243 	19.235384 	18.027756 	57.628117 	31.048349 	19.026299 	71.561165 	78.492035 	61.220913 	104.403069 	55.226807 	82.855293 	80.262070 	110.679718 	84.864601 	108.226616 	77.698135 	29.274563 	35.171009 	83.354668 	83.450584 	81.301903 	86.267029 	78.771820 	106.212051 	32.249031 	57.280014 	
70.519501 	61.684681 	65.741920 	43.965897 	39.849716 	25.000000 	77.794601 	43.278172 	29.000000 	999.000000 	28.284271 	70.936592 	22.671568 	33.241539 	3.000000 	29.068884 	26.400757 	6.000000 	37.643059 	44.598206 	72.917763 	6.324555 	76.967529 	7.211102 	7.615773 	49.203659 	45.000000 	45.803928 	100.404182 	11.661903 	83.868942 	41.340054 	83.096329 	46.043457 	99.864906 	17.117243 	71.021126 	54.671749 	81.884064 	45.793011 	43.908997 	86.556343 	15.000000 	44.777225 	100.209778 	49.497475 	90.138779 	76.006577 	84.219948 	111.220505 	108.724419 	82.492424 	55.901699 	79.924965 	106.254410 	17.888544 	17.029387 	111.772087 	54.451813 	109.859001 	57.280014 	107.415085 	77.665955 	19.416489 	86.278618 	
