70	70
38	105
100	5
111	78
96	62
122	11
94	18
60	89
67	123
99	53
26	24
93	61
27	32
25	31
98	36
101	68
49	48
56	95
14	107
98	46
131	4
94	89
70	113
94	59
64	59
112	3
20	108
10	118
76	65
103	12
44	62
96	138
27	44
21	28
26	91
98	75
69	48
19	116
60	111
54	102
63	103
91	91
77	15
77	117
115	41
12	33
44	82
117	55
116	10
57	77
29	36
90	91
62	73
6	121
105	49
28	115
4	137
11	100
67	84
23	22
41	64
56	56
80	40
60	66
16	90
104	82
64	78
47	36
46	80
86	124
48	72
121	9
60	52
25	46
26	15
98	116
66	131
15	30
66	117
111	70
123	19
17	18
57	87
102	33
7	113
37	115
17	25
83	105
51	115
96	55
112	2
116	23
57	70
15	23
45	68
19	41
38	16
81	135
62	128
49	70
24	19
