Total assets = 1260
Number of asset nodes = 66

Distance:
999.000000 	7.280110 	38.078865 	39.446167 	4.123106 	7.211102 	68.242218 	71.028160 	70.724815 	85.603737 	21.000000 	22.135944 	25.000000 	27.073973 	86.954010 	41.109608 	26.683329 	29.000000 	28.284271 	28.160255 	41.340054 	30.594116 	60.299255 	40.706264 	61.204575 	42.544094 	63.387695 	34.132095 	37.656342 	48.010414 	66.483078 	76.157730 	66.272163 	43.863426 	48.383881 	66.189125 	47.010635 	45.617977 	65.069191 	63.000000 	70.455658 	51.923019 	49.396355 	68.117546 	67.007462 	50.566788 	75.538071 	80.411446 	50.159744 	52.392746 	52.773098 	55.362442 	53.712196 	45.541191 	82.873398 	83.862984 	122.319252 	59.808025 	110.909874 	81.301903 	110.462662 	84.717178 	122.873917 	65.253349 	54.817879 	50.159744 	59.933296 	85.475143 	84.291161 	114.039467 	62.769421 	85.287750 	124.020157 	51.195702 	117.183617 	58.821766 	
7.280110 	999.000000 	31.064449 	32.449963 	4.242640 	6.082763 	61.400326 	64.202805 	63.820061 	78.873314 	24.041630 	23.000000 	26.000000 	30.364452 	79.924965 	47.381432 	28.017851 	31.780497 	30.149628 	29.017237 	47.010635 	32.015621 	53.150730 	46.043457 	54.083271 	48.010414 	56.222771 	36.221542 	41.436699 	53.907330 	59.304298 	68.883957 	59.135437 	48.877399 	42.544094 	59.076221 	52.430908 	50.774010 	58.008621 	56.035702 	63.285069 	45.880280 	43.829212 	61.032780 	60.008331 	45.276924 	68.359344 	73.164200 	55.072678 	47.010635 	57.982758 	49.658836 	48.373547 	47.000000 	75.663727 	76.655075 	115.433968 	54.129475 	103.768974 	74.168724 	103.310211 	77.524193 	115.935326 	59.135437 	58.872746 	52.086468 	65.000000 	78.313469 	77.162170 	106.892471 	57.245087 	78.160095 	117.046997 	52.153618 	110.059074 	63.158531 	
38.078865 	31.064449 	999.000000 	1.414214 	35.227829 	35.468296 	30.479502 	33.301651 	32.802441 	48.104053 	51.855568 	47.707443 	50.249378 	57.801384 	48.877399 	78.102493 	52.478565 	58.249462 	55.226807 	52.354561 	77.077881 	55.946404 	29.966648 	75.690155 	31.304953 	77.794601 	32.310989 	60.901562 	68.818604 	84.172440 	34.785053 	41.012192 	35.468296 	77.987175 	36.400551 	35.846897 	82.073135 	80.056229 	35.777088 	35.510563 	38.600517 	37.121422 	39.217342 	38.078865 	38.470768 	42.059483 	43.174065 	46.173584 	83.868942 	42.720020 	87.206650 	42.485291 	44.011364 	69.079666 	49.497475 	50.487621 	84.403793 	46.141087 	72.917763 	49.477268 	72.498276 	51.623638 	84.876381 	46.861500 	85.982559 	74.846512 	93.861603 	52.952808 	52.392746 	76.059189 	49.739319 	53.366657 	85.982559 	72.422371 	79.158073 	90.697296 	
39.446167 	32.449963 	1.414214 	999.000000 	36.619667 	36.878178 	29.068884 	31.890438 	31.400637 	46.690472 	53.263496 	49.091751 	51.623638 	59.203041 	47.507893 	79.511009 	53.851646 	59.640591 	56.603886 	53.712196 	78.492035 	57.306194 	29.529646 	77.103828 	30.886890 	79.208588 	31.780497 	62.265560 	70.213959 	85.586212 	34.176014 	40.049969 	34.928497 	79.397736 	37.000000 	35.341194 	83.486526 	81.467789 	35.355339 	35.227829 	37.947330 	37.576588 	39.849716 	37.576588 	38.078865 	42.720020 	42.449970 	45.276924 	85.276024 	43.324360 	88.617157 	42.953465 	44.598206 	70.384659 	48.662102 	49.648766 	83.006027 	46.529560 	71.589104 	48.764740 	71.175842 	50.803543 	83.486526 	47.010635 	87.367043 	76.157730 	95.268044 	52.172791 	51.662365 	74.732857 	50.119858 	52.630791 	84.599052 	73.681747 	77.820305 	92.086914 	
4.123106 	4.242640 	35.227829 	36.619667 	999.000000 	3.605551 	65.604881 	68.410522 	68.007355 	83.096329 	20.396078 	20.223749 	23.194826 	26.683329 	84.059502 	43.139309 	25.079872 	28.284271 	27.000000 	26.305893 	42.801868 	29.068884 	56.435802 	41.880783 	57.314919 	43.829212 	59.539902 	33.015148 	37.643059 	49.678970 	62.649822 	72.532753 	62.393909 	44.777225 	44.271889 	62.289646 	48.259712 	46.647614 	61.131008 	59.008472 	66.610809 	47.801674 	45.310043 	64.195015 	63.031738 	46.518814 	71.700768 	76.687675 	51.000000 	48.332184 	53.851646 	51.264023 	49.658836 	44.102154 	79.075912 	80.062477 	119.620232 	55.713554 	107.823929 	77.414467 	107.354553 	80.894997 	120.104118 	61.131008 	55.027267 	49.000000 	60.901562 	81.614952 	80.399002 	110.941429 	58.694122 	81.394104 	121.202309 	49.497475 	114.127121 	59.236813 	
7.211102 	6.082763 	35.468296 	36.878178 	3.605551 	999.000000 	65.946945 	68.767723 	68.249542 	83.546394 	18.027756 	17.029387 	20.024984 	24.351591 	84.053551 	42.638012 	22.000000 	25.709921 	24.083189 	23.086792 	41.773197 	26.000000 	54.918121 	40.607880 	55.731499 	42.638012 	58.051701 	30.149628 	35.468296 	48.795490 	61.188232 	71.470276 	60.827625 	43.266617 	41.484936 	60.671246 	47.010635 	45.221676 	59.413803 	57.140179 	65.115280 	45.122055 	42.379242 	62.514000 	61.204575 	43.462627 	70.213959 	75.432091 	49.396355 	45.310043 	52.430908 	48.383881 	46.615448 	41.012192 	77.665955 	78.644768 	119.808182 	52.810986 	107.540688 	75.802376 	107.042046 	79.429214 	120.208153 	58.463665 	52.924473 	46.043457 	59.363289 	80.062477 	78.771820 	110.639053 	55.713554 	79.762146 	121.247681 	46.270943 	113.877129 	57.271286 	
68.242218 	61.400326 	30.479502 	29.068884 	65.604881 	65.946945 	999.000000 	2.828427 	3.000000 	17.691807 	82.073135 	77.466118 	79.812279 	87.863533 	19.646883 	108.577164 	82.006096 	88.090858 	84.811554 	81.608826 	107.517441 	85.211502 	33.241539 	106.066017 	34.365681 	108.189651 	32.756680 	90.210861 	98.716766 	114.629837 	32.572994 	27.658634 	34.481880 	108.245094 	54.918121 	35.440090 	112.432205 	110.344917 	37.107952 	39.623226 	34.014702 	53.338543 	57.870544 	37.000000 	39.560081 	60.827625 	35.510563 	33.241539 	114.021927 	60.530983 	117.456375 	58.137768 	61.400326 	97.247108 	37.483330 	38.183765 	54.083271 	60.000000 	44.384682 	40.607880 	44.147480 	39.597980 	54.708317 	56.435802 	115.602768 	103.077644 	123.987900 	41.725292 	42.520584 	47.539455 	63.031738 	43.185646 	55.946404 	99.729637 	50.289165 	120.420097 	
71.028160 	64.202805 	33.301651 	31.890438 	68.410522 	68.767723 	2.828427 	999.000000 	2.236068 	14.866069 	84.899940 	80.280754 	82.619614 	90.686272 	17.262676 	111.395691 	84.811554 	90.906548 	87.618492 	84.403793 	110.344917 	88.005684 	35.057095 	108.894447 	36.124783 	111.018013 	34.365681 	93.005379 	101.533249 	117.456375 	33.955853 	28.017851 	35.902645 	111.072052 	57.271286 	36.878178 	115.260574 	113.172432 	38.639359 	41.303753 	35.114101 	55.578773 	60.207973 	38.327538 	41.000000 	63.150612 	36.235340 	33.421551 	116.846054 	62.801273 	120.282997 	60.299255 	63.639610 	99.985001 	37.643059 	38.288380 	51.312767 	62.032249 	41.976185 	41.048752 	41.773197 	39.698868 	51.971146 	58.215118 	118.406082 	105.815880 	126.810883 	41.868843 	42.801868 	45.122055 	65.000000 	43.416588 	53.235325 	102.420700 	47.801674 	123.227432 	
70.724815 	63.820061 	32.802441 	31.400637 	68.007355 	68.249542 	3.000000 	2.236068 	999.000000 	15.811388 	84.148682 	79.397736 	81.688431 	89.872131 	16.763054 	110.887329 	83.868942 	90.027771 	86.683334 	83.408630 	109.713264 	87.005745 	33.015148 	108.208130 	34.058773 	110.344917 	32.249031 	92.005432 	100.657837 	116.846054 	31.780497 	25.806976 	33.734257 	110.317726 	55.542778 	34.713108 	114.560028 	112.432205 	36.496574 	39.204590 	32.893768 	53.758720 	58.463665 	36.138622 	38.832977 	61.392181 	34.000000 	31.240999 	116.043098 	61.000000 	119.519875 	58.420887 	61.814240 	98.792709 	35.468296 	36.124783 	51.613953 	60.074955 	41.484936 	38.832977 	41.231056 	37.536648 	52.153618 	56.142673 	117.443604 	104.623131 	125.992065 	39.698868 	40.607880 	44.643028 	63.007935 	41.231056 	53.338543 	101.118744 	47.434166 	122.286552 	
85.603737 	78.873314 	48.104053 	46.690472 	83.096329 	83.546394 	17.691807 	14.866069 	15.811388 	999.000000 	99.764725 	95.131485 	97.452553 	105.550934 	10.630146 	126.150703 	99.639351 	105.759163 	102.449989 	99.201813 	125.175873 	102.800781 	46.690472 	123.745705 	47.518417 	125.865005 	45.276924 	107.800743 	116.387283 	132.276230 	44.045429 	34.525352 	46.043457 	125.936493 	70.519501 	47.042534 	130.115326 	128.035156 	49.091751 	52.239830 	44.045429 	68.410522 	73.375748 	48.000000 	51.009804 	76.243034 	43.566040 	38.600517 	131.711807 	75.690155 	135.148071 	72.780495 	76.400261 	114.586212 	42.379242 	42.720020 	37.121422 	73.979729 	31.064449 	46.840153 	31.144823 	44.011364 	38.078865 	69.180923 	133.225372 	120.415947 	141.675690 	46.238514 	47.759815 	34.014702 	76.655075 	48.104053 	39.560081 	116.846054 	36.055511 	138.057953 	
