1	70		70		0		0		0		100000		0		0		0
85	1		24		1		10		2.40208		4.40208		0		1		1
83	2		28		1		10		2.80713		4.80713		0		2		0
5	4		28		1		10		2.82843		4.82843		0		2		0
73	4		30		1		20		3.02655		5.02655		0		2		0
47	21		25		1		10		3.26497		5.26497		1		1		0
61	1		34		1		20		3.40147		5.40147		0		2		0
11	24		26		1		20		3.53836		5.53836		1		0		1
6	25		26		1		20		3.60694		5.60694		1		1		1
96	29		28		1		10		4.03113		6.03113		2		0		0
35	30		27		1		10		4.03609		6.03609		0		0		2
37	17		37		1		20		4.07185		6.07185		0		0		2
34	18		38		1		30		4.20476		6.20476		1		1		1
84	17		43		1		20		4.62385		6.62385		0		0		2
58	21		48		1		10		5.23927		7.23927		1		1		0
44	61		48		1		10		7.76209		9.76209		0		1		1
91	57		53		1		10		7.78332		9.78332		1		1		1
3	59		52		1		20		7.86448		9.86448		0		1		1
14	63		50		1		20		8.04301		10.043		1		0		1
68	59		56		1		10		8.13449		10.1345		1		1		0
18	57		59		1		30		8.20366		10.2037		1		1		1
36	25		80		1		10		8.38153		10.3815		1		1		1
72	30		79		1		10		8.45044		10.4504		1		1		0
2	33		78		1		10		8.46936		10.4694		2		0		0
40	61		59		1		20		8.48646		10.4865		0		2		0
79	62		58		1		10		8.48999		10.49		1		0		1
10	32		79		1		10		8.5235		10.5235		1		0		1
100	34		79		1		20		8.60058		10.6006		1		0		1
54	34		82		1		20		8.87694		10.8769		1		1		1
12	86		36		1		10		9.32309		11.3231		1		1		1
7	86		37		1		30		9.36216		11.3622		0		2		0
74	87		39		1		20		9.53415		11.5341		1		1		1
67	97		28		1		10		10.096		12.096		1		1		0
13	95		35		1		10		10.1242		12.1242		0		1		1
92	98		31		1		10		10.2786		12.2786		0		1		1
48	99		28		1		10		10.2883		12.2883		1		1		1
94	28		99		1		10		10.2883		12.2883		1		1		1
56	26		105		1		10		10.8171		12.8171		0		1		1
71	103		34		1		10		10.8467		12.8467		0		1		1
8	1		109		1		20		10.9005		12.9005		0		2		0
82	34		104		1		10		10.9417		12.9417		0		0		2
38	32		106		1		20		11.0725		13.0725		2		0		0
50	9		114		1		10		11.4355		13.4355		0		2		0
46	89		73		1		20		11.5109		13.5109		1		1		0
59	21		115		1		10		11.6902		13.6902		0		2		0
62	94		70		1		30		11.7201		13.7201		0		1		1
101	94		72		1		30		11.8406		13.8406		0		0		2
63	74		93		1		10		11.8849		13.8849		0		1		1
65	94		73		1		30		11.9017		13.9017		1		1		0
28	93		75		1		20		11.9474		13.9474		1		1		1
25	98		70		1		20		12.0433		14.0433		0		0		2
