1	45
82	46.6366
94	56.8887
75	29.9816
87	55.7843
101	38.3675
60	43.727
78	63.4349
34	53.1301
46	70.0169
11	42.7094
14	51.1155
97	22.8337
13	49.844
96	65.1363
51	51.1466
33	58.4652
74	61.4769
68	37.4506
17	44.4093
61	57.3554
31	54.6375
43	11.0235
62	45
73	40.9144
95	56.5048
37	34.8245
100	55.008
71	56.3099
25	42.6722
64	47.7263
63	26.5651
93	50.8446
65	79.9194
69	60.1011
47	61.7826
35	74.0546
7	10.8403
53	49.6583
50	53.4889
29	40.5392
3	2.86241
58	83.7227
67	50.6307
30	6.64528
83	56.7683
15	20.1707
84	17.9279
8	56.0138
59	51.4235
19	82.5457
