197		80		63		1		0		11.9348		11.9348		0		0		0
118		58		85		1		0		11.8585		11.8585		0		0		0
179		65		80		1		0		11.3304		11.3304		0		0		0
129		106		5		1		0		12.421		12.421		0		0		0
122		26		104		1		0		12.6628		12.6628		0		0		0
84		102		33		1		0		12.322		12.322		0		0		0
8		60		89		1		0		11.8342		11.8342		0		0		0
172		61		66		0		0		10.9713		10.9713		0		0		0
132		7		92		0		0		11.101		11.101		0		0		0
123		74		56		0		0		11.2386		11.2386		0		0		0
47		44		82		0		0		11.2993		11.2993		0		0		0
53		62		73		0		0		11.1283		11.1283		0		0		0
143		87		63		1		10		10.7415		12.7415		2		0		0
59		67		84		1		20		10.7448		12.7448		0		0		2
124		24		105		1		10		10.7708		12.7708		2		0		0
19		14		107		1		20		10.7912		12.7912		1		0		1
147		103		33		1		10		10.8157		12.8157		0		2		0
160		105		26		1		10		10.8171		12.8171		1		1		0
20		98		46		1		20		10.8259		12.8259		0		2		0
116		18		107		1		30		10.8503		12.8503		0		0		2
166		64		88		1		30		10.8812		12.8812		0		0		2
180		94		56		1		10		10.9417		12.9417		1		1		1
171		64		89		1		20		10.9622		12.9622		0		1		1
27		20		108		1		10		10.9836		12.9836		2		0		0
125		30		106		1		20		11.0164		13.0164		0		2		0
18		56		95		1		30		11.0277		13.0277		1		0		1
90		96		55		1		10		11.0639		13.0639		0		2		0
141		20		109		1		30		11.082		13.082		0		1		1
24		94		59		1		10		11.0982		13.0982		0		2		0
12		93		61		1		20		11.1221		13.1221		0		1		1
2		38		105		1		30		11.1665		13.1665		1		1		0
107		109		25		1		30		11.183		13.183		1		1		0
91		112		2		1		10		11.2018		13.2018		0		0		2
26		112		3		1		20		11.204		13.204		1		0		1
10		99		53		1		20		11.2294		13.2294		1		0		1
85		7		113		1		20		11.3217		13.3217		1		1		1
5		96		62		1		20		11.428		13.428		0		1		1
40		54		102		1		10		11.5412		13.5412		0		2		0
108		91		71		1		20		11.5421		13.5421		1		0		1
148		104		51		1		30		11.5832		13.5832		0		0		2
55		105		49		1		10		11.5871		13.5871		0		0		2
49		116		10		1		30		11.643		13.643		0		1		1
176		103		55		1		20		11.6765		13.6765		1		1		0
117		95		68		1		20		11.6829		13.6829		2		0		0
156		101		59		1		10		11.697		13.697		0		2		0
