UB = 910
M = 50

Distance:
999.000000 	84.528099 	62.096699 	66.483078 	129.189789 	132.653687 	84.154617 	93.621582 	35.227829 	121.757957 	94.339813 	121.037186 	27.294687 	133.686203 	12.041595 	12.649111 	83.671982 	115.801552 	62.393909 	87.281158 	125.363472 	132.800598 	33.241539 	27.313000 	45.177429 	130.430054 	92.027168 	55.000000 	92.973114 	130.096115 	122.967476 	101.390335 	54.037025 	130.919830 	58.000000 	60.008331 	118.118584 	28.301943 	18.027756 	18.110771 	52.239830 	141.820312 	61.032780 	108.632408 	70.064255 	50.990196 	49.244289 	23.769728 	54.744862 	67.007462 	58.420887 	123.891083 	24.698177 	137.295303 	103.740059 	31.112698 	131.726990 	144.031250 	39.824615 	84.480766 	27.513634 	31.400637 	106.606750 	127.455872 	39.661064 	148.808609 	28.160255 	32.202484 	
84.528099 	999.000000 	26.400757 	22.472204 	51.429562 	55.009090 	8.544003 	10.000000 	57.982758 	39.824615 	12.369317 	42.485291 	63.890530 	54.708317 	91.268837 	87.091904 	2.000000 	36.235340 	33.105892 	12.206555 	43.278172 	52.430908 	63.655323 	70.035706 	51.400391 	49.203659 	13.038404 	42.544094 	13.892444 	48.270073 	39.623226 	18.027756 	44.777225 	48.918301 	41.146080 	39.395432 	33.837849 	73.539108 	93.005379 	92.200867 	48.373547 	61.611687 	41.785164 	25.179358 	34.525352 	53.712196 	55.569775 	89.274857 	50.990196 	39.051247 	47.539455 	39.446167 	89.938866 	54.451813 	23.769728 	79.981247 	47.801674 	62.369865 	69.404610 	29.120440 	91.967384 	84.219948 	26.683329 	42.941822 	73.006851 	67.357254 	93.380943 	84.958817 	
62.096699 	26.400757 	999.000000 	4.472136 	77.524193 	81.123360 	23.021729 	33.421551 	32.015621 	66.219330 	33.286633 	68.600288 	38.587563 	80.993828 	67.119293 	62.609905 	24.839485 	62.433964 	9.219544 	25.495098 	69.656296 	78.816238 	37.536648 	44.204071 	25.000000 	75.604233 	30.413813 	16.763054 	31.304953 	74.652527 	65.795135 	40.496914 	18.973665 	75.286118 	16.124516 	15.000000 	59.464275 	47.507893 	68.095520 	67.230942 	22.472204 	88.005684 	18.027756 	47.507893 	16.401220 	27.856777 	29.546574 	63.600315 	25.709921 	18.384777 	23.086792 	64.660652 	64.202805 	80.659782 	41.785164 	53.740116 	73.593475 	88.729927 	43.011627 	25.000000 	66.068146 	57.982758 	44.598206 	67.801178 	46.615448 	93.723000 	67.475922 	58.694122 	
66.483078 	22.472204 	4.472136 	999.000000 	73.824112 	77.414467 	18.601076 	29.068884 	36.400551 	62.201286 	28.844410 	64.884514 	43.046486 	77.175125 	71.589104 	67.082039 	20.808653 	58.668560 	11.180340 	21.023796 	65.604881 	74.886581 	41.868843 	48.600410 	29.068884 	71.610054 	25.942244 	20.124611 	26.832815 	70.604530 	61.619801 	36.055511 	22.360680 	71.217972 	18.973665 	17.464249 	55.172459 	51.855568 	72.560318 	71.693794 	25.942244 	84.053551 	20.223749 	43.046486 	16.155495 	31.304953 	33.120991 	68.007355 	28.792360 	19.235384 	25.709921 	60.307545 	68.600288 	76.485291 	37.336308 	58.000000 	69.310890 	84.646324 	47.010635 	21.931713 	70.434364 	62.241467 	40.162170 	63.411354 	50.606323 	89.643738 	71.840103 	62.936478 	
129.189789 	51.429562 	77.524193 	73.824112 	999.000000 	3.605551 	57.584721 	47.801674 	108.004631 	15.132746 	50.219517 	8.944272 	112.929184 	5.099020 	137.931137 	134.350296 	53.225933 	15.231546 	84.528099 	58.240879 	13.928389 	7.615773 	113.811249 	119.632774 	102.396286 	9.899495 	54.341511 	93.941475 	54.129475 	12.041595 	19.924858 	45.276924 	96.176918 	12.727922 	92.574295 	90.801979 	27.459061 	123.405838 	140.730240 	140.035706 	99.764725 	13.601471 	93.107468 	43.046486 	85.094063 	105.118980 	106.943909 	138.293167 	102.415817 	89.888817 	98.898941 	28.231188 	139.053940 	17.888544 	52.000000 	130.207520 	22.671568 	18.027756 	120.415947 	75.504967 	141.354172 	134.402374 	52.086468 	30.016663 	124.020157 	21.587032 	142.762039 	135.207245 	
132.653687 	55.009090 	81.123360 	77.414467 	3.605551 	999.000000 	61.098282 	51.244511 	111.606453 	18.000000 	53.600372 	12.529964 	116.516090 	3.605551 	141.449631 	137.887634 	56.797886 	18.788294 	88.102211 	61.684681 	16.278820 	7.810250 	117.413795 	123.227432 	106.000000 	11.180340 	57.723480 	97.529480 	57.489128 	13.416408 	22.360680 	48.507732 	99.764725 	13.892444 	96.150925 	94.371605 	30.149628 	127.003937 	144.277512 	143.586212 	103.353760 	11.045361 	96.664368 	46.000000 	88.600227 	108.706024 	110.535065 	141.873184 	105.990562 	93.407707 	102.459747 	30.364452 	142.635895 	17.804493 	55.036350 	133.809570 	23.853722 	16.124516 	124.020157 	78.854294 	144.941360 	138.003616 	55.009090 	31.780497 	127.624451 	19.104973 	146.348892 	138.809219 	
84.154617 	8.544003 	23.021729 	18.601076 	57.584721 	61.098282 	999.000000 	10.630146 	55.000000 	44.777225 	10.295630 	48.703182 	61.587337 	60.415230 	89.894379 	85.475143 	6.708204 	42.379242 	27.802877 	4.472136 	48.020828 	57.706154 	60.440052 	67.201187 	47.381432 	54.203320 	8.062258 	37.643059 	9.055386 	53.000000 	43.600460 	17.492855 	39.824615 	53.535034 	35.805027 	33.837849 	36.796738 	70.434364 	91.065910 	90.210861 	43.416588 	66.730804 	35.846897 	24.596748 	27.513634 	48.600410 	50.606323 	86.608315 	45.486263 	32.310989 	41.677334 	41.773197 	87.200920 	58.412327 	20.099751 	76.485291 	50.931328 	66.850578 	65.115280 	20.615528 	89.022469 	80.721741 	23.086792 	44.821869 	68.680420 	71.847061 	90.426765 	81.394104 	
93.621582 	10.000000 	33.421551 	29.068884 	47.801674 	51.244511 	10.630146 	999.000000 	65.436989 	34.438351 	3.605551 	39.051247 	71.847061 	50.328918 	99.849884 	95.524864 	10.198039 	32.756680 	38.418747 	10.440307 	37.589893 	47.423622 	70.936592 	77.620872 	57.982758 	43.829212 	7.071068 	48.270073 	7.280110 	42.544094 	33.015148 	8.062258 	50.447994 	43.046486 	46.400433 	44.407207 	26.172504 	80.919716 	101.242287 	100.404182 	54.037025 	56.356010 	46.324940 	15.297058 	37.576588 	59.203041 	61.220913 	97.005157 	56.035702 	42.485291 	52.153618 	31.240999 	97.616600 	47.801674 	14.317822 	87.045967 	40.311287 	56.302753 	75.742989 	28.071337 	99.488693 	91.285271 	17.088007 	34.409302 	79.309517 	61.294373 	100.895988 	91.967384 	
35.227829 	57.982758 	32.015621 	36.400551 	108.004631 	111.606453 	55.000000 	65.436989 	999.000000 	97.672920 	65.215027 	99.201813 	8.000000 	111.825760 	36.878178 	32.015621 	56.586216 	93.236259 	29.154760 	57.140179 	101.178062 	109.986366 	5.830952 	12.206555 	10.000000 	106.962608 	62.128899 	20.396078 	62.968246 	106.150833 	97.590981 	72.422371 	19.104973 	106.831642 	23.345236 	25.495098 	91.438507 	15.556349 	36.769554 	35.846897 	17.029387 	119.205704 	26.076809 	79.322128 	35.693138 	16.155495 	14.764823 	31.622776 	19.646883 	32.140316 	23.194826 	96.674713 	32.202484 	112.432205 	72.945183 	22.203604 	105.550934 	120.282997 	15.000000 	50.695168 	34.058773 	26.400757 	75.591003 	99.809822 	18.110771 	125.255737 	35.468296 	27.202942 	
121.757957 	39.824615 	66.219330 	62.201286 	15.132746 	18.000000 	44.777225 	34.438351 	97.672920 	999.000000 	36.400551 	9.219544 	103.247276 	16.278820 	129.630249 	125.733849 	41.400482 	8.062258 	72.401657 	44.777225 	3.605551 	13.000000 	103.392456 	109.622078 	91.214035 	9.433981 	40.496914 	82.097504 	40.162170 	8.485281 	5.656854 	30.805843 	84.314888 	9.219544 	80.454956 	78.549347 	12.369317 	113.216606 	131.893890 	131.137329 	87.920418 	21.954498 	80.622574 	28.000000 	72.013885 	93.193344 	95.131485 	128.701202 	90.210861 	76.922035 	86.452301 	14.212670 	129.402466 	15.652476 	37.054016 	119.753914 	13.152946 	22.627417 	109.201645 	61.400326 	131.529465 	123.987900 	37.013512 	17.029387 	112.800713 	27.586229 	132.943604 	124.739731 	
