1	45
178	14.9314
189	30.9638
77	64.6538
109	50.1944
135	39.5597
36	10.6197
98	0
150	34.992
95	30.4655
29	18.4349
183	84.8056
107	59.4703
101	75.9638
55	74.8459
34	34.6242
191	46.5482
105	59.5889
37	41.2847
3	62.5256
193	39.2894
163	10.7389
64	58.3925
63	31.4296
111	75.5297
180	20.9735
4	62.2415
83	56.3099
118	0
5	64.204
75	44.3969
159	37.2079
166	65.6954
138	4.96974
53	29.1343
136	86.7755
13	73.8355
110	75.5792
35	52.8153
132	31.2184
88	64.7223
145	41.9872
114	63.1219
112	43.0585
82	8.22672
171	81.8699
31	83.3675
26	64.9037
21	84.7462
200	23.9625
176	8.84181
