181		29		94		1		0		10.8202		0		0		0		0
165		65		80		1		0		11.98		0		0		0		0
99		18		104		1		0		10.5546		0		0		0		0
19		79		72		1		0		12.6412		0		0		0		0
86		27		104		1		0		11.694		0		0		0		0
100		70		83		1		0		12.8504		0		0		0		0
20		104		32		1		0		12.3235		0		0		0		0
78		103		44		1		0		13.1438		0		0		0		0
119		108		30		1		0		12.083		0		0		0		0
140		116		13		1		0		13.55		0		0		0		0
116		93		61		1		0		13.1187		0		0		0		0
184		66		91		1		0		13.1029		0		0		0		0
68		85		75		1		0		13.3271		0		0		0		0
175		55		102		1		0		13.561		0		0		0		0
173		97		12		1		0		11.6629		0		0		0		0
48		90		44		1		0		11.6566		0		0		0		0
177		20		106		1		0		12.3694		0		0		0		0
93		102		52		1		0		12.6398		0		0		0		0
87		67		96		1		25		11.7068		13.7068		1		1		0
156		117		4		1		10		11.7068		13.7068		0		0		2
62		104		54		1		18		11.7184		13.7184		1		0		1
17		50		106		1		43		11.7201		13.7201		1		1		1
182		70		94		1		21		11.7201		13.7201		2		0		0
44		113		32		1		15		11.7444		13.7444		0		2		0
97		86		80		1		1		11.7456		13.7456		1		0		1
104		116		22		1		20		11.8068		13.8068		0		1		1
153		113		35		1		22		11.8296		13.8296		0		0		2
90		54		106		1		17		11.8962		13.8962		1		0		1
127		40		113		1		18		11.9871		13.9871		0		0		2
79		73		96		1		21		12.0603		14.0603		0		2		0
30		120		14		1		13		12.0814		14.0814		0		2		0
18		46		112		1		12		12.1078		14.1078		1		1		1
106		19		120		1		6		12.1495		14.1495		2		0		0
92		33		117		1		23		12.1565		14.1565		0		0		2
126		113		45		1		16		12.1631		14.1631		1		1		0
56		84		88		1		10		12.1655		14.1655		0		0		2
89		120		22		1		22		12.2		14.2		1		1		0
134		50		112		1		9		12.2654		14.2654		2		0		0
80		44		116		1		18		12.4065		14.4065		1		1		0
76		104		73		1		24		12.7063		14.7063		1		0		1
67		38		122		1		16		12.7781		14.7781		1		1		0
148		126		23		1		41		12.8082		14.8082		2		0		0
70		103		77		1		23		12.86		14.86		2		0		0
144		120		47		1		4		12.8876		14.8876		1		1		1
143		36		124		1		25		12.912		14.912		0		2		0
59		59		115		1		8		12.9252		14.9252		0		1		1
152		82		100		1		20		12.9321		14.9321		0		2		0
94		13		129		1		17		12.9653		14.9653		2		0		0
65		37		125		1		29		13.0361		15.0361		0		0		2
23		80		103		1		9		13.0419		15.0419		1		1		1
43		120		52		1		17		13.0782		15.0782		0		1		1
161		129		24		1		13		13.1214		15.1214		0		1		1
151		64		115		1		12		13.1609		15.1609		1		1		0
46		82		103		1		27		13.1655		15.1655		1		1		1
187		103		82		1		20		13.1655		15.1655		1		0		1
61		107		77		1		12		13.1826		15.1826		0		1		1
124		26		130		1		16		13.2575		15.2575		2		0		0
103		109		78		1		7		13.4034		15.4034		1		1		0
58		69		115		1		9		13.4112		15.4112		0		2		0
120		120		60		1		16		13.4164		15.4164		0		2		0
197		103		86		1		22		13.4183		15.4183		0		0		2
6		69		116		1		18		13.497		15.497		1		0		1
9		78		111		1		26		13.5665		15.5665		2		0		0
16		137		7		1		20		13.7179		15.7179		1		1		0
174		67		120		1		27		13.7437		15.7437		0		1		1
199		8		138		1		27		13.8232		15.8232		1		1		0
167		55		127		1		11		13.8398		15.8398		2		0		0
131		12		138		1		16		13.8521		15.8521		1		1		1
