11
160	40	132	2	0	0	14.8754
175	139	10	1	0	1	15.6143
111	107	63	2	0	0	14.1496
69	80	97	0	2	0	14.5247
147	77	100	1	1	1	14.586
57	35	123	0	2	0	14.6986
78	110	66	1	1	0	14.1808
31	84	99	0	0	2	14.9588
104	127	28	1	1	1	15.0006
42	109	71	1	1	0	14.9748
26	112	67	0	0	2	14.8755

nv	9	8	7

Vehicles departing from depots at the previous stage:
111	107	63	2	0	0	14.1496
69	80	97	0	2	0	14.5247
147	77	100	1	1	1	14.586
57	35	123	0	2	0	14.6986
78	110	66	1	1	0	14.1808
31	84	99	0	0	2	14.9588
104	127	28	1	1	1	15.0006
42	109	71	1	1	0	14.9748
26	112	67	0	0	2	14.8755
