UB = 1010
M = 100

Distance:
999.000000 	99.764725 	34.014702 	110.317726 	90.603531 	34.058773 	20.000000 	10.049875 	56.356010 	95.603348 	84.905830 	18.027756 	30.265491 	78.714676 	75.153175 	73.409805 	18.439089 	123.761871 	123.044708 	82.298241 	29.068884 	75.769386 	30.083218 	89.470665 	121.082619 	25.961510 	112.800713 	24.083189 	31.384710 	38.897301 	26.400757 	36.055511 	125.495018 	78.447433 	102.083298 	124.963997 	73.756355 	120.801491 	34.655445 	39.446167 	64.000000 	65.000000 	97.862144 	68.029404 	136.359818 	87.555695 	78.517517 	49.193497 	58.694122 	47.707443 	85.988373 	50.990196 	52.009613 	57.245087 	51.623638 	56.568542 	68.476273 	76.216797 	70.434364 	84.314888 	
99.764725 	999.000000 	69.641945 	10.816654 	18.439089 	78.721024 	119.670380 	106.150833 	50.328918 	17.000000 	28.284271 	116.516090 	85.866173 	37.054016 	41.000000 	43.011627 	103.464973 	24.083189 	23.430750 	35.355339 	128.817703 	44.045429 	93.037628 	32.893768 	23.409399 	123.405838 	22.561028 	117.324333 	130.598618 	90.476517 	112.507774 	135.473251 	28.460499 	50.487621 	31.144823 	28.861740 	57.140179 	29.017237 	106.103722 	99.020203 	73.109505 	73.061615 	43.566040 	71.000000 	39.560081 	54.708317 	64.776543 	97.984695 	87.692642 	102.883430 	62.361847 	149.201202 	108.415863 	100.448990 	114.560028 	116.417351 	106.301460 	98.081596 	117.720009 	120.016663 	
34.014702 	69.641945 	999.000000 	79.630394 	57.982758 	12.369317 	52.430908 	43.011627 	22.472204 	62.936478 	51.400391 	48.270073 	18.027756 	44.777225 	41.146080 	39.395432 	33.837849 	93.005379 	92.200867 	48.373547 	61.611687 	41.785164 	25.179358 	55.569775 	89.274857 	54.451813 	79.981247 	47.801674 	62.369865 	26.683329 	42.941822 	67.357254 	93.380943 	44.911022 	68.264191 	92.633690 	41.048752 	87.863533 	38.470768 	34.132095 	35.846897 	36.769554 	63.906181 	38.897301 	103.947105 	54.451813 	47.265209 	38.275318 	38.209946 	41.000000 	54.009258 	80.056229 	47.074409 	44.721359 	51.244511 	54.744862 	55.226807 	56.586216 	62.769421 	72.401657 	
110.317726 	10.816654 	79.630394 	999.000000 	24.515301 	88.192970 	130.176804 	116.846054 	59.481091 	21.023796 	34.365681 	126.905479 	95.383438 	43.566040 	47.853943 	50.009998 	113.463654 	13.453624 	12.727922 	41.194660 	139.344894 	50.487621 	102.474388 	37.054016 	13.152946 	133.686203 	17.029387 	127.412712 	141.014191 	99.403221 	122.331520 	145.910934 	18.248287 	56.035702 	31.384710 	19.026299 	63.198101 	21.189621 	115.381973 	107.935165 	80.062477 	79.906197 	45.221676 	77.524193 	29.120440 	58.549126 	70.007141 	106.254410 	95.126228 	111.328346 	66.483078 	159.455322 	116.691902 	108.171158 	123.032516 	124.619423 	113.282829 	104.120125 	124.951988 	126.194298 	
90.603531 	18.439089 	57.982758 	24.515301 	999.000000 	65.215027 	109.986366 	98.183502 	36.400551 	5.000000 	10.000000 	106.150833 	72.422371 	19.104973 	23.345236 	25.495098 	91.438507 	36.769554 	35.846897 	17.029387 	119.205704 	26.076809 	79.322128 	14.764823 	31.622776 	112.432205 	22.203604 	105.550934 	120.282997 	75.591003 	99.809822 	125.255737 	35.468296 	32.140316 	17.720045 	34.655445 	39.000000 	30.232433 	91.923882 	84.077347 	55.578773 	55.443665 	26.870058 	53.150730 	45.967381 	36.400551 	46.389652 	81.932899 	70.611610 	87.091904 	43.965897 	137.974640 	92.358002 	83.677956 	98.792709 	100.244698 	88.814415 	80.000000 	100.448990 	102.019608 	
34.058773 	78.721024 	12.369317 	88.192970 	65.215027 	999.000000 	49.396355 	44.011364 	28.844410 	70.000000 	57.384666 	44.283180 	7.211102 	49.517673 	45.343136 	43.278172 	27.202942 	101.355812 	100.498756 	53.075417 	58.180752 	45.000000 	14.317822 	60.207973 	96.834908 	49.091751 	86.556343 	41.231056 	57.801384 	14.317822 	34.713108 	62.769421 	100.603180 	46.065170 	73.000000 	99.639351 	40.496914 	94.175369 	27.513634 	22.000000 	30.066593 	31.064449 	66.370171 	34.000000 	110.751976 	54.424259 	44.553337 	26.000000 	28.017851 	28.635643 	52.172791 	73.756355 	34.713108 	32.756680 	39.051247 	42.426407 	43.600460 	46.615448 	50.566788 	60.802959 	
20.000000 	119.670380 	52.430908 	130.176804 	109.986366 	49.396355 	999.000000 	17.117243 	74.886581 	114.978256 	103.812332 	6.082763 	43.680660 	97.097885 	93.295227 	91.416626 	24.083189 	143.627991 	142.898560 	100.702530 	9.219544 	93.536087 	40.311287 	107.912003 	140.758652 	10.295630 	132.136292 	16.124516 	11.704700 	49.162994 	24.351591 	16.124516 	145.096527 	95.341492 	120.652390 	144.499130 	89.888817 	140.089264 	37.854988 	46.173584 	77.665955 	78.644768 	115.381973 	82.000000 	155.878159 	103.817146 	93.407707 	56.320511 	69.028976 	52.952808 	101.242287 	31.622776 	55.362442 	63.788715 	52.392746 	57.271286 	73.979729 	84.480766 	72.615425 	87.664131 	
10.049875 	106.150833 	43.011627 	116.846054 	98.183502 	44.011364 	17.117243 	999.000000 	65.000000 	103.174606 	93.059120 	18.439089 	40.311287 	87.321243 	83.934502 	82.280006 	26.627054 	130.230560 	129.556931 	90.873535 	24.698177 	84.758484 	39.849716 	97.989792 	128.062485 	26.172504 	120.370262 	27.730848 	28.635643 	48.764740 	32.649654 	32.572994 	132.612213 	87.800911 	110.462662 	132.200607 	83.360664 	128.413391 	43.011627 	48.754486 	74.006760 	75.006668 	106.892471 	78.006409 	143.600143 	97.082436 	88.362885 	58.694122 	68.658577 	56.824291 	95.754898 	48.507732 	60.745369 	66.708321 	59.665737 	64.660652 	77.820305 	86.023254 	79.056938 	93.295227 	
56.356010 	50.328918 	22.472204 	59.481091 	36.400551 	28.844410 	74.886581 	65.000000 	999.000000 	41.231056 	29.068884 	70.604530 	36.055511 	22.360680 	18.973665 	17.464249 	55.172459 	72.560318 	71.693794 	25.942244 	84.053551 	20.223749 	43.046486 	33.120991 	68.007355 	76.485291 	58.000000 	69.310890 	84.646324 	40.162170 	63.411354 	89.643738 	71.840103 	25.179358 	45.793011 	70.936592 	24.166092 	65.764732 	55.901699 	48.703182 	29.529646 	30.016663 	42.201897 	30.000000 	82.134033 	35.355339 	32.756680 	48.373547 	40.607880 	52.952808 	37.336308 	101.823380 	58.694122 	52.009613 	64.536812 	66.753281 	59.841457 	55.542778 	70.178345 	75.690155 	
95.603348 	17.000000 	62.936478 	21.023796 	5.000000 	70.000000 	114.978256 	103.174606 	41.231056 	999.000000 	13.601471 	111.126053 	77.201035 	22.803509 	27.202942 	29.410883 	96.332756 	32.572994 	31.622776 	20.223749 	124.197426 	29.614185 	84.053551 	16.278820 	26.925823 	117.379723 	17.204651 	110.453613 	125.255737 	80.131142 	104.637466 	130.230560 	30.610456 	35.014282 	15.264338 	29.732138 	42.190044 	25.238859 	96.566040 	88.588936 	59.228371 	59.033890 	26.627054 	56.568542 	41.012192 	38.078865 	49.040798 	86.162636 	74.464760 	91.389275 	45.891174 	142.898560 	96.566040 	87.641312 	103.077644 	104.403069 	92.395889 	83.096329 	104.139328 	105.171288 	
84.905830 	28.284271 	51.400391 	34.365681 	10.000000 	57.384666 	103.812332 	93.059120 	29.068884 	13.601471 	999.000000 	99.639351 	64.536812 	9.219544 	13.601471 	15.811388 	84.148682 	46.173584 	45.221676 	7.071068 	113.004425 	16.124516 	71.217972 	7.615773 	40.249222 	105.550934 	29.206163 	98.290382 	113.701363 	66.887962 	92.097771 	118.697090 	43.566040 	22.203604 	17.720045 	42.438190 	29.000000 	36.796738 	83.486526 	75.292763 	45.705578 	45.541191 	21.023796 	43.185646 	53.413483 	27.294687 	36.496574 	72.615425 	60.876926 	77.878113 	34.539833 	130.831955 	83.006027 	74.040527 	89.554451 	90.824005 	78.917679 	70.000000 	90.609047 	92.021736 	
18.027756 	116.516090 	48.270073 	126.905479 	106.150833 	44.283180 	6.082763 	18.439089 	70.604530 	111.126053 	99.639351 	999.000000 	38.275318 	92.655273 	88.752464 	86.821655 	18.248287 	140.356689 	139.603012 	96.260063 	13.928389 	88.836929 	34.525352 	103.469803 	137.186005 	8.062258 	128.222458 	10.630146 	14.142136 	43.289722 	18.384777 	19.104973 	141.428421 	90.338257 	116.249733 	140.758652 	84.693565 	136.124939 	31.780497 	40.112343 	72.034714 	73.006851 	110.535065 	76.400261 	152.108521 	98.615417 	87.931793 	50.249378 	63.071388 	46.872166 	95.817535 	33.120991 	49.335587 	57.706154 	46.518814 	51.429562 	67.911705 	78.409180 	66.708321 	81.706795 	
