Total assets = 526
Number of asset nodes = 33

Distance:
999.000000 	10.770329 	16.278820 	20.248457 	95.383438 	29.614185 	112.898186 	39.560081 	72.567207 	43.680660 	113.207771 	75.927597 	40.853397 	43.081318 	73.824112 	50.447994 	72.339478 	77.929459 	79.630394 	75.059975 	79.227524 	48.010414 	44.922153 	71.196907 	66.098412 	52.345009 	90.199776 	81.743500 	87.800911 	86.400230 	87.641312 	84.504440 	78.032043 	87.920418 	88.255310 	82.365044 	97.015465 	110.652611 	91.241440 	109.238274 	109.444046 	115.169441 	
10.770329 	999.000000 	9.219544 	9.486833 	104.009613 	19.104973 	121.827744 	41.194660 	79.056938 	46.043457 	122.065559 	82.540901 	42.296574 	44.407207 	79.812279 	53.037724 	77.878113 	83.934502 	85.375641 	80.062477 	84.528099 	46.615448 	37.121422 	74.060783 	67.742157 	48.826221 	94.085068 	83.725746 	89.805344 	88.119240 	89.269257 	85.375641 	77.077881 	89.050545 	89.269257 	81.706795 	98.994949 	114.017540 	90.824005 	111.646767 	111.758667 	115.948265 	
16.278820 	9.219544 	999.000000 	10.440307 	101.828285 	15.811388 	119.970833 	34.058773 	74.732857 	39.204590 	120.104118 	78.294319 	35.014282 	37.000000 	75.026665 	46.173584 	72.732384 	79.120163 	80.324341 	74.464760 	79.120163 	37.947330 	28.792360 	67.067131 	60.133186 	39.661064 	87.572830 	76.164299 	82.219215 	80.399002 	81.498466 	77.278717 	68.352028 	81.049370 	81.215759 	73.054771 	91.350975 	107.074738 	82.219215 	104.172935 	104.235313 	107.707939 	
20.248457 	9.486833 	10.440307 	999.000000 	111.606453 	10.049875 	129.630249 	44.283180 	85.088188 	49.497475 	129.807556 	88.639717 	45.177429 	47.095646 	85.440041 	56.435802 	83.168503 	89.537704 	90.757919 	84.899940 	89.560036 	46.872166 	31.240999 	77.233414 	70.007141 	47.010635 	97.867256 	86.023254 	92.048897 	90.138779 	91.197586 	86.700638 	76.922035 	90.553848 	90.669731 	81.743500 	101.123688 	117.209213 	90.956032 	114.039467 	114.070152 	116.901665 	
95.383438 	104.009613 	101.828285 	111.606453 	999.000000 	117.034180 	18.439089 	76.400261 	34.176014 	71.847061 	18.384777 	31.320919 	76.609398 	76.275818 	37.363083 	68.095520 	41.484936 	35.510563 	37.215588 	44.721359 	41.194660 	86.954010 	114.017540 	61.392181 	69.921387 	97.128784 	53.460266 	68.117546 	69.028976 	71.000000 	72.006943 	77.103828 	88.459030 	76.000000 	77.000000 	87.692642 	71.847061 	64.884514 	89.022469 	73.054771 	74.000000 	90.520714 	
29.614185 	19.104973 	15.811388 	10.049875 	117.034180 	999.000000 	135.281189 	45.541191 	88.684837 	50.921509 	135.369858 	92.282173 	46.173584 	47.801674 	88.549423 	57.567352 	85.906929 	92.574295 	93.520050 	87.091904 	91.923882 	45.011108 	23.600847 	77.665955 	69.584480 	42.953465 	98.716766 	85.375641 	91.268837 	89.140335 	90.088844 	85.005882 	73.824112 	89.000000 	89.005615 	78.771820 	100.124924 	117.239075 	87.965904 	113.216606 	113.159180 	114.529472 	
112.898186 	121.827744 	119.970833 	129.630249 	18.439089 	135.281189 	999.000000 	94.810333 	51.884487 	90.210861 	1.414214 	48.754486 	95.000000 	94.625580 	54.625999 	86.284416 	58.694122 	52.201534 	53.450912 	61.351448 	57.280014 	105.152267 	132.438660 	78.108902 	87.091904 	115.247559 	67.186310 	83.546394 	83.600243 	85.842880 	86.700638 	92.395889 	104.809349 	90.796478 	91.787796 	103.585716 	85.005882 	74.525162 	103.947105 	83.862984 	84.852814 	101.833199 	
39.560081 	41.194660 	34.058773 	44.283180 	76.400261 	45.541191 	94.810333 	999.000000 	44.687805 	5.385165 	94.641426 	48.270073 	1.414214 	3.605551 	43.829212 	12.165525 	40.816662 	47.707443 	48.373547 	41.629318 	46.518814 	14.142136 	37.643059 	33.015148 	26.683329 	24.020824 	53.600372 	42.579338 	48.662102 	47.074409 	48.270073 	44.944408 	39.698868 	48.383881 	48.703182 	43.600460 	57.870544 	73.027390 	52.153618 	70.455658 	70.576202 	75.610847 	
72.567207 	79.056938 	74.732857 	85.088188 	34.176014 	88.684837 	51.884487 	44.687805 	999.000000 	39.623226 	51.478149 	3.605551 	44.598206 	43.840622 	4.472136 	34.828148 	8.062258 	6.708204 	9.433981 	12.649111 	12.041595 	53.600372 	82.024384 	28.017851 	35.902645 	63.513779 	28.319605 	36.878178 	39.560081 	40.804413 	42.059483 	45.705578 	55.145264 	45.607018 	46.572525 	55.009090 	45.276924 	47.434166 	57.870544 	51.623638 	52.345009 	66.287254 	
43.680660 	46.043457 	39.204590 	49.497475 	71.847061 	50.921509 	90.210861 	5.385165 	39.623226 	999.000000 	90.000000 	43.185646 	5.000000 	4.472136 	38.600517 	7.000000 	35.510563 	42.438190 	43.046486 	36.249138 	41.146080 	16.278820 	42.449970 	28.017851 	22.472204 	26.683329 	48.373547 	38.078865 	44.147480 	42.720020 	43.965897 	41.146080 	37.536648 	44.384682 	44.777225 	41.036568 	53.366657 	68.000000 	49.203659 	65.764732 	65.924202 	71.693794 	
