70	70
33	78
59	52
10	137
4	28
25	26
86	37
1	109
6	135
32	79
24	26
86	36
95	35
63	50
100	106
99	112
36	135
57	59
8	124
85	106
103	69
109	131
43	140
115	134
98	70
112	67
102	104
93	75
90	104
127	108
84	99
113	69
129	9
18	38
30	27
25	80
17	37
32	106
43	135
61	59
104	106
109	71
121	110
61	48
74	99
89	73
21	25
99	28
101	96
9	114
121	112
137	6
118	131
34	82
4	125
26	105
35	123
21	48
21	115
99	108
1	34
94	70
74	93
32	128
94	73
135	3
97	28
59	56
80	97
134	31
103	34
30	79
4	30
87	39
90	101
119	136
78	92
110	66
62	58
127	112
113	71
34	104
2	28
17	43
1	24
112	71
135	0
125	108
8	138
103	111
57	53
98	31
116	132
28	99
137	3
29	28
94	105
92	107
10	134
34	79
94	72
35	76
76	99
127	28
8	119
102	110
24	24
64	61
22	38
88	72
107	63
33	131
123	112
67	55
39	128
136	0
93	36
7	115
21	44
28	74
86	102
19	37
84	36
118	108
132	24
6	25
28	78
2	132
22	22
88	35
94	104
74	96
0	117
99	96
119	114
28	107
133	12
35	102
36	105
84	39
34	138
136	29
33	133
16	39
32	77
122	131
77	100
96	26
127	29
91	95
42	136
36	132
103	106
107	105
96	74
63	57
122	113
14	131
30	31
40	132
99	26
10	118
102	60
120	136
97	29
19	39
27	77
30	24
126	112
105	110
118	114
135	6
111	66
95	77
139	10
61	54
16	38
16	138
91	78
91	71
0	27
6	113
119	139
35	99
31	112
5	119
3	135
30	136
20	39
131	11
28	33
4	23
87	108
21	26
121	134
119	130
91	108
130	27
101	107
34	108
131	31
