Total assets = 604
Number of asset nodes = 33

Distance:
999.000000 	18.439089 	2.236068 	16.124516 	32.802441 	44.944408 	5.830952 	61.846584 	33.837849 	63.134777 	52.345009 	65.946945 	11.045361 	14.000000 	20.615528 	46.400433 	82.855293 	92.086914 	16.124516 	46.872166 	14.866069 	30.016663 	67.882248 	21.000000 	77.233414 	65.795135 	28.231188 	41.400482 	17.888544 	85.912750 	37.215588 	60.959003 	48.918301 	59.405388 	20.615528 	79.931221 	35.341194 	41.677334 	39.623226 	49.929951 	83.486526 	38.118237 	64.140472 	52.697250 	35.510563 	26.248810 	71.449280 	53.000000 	27.459061 	61.717098 	
18.439089 	999.000000 	18.027756 	34.409302 	14.422205 	26.832815 	21.023796 	80.056229 	52.201534 	45.188496 	70.767227 	84.219948 	15.033297 	30.463093 	38.013157 	64.815125 	99.764725 	110.000000 	16.492422 	65.215027 	19.104973 	14.035668 	86.278618 	37.000000 	95.524864 	84.219948 	14.317822 	23.706539 	22.360680 	104.139328 	20.615528 	42.520584 	30.805843 	77.801025 	33.241539 	98.290382 	20.024984 	25.000000 	56.302753 	32.695564 	101.911728 	54.120235 	82.377182 	35.341194 	24.351591 	32.015621 	53.037724 	35.846897 	31.016125 	79.755875 	
2.236068 	18.027756 	999.000000 	16.401220 	32.449963 	44.777225 	4.123106 	62.801273 	34.205261 	63.063461 	53.037724 	66.843102 	9.000000 	13.152946 	20.248457 	46.861500 	84.308952 	93.193344 	14.035668 	47.201694 	12.649111 	28.844410 	68.622154 	20.099751 	78.102493 	66.468040 	26.832815 	40.459858 	15.652476 	86.833176 	36.055511 	60.440052 	48.104053 	59.816387 	18.973665 	80.721741 	34.000000 	40.496914 	39.051247 	48.826221 	84.148682 	37.336308 	64.350601 	51.613953 	33.734257 	24.083189 	70.837845 	51.865211 	25.238859 	61.773781 	
16.124516 	34.409302 	16.401220 	999.000000 	48.826221 	61.057350 	14.212670 	47.169907 	17.804493 	79.259071 	36.878178 	51.039200 	23.021729 	8.000000 	6.708204 	30.479502 	70.604530 	77.897369 	26.832815 	30.805843 	23.769728 	44.687805 	52.497620 	10.630146 	62.201286 	50.249378 	42.201897 	56.586216 	24.738634 	71.028160 	51.855568 	76.837494 	64.350601 	43.416588 	16.763054 	64.660652 	49.406479 	56.222771 	25.019993 	64.660652 	67.896980 	24.515301 	48.020828 	67.475922 	47.423622 	28.160255 	87.206650 	67.623962 	31.016125 	45.617977 	
32.802441 	14.422205 	32.449963 	48.826221 	999.000000 	12.649111 	35.355339 	94.069122 	66.610809 	31.016125 	85.041168 	98.290382 	28.460499 	44.721359 	52.354561 	79.202271 	112.680969 	123.693169 	28.284271 	79.630394 	31.575306 	12.529964 	100.498756 	51.078373 	109.603828 	98.493652 	16.155495 	13.038404 	34.234486 	118.139748 	13.892444 	28.284271 	18.027756 	92.200867 	46.572525 	112.449989 	16.278820 	16.763054 	70.384659 	22.022715 	116.180893 	68.007355 	96.798759 	24.186773 	25.000000 	43.000000 	38.948685 	25.079872 	41.109608 	94.154129 	
44.944408 	26.832815 	44.777225 	61.057350 	12.649111 	999.000000 	47.853943 	105.418213 	78.771820 	18.384777 	96.829750 	109.713264 	41.109608 	57.271286 	64.845970 	91.263351 	122.641754 	134.536240 	40.792156 	91.809586 	44.147480 	23.086792 	112.160599 	63.694584 	121.016525 	110.258789 	27.073973 	15.811388 	46.690472 	129.417923 	20.615528 	17.888544 	14.317822 	104.292854 	59.203041 	123.987900 	24.351591 	20.808653 	83.006027 	21.095022 	127.914032 	80.653580 	109.077957 	21.931713 	33.837849 	55.145264 	28.653097 	23.259407 	53.009434 	106.550461 	
5.830952 	21.023796 	4.123106 	14.212670 	35.355339 	47.853943 	999.000000 	61.294373 	31.827662 	66.211784 	51.088158 	65.215027 	8.944272 	9.486833 	17.000000 	44.553337 	83.815269 	91.923882 	13.341664 	44.687805 	11.000000 	30.479502 	66.708321 	16.278820 	76.400261 	64.443771 	28.017851 	42.426407 	13.341664 	85.211502 	37.643059 	63.007935 	50.249378 	57.384666 	14.866069 	78.873314 	35.227829 	42.011902 	35.440090 	50.447994 	82.073135 	33.541019 	61.611687 	53.263496 	33.837849 	20.808653 	73.246162 	53.413483 	22.360680 	58.830265 	
61.846584 	80.056229 	62.801273 	47.169907 	94.069122 	105.418213 	61.294373 	999.000000 	31.016125 	122.788437 	12.041595 	4.472136 	70.178345 	54.120235 	47.010635 	20.099751 	28.635643 	30.870699 	73.925636 	22.000000 	70.710678 	91.607857 	9.000000 	51.264023 	15.620500 	9.486833 	89.308456 	103.232750 	71.112587 	24.083189 	98.812958 	122.347862 	110.751976 	15.811388 	59.464275 	18.867962 	96.519424 	103.227905 	41.000000 	111.606453 	23.769728 	45.011108 	21.931713 	114.402794 	94.413979 	71.470276 	133.003754 	114.621117 	74.946648 	25.612497 	
33.837849 	52.201534 	34.205261 	17.804493 	66.610809 	78.771820 	31.827662 	31.016125 	999.000000 	96.896851 	19.723083 	34.438351 	40.360870 	23.600847 	16.124516 	12.727922 	57.218880 	61.846584 	43.600460 	13.038404 	40.224369 	62.241467 	35.227829 	20.248457 	45.276924 	32.802441 	59.548298 	74.249580 	40.311287 	54.203320 	69.354164 	94.641426 	82.073135 	25.612497 	28.460499 	47.434166 	66.708321 	73.661385 	16.278820 	82.134033 	50.328918 	18.867962 	30.413813 	84.958817 	63.812225 	40.521599 	104.995239 	85.041168 	43.965897 	28.460499 	
63.134777 	45.188496 	63.063461 	79.259071 	31.016125 	18.384777 	66.211784 	122.788437 	96.896851 	999.000000 	114.621117 	127.141655 	59.464275 	75.643906 	83.192551 	109.293182 	138.538803 	151.320847 	58.940647 	109.931801 	62.361847 	40.311287 	129.807556 	82.079231 	138.408813 	128.003906 	44.283180 	30.066593 	64.761101 	146.659470 	36.013885 	12.727922 	23.769728 	122.331520 	77.491936 	141.495590 	40.012497 	34.365681 	101.390335 	30.083218 	145.602203 	99.020203 	127.263504 	29.068884 	49.162994 	72.835434 	18.248287 	30.413813 	70.455658 	124.823875 	
