Total assets = 1132
Number of asset nodes = 67

Distance:
999.000000 	105.688217 	91.241440 	71.867935 	9.848858 	130.602448 	80.056229 	60.530983 	17.204651 	64.629715 	92.027168 	134.792435 	95.519630 	20.248457 	112.729767 	94.868332 	69.584480 	64.195015 	145.206757 	65.069191 	110.693268 	47.675991 	73.552704 	111.615410 	103.730423 	25.709921 	116.077560 	162.606888 	127.455872 	160.078110 	157.003189 	60.406952 	101.651367 	28.231188 	128.809937 	86.833176 	136.952545 	69.065186 	56.515484 	70.114189 	145.773804 	125.924583 	36.235340 	40.311287 	128.316010 	89.140335 	86.023254 	141.767410 	79.158073 	71.847061 	56.859474 	137.884003 	103.097038 	133.899216 	61.269894 	92.086914 	64.884514 	65.795135 	106.381386 	89.358826 	96.020828 	70.007141 	75.272835 	123.178734 	126.589890 	86.683334 	111.040535 	91.482239 	118.038132 	110.367569 	111.364265 	95.603348 	126.253716 	126.035706 	100.687637 	112.587746 	118.869675 	116.709038 	121.655251 	126.495056 	
105.688217 	999.000000 	17.000000 	38.013157 	100.603180 	26.627054 	32.202484 	56.938564 	106.216759 	54.120235 	27.073973 	29.206163 	25.019993 	107.517441 	15.811388 	27.018513 	52.000000 	57.697487 	40.311287 	59.093147 	19.104973 	77.388626 	50.596443 	19.798990 	24.698177 	125.495018 	21.633308 	59.203041 	25.000000 	56.080299 	52.345009 	70.263786 	31.320919 	113.899078 	27.018513 	45.099888 	32.280025 	63.245552 	77.820305 	63.890530 	40.249222 	28.160255 	107.615051 	104.043259 	31.320919 	52.000000 	55.081757 	38.470768 	62.801273 	70.342018 	88.141930 	37.013512 	43.965897 	37.107952 	90.620087 	61.073727 	89.196411 	88.865067 	50.921509 	65.000000 	59.413803 	86.400230 	83.952370 	51.855568 	51.623638 	82.219215 	63.906181 	82.006096 	61.294373 	69.260376 	69.570107 	83.054199 	61.400326 	65.459915 	84.380089 	83.677956 	82.873398 	85.726311 	83.006027 	89.157166 	
91.241440 	17.000000 	999.000000 	21.260292 	85.440041 	43.566040 	15.231546 	39.962482 	90.426765 	37.121422 	13.416408 	45.276924 	13.453624 	91.547798 	21.840330 	15.000000 	35.114101 	40.718548 	56.850681 	42.154476 	21.023796 	60.464867 	33.955853 	22.022715 	18.788294 	109.808922 	26.172504 	76.026314 	36.249138 	72.801102 	68.883957 	53.310413 	22.671568 	97.590981 	37.696156 	30.413813 	45.793011 	46.572525 	60.835846 	47.296936 	55.000000 	35.693138 	90.906548 	87.200920 	38.470768 	37.854988 	40.311287 	50.566788 	47.042534 	53.935146 	71.175842 	47.127487 	34.205261 	44.407207 	73.736015 	47.296936 	72.422371 	72.124893 	41.400482 	50.635956 	46.486557 	69.856995 	67.742157 	48.020828 	49.193497 	67.029846 	54.083271 	67.364677 	53.758720 	58.668560 	59.169250 	68.883957 	56.400356 	59.548298 	70.830788 	72.090218 	72.560318 	74.686012 	73.246162 	79.611557 	
71.867935 	38.013157 	21.260292 	999.000000 	65.299309 	64.637451 	8.246211 	19.313208 	69.634758 	17.262676 	20.396078 	66.528191 	23.769728 	70.604530 	41.340054 	23.345236 	17.117243 	21.213203 	78.102493 	23.086792 	38.910152 	39.446167 	18.027756 	39.812057 	32.015621 	89.050545 	44.283180 	97.200821 	56.302753 	94.021271 	90.138779 	33.734257 	31.016125 	76.419891 	57.454330 	23.600847 	66.400299 	29.068884 	40.804413 	30.149628 	75.927597 	54.129475 	69.656296 	66.030296 	56.462376 	30.413813 	30.610456 	70.491135 	33.241539 	37.215588 	51.244511 	66.189125 	36.687874 	62.032249 	54.341511 	39.051247 	53.600372 	53.460266 	42.544094 	40.496914 	40.311287 	52.038448 	51.156624 	55.731499 	58.309521 	53.450912 	52.697250 	55.154327 	55.946404 	55.443665 	56.222771 	57.697487 	61.684681 	63.324562 	60.901562 	65.946945 	68.622154 	69.354164 	70.178345 	76.485291 	
9.848858 	100.603180 	85.440041 	65.299309 	999.000000 	126.150703 	73.348480 	52.392746 	10.049875 	56.515484 	85.088188 	129.807556 	88.639717 	13.152946 	106.550461 	87.846458 	61.392181 	55.731499 	140.584488 	56.435802 	104.201729 	38.209946 	65.306969 	105.095192 	96.772926 	25.806976 	109.567329 	158.492905 	121.433105 	155.794739 	152.502457 	51.088158 	94.244362 	22.090721 	122.674362 	78.644768 	131.228806 	60.008331 	46.872166 	61.000000 	140.346008 	119.406868 	27.784887 	31.240999 	121.671692 	80.504662 	77.233414 	135.694504 	70.007141 	62.393909 	47.010635 	131.487640 	94.921021 	127.121986 	51.429562 	83.000000 	55.036350 	55.946404 	97.867256 	80.099937 	87.022987 	60.166435 	65.459915 	114.934761 	118.456741 	76.922035 	102.004898 	81.743500 	109.224541 	101.123688 	102.122475 	85.866173 	117.613777 	117.209213 	90.956032 	102.961159 	109.329773 	107.079407 	112.147224 	116.901665 	
130.602448 	26.627054 	43.566040 	64.637451 	126.150703 	999.000000 	58.668560 	83.528435 	132.230865 	80.622574 	51.865211 	8.944272 	49.040798 	133.660019 	31.064449 	50.960770 	78.262383 	84.118965 	14.764823 	85.422478 	36.055511 	104.009613 	76.557167 	36.013885 	45.398239 	151.380310 	34.132095 	32.649654 	24.166092 	29.698484 	26.400757 	96.602280 	52.345009 	140.264038 	25.942244 	69.375786 	20.615528 	89.157166 	104.235313 	89.693924 	21.377558 	32.310989 	134.201340 	130.667511 	34.438351 	75.504967 	79.075912 	28.017851 	87.641312 	95.859268 	114.490173 	31.827662 	64.031242 	37.443291 	116.777565 	83.862984 	115.156418 	114.769333 	70.028564 	88.283630 	81.394104 	112.008926 	109.110039 	64.560051 	62.625874 	106.099007 	82.298241 	105.223572 	77.278717 	88.204308 	88.277969 	105.683487 	74.330345 	79.120163 	106.230881 	103.174606 	100.841461 	104.479660 	100.284592 	105.905617 	
80.056229 	32.202484 	15.231546 	8.246211 	73.348480 	58.668560 	999.000000 	25.000000 	77.388626 	21.954498 	12.165525 	59.816387 	15.524175 	78.236816 	33.600594 	15.132746 	19.924858 	25.495098 	71.610054 	26.925823 	30.886890 	45.607018 	19.104973 	31.764761 	23.769728 	96.798759 	36.235340 	90.972527 	48.600410 	87.658424 	83.600243 	38.078865 	23.021729 	83.737686 	49.648766 	19.416489 	58.898216 	31.575306 	45.617977 	32.388271 	68.622154 	46.065170 	76.419891 	72.470680 	48.332184 	26.925823 	28.231188 	62.681736 	33.241539 	39.204590 	55.946404 	58.180752 	29.966648 	53.851646 	58.523499 	36.235340 	57.280014 	57.008770 	36.359318 	38.626415 	36.619667 	54.918121 	53.150730 	48.270073 	50.635956 	53.600372 	47.507893 	54.571056 	49.739319 	50.931328 	51.623638 	56.612720 	54.781384 	56.797886 	59.236813 	62.681736 	64.536812 	65.802734 	65.795135 	72.180328 	
60.530983 	56.938564 	39.962482 	19.313208 	52.392746 	83.528435 	25.000000 	999.000000 	54.625999 	4.123106 	34.828148 	84.811554 	38.418747 	55.009090 	58.000000 	37.202152 	9.055386 	5.000000 	96.607452 	7.071068 	54.671749 	20.615528 	13.038404 	55.443665 	46.043457 	73.790245 	59.816387 	115.935326 	72.917763 	112.645462 	108.600182 	15.000000 	42.485291 	59.640591 	73.756355 	26.305893 	83.450584 	14.212670 	21.587032 	15.620500 	93.348808 	69.404610 	51.623638 	47.507893 	71.281136 	29.154760 	26.683329 	86.683334 	23.021729 	21.954498 	32.015621 	81.608826 	42.579338 	76.321686 	35.355339 	34.176014 	35.014282 	35.000000 	46.010868 	33.120991 	37.363083 	34.365681 	34.785053 	62.649822 	66.098412 	40.224369 	52.172791 	43.278172 	58.215118 	52.810986 	53.758720 	46.690472 	66.000000 	66.189125 	50.931328 	59.363289 	63.953106 	63.285069 	66.211784 	72.006943 	
17.204651 	106.216759 	90.426765 	69.634758 	10.049875 	132.230865 	77.388626 	54.625999 	999.000000 	58.694122 	88.684837 	135.369858 	92.282173 	3.162278 	110.941429 	91.301697 	63.324562 	57.245087 	146.454773 	57.567352 	108.226616 	37.483330 	67.067131 	109.077957 	100.239716 	19.416489 	113.534134 	164.769531 	125.924583 	161.929001 	158.448730 	50.487621 	97.082436 	12.041595 	127.027557 	80.324341 	136.014709 	60.016663 	45.011108 	60.827625 	145.416641 	123.308556 	19.104973 	23.600847 	125.399361 	81.252693 	77.665955 	140.064270 	69.584480 	61.073727 	42.953465 	135.484314 	96.462425 	130.648376 	46.840153 	82.607506 	50.695168 	51.662365 	98.716766 	79.227524 	86.833176 	56.293873 	61.983868 	116.211014 	119.920807 	73.824112 	101.597244 	78.771820 	109.329773 	100.124924 	101.123688 	82.873398 	118.067780 	117.239075 	87.965904 	100.498756 	107.228729 	104.580116 	110.163513 	114.529472 	
64.629715 	54.120235 	37.121422 	17.262676 	56.515484 	80.622574 	21.954498 	4.123106 	58.694122 	999.000000 	31.144823 	81.608826 	34.713108 	59.033890 	54.451813 	33.421551 	5.000000 	4.000000 	93.477272 	6.082763 	50.990196 	24.041630 	9.000000 	51.739735 	42.201897 	77.820305 	56.080299 	112.898186 	69.310890 	109.553642 	105.437187 	16.492422 	38.470768 	63.513779 	70.092796 	22.203604 	79.906197 	13.000000 	23.769728 	14.317822 	89.872131 	65.604881 	55.226807 	50.931328 	67.424034 	25.317978 	23.086792 	82.975899 	20.518284 	21.189621 	34.176014 	77.801025 	38.470768 	72.401657 	37.107952 	30.870699 	36.345562 	36.221542 	42.000000 	30.232433 	33.837849 	35.014282 	34.713108 	58.549126 	61.983868 	38.948685 	48.507732 	41.617306 	54.332310 	49.396355 	50.328918 	44.821869 	62.008064 	62.289646 	48.836460 	56.612720 	60.901562 	60.464867 	63.063461 	68.963760 	
