UB = 842
M = 120

Distance:
999.000000 	32.756680 	76.216797 	87.045967 	45.880280 	17.464249 	14.317822 	35.014282 	20.000000 	59.135437 	22.803509 	75.179787 	28.160255 	40.000000 	73.348480 	57.489128 	42.801868 	82.365044 	93.477272 	48.041649 	38.470768 	86.833176 	37.589893 	95.015785 	40.718548 	79.711983 	115.108643 	98.112183 	63.285069 	36.055511 	63.126858 	42.544094 	76.902534 	77.878113 	71.449280 	60.745369 	119.854080 	109.567329 	91.923882 	54.037025 	94.593872 	65.459915 	103.445641 	100.439034 	59.941639 	62.433964 	80.808418 	74.464760 	95.425362 	79.511009 	93.861603 	90.077744 	91.000000 	101.636604 	101.533249 	103.754517 	109.590149 	
32.756680 	999.000000 	48.826221 	61.057350 	14.212670 	36.878178 	42.941822 	6.708204 	30.479502 	26.832815 	30.805843 	44.687805 	52.497620 	10.630146 	42.201897 	24.738634 	71.028160 	51.855568 	64.350601 	16.763054 	64.660652 	56.222771 	25.019993 	64.660652 	24.515301 	47.423622 	87.206650 	67.623962 	31.016125 	45.617977 	31.144823 	28.442924 	44.147480 	45.122055 	39.012817 	87.114868 	90.553848 	78.230431 	59.203041 	67.977936 	61.846584 	41.036568 	70.837845 	67.683083 	60.133186 	60.008331 	52.773098 	50.931328 	65.000000 	64.845970 	66.189125 	66.068146 	66.843102 	73.409805 	79.246452 	80.808418 	87.114868 	
76.216797 	48.826221 	999.000000 	12.649111 	35.355339 	85.041168 	89.196411 	52.354561 	79.202271 	28.284271 	79.630394 	12.529964 	100.498756 	51.078373 	16.155495 	34.234486 	118.139748 	13.892444 	18.027756 	46.572525 	112.449989 	16.763054 	70.384659 	22.022715 	68.007355 	25.000000 	38.948685 	25.079872 	41.109608 	94.154129 	43.104523 	71.784401 	33.541019 	34.000000 	40.521599 	135.103668 	43.908997 	38.052597 	37.643059 	116.468880 	40.607880 	68.029404 	42.544094 	45.486263 	104.995239 	103.580887 	66.760765 	75.538071 	66.037865 	98.005104 	76.557167 	85.164543 	85.440041 	80.131142 	98.671173 	98.681305 	104.752090 	
87.045967 	61.057350 	12.649111 	999.000000 	47.853943 	96.829750 	100.419121 	64.845970 	91.263351 	40.792156 	91.809586 	23.086792 	112.160599 	63.694584 	27.073973 	46.690472 	129.417923 	20.615528 	14.317822 	59.203041 	123.987900 	20.808653 	83.006027 	21.095022 	80.653580 	33.837849 	28.653097 	23.259407 	53.009434 	106.550461 	55.009090 	84.433403 	43.416588 	43.680660 	51.478149 	146.659470 	35.440090 	35.440090 	43.829212 	128.891434 	46.400433 	80.024994 	45.453274 	50.249378 	117.643532 	116.211014 	77.466118 	87.143562 	74.732857 	110.040901 	86.330757 	95.900993 	96.104111 	89.157166 	109.142113 	108.931168 	114.843369 	
45.880280 	14.212670 	35.355339 	47.853943 	999.000000 	51.088158 	56.938564 	17.000000 	44.553337 	13.341664 	44.687805 	30.479502 	66.708321 	16.278820 	28.017851 	13.341664 	85.211502 	37.643059 	50.249378 	14.866069 	78.873314 	42.011902 	35.440090 	50.447994 	33.541019 	33.837849 	73.246162 	53.413483 	22.360680 	58.830265 	23.323807 	37.483330 	32.015621 	33.015148 	29.120440 	101.316338 	76.380623 	64.140472 	46.529560 	81.123360 	49.365982 	41.593269 	57.723480 	55.326305 	70.611610 	69.720871 	48.836460 	51.107731 	57.697487 	69.375786 	61.846584 	64.815125 	65.436989 	68.242218 	78.600258 	79.649231 	86.052307 	
17.464249 	36.878178 	85.041168 	96.829750 	51.088158 	999.000000 	10.770329 	35.846897 	8.062258 	63.245552 	10.049875 	81.565926 	15.620500 	39.812057 	79.025314 	60.033325 	34.481880 	88.729927 	101.138519 	47.927029 	27.802877 	93.085983 	29.017237 	101.533249 	33.000000 	83.528435 	123.794182 	104.484451 	63.324562 	18.788294 	62.625874 	33.241539 	78.721024 	79.624115 	71.512238 	50.249378 	127.404869 	114.856430 	93.941475 	37.054016 	96.254868 	58.137768 	105.990562 	101.769348 	43.266617 	46.227695 	75.000000 	65.924202 	91.350975 	66.370171 	87.206650 	81.024689 	82.000000 	95.189285 	91.082382 	93.605553 	99.020203 	
14.317822 	42.941822 	89.196411 	100.419121 	56.938564 	10.770329 	999.000000 	43.324360 	18.248287 	69.771057 	20.615528 	87.091904 	14.142136 	47.801674 	84.905830 	67.230942 	29.000000 	94.302704 	106.042442 	56.044624 	24.186773 	98.737022 	39.319206 	107.074738 	43.185646 	90.338257 	128.144455 	110.113579 	71.568146 	27.658634 	71.063354 	43.737854 	86.377083 	87.315521 	79.812279 	46.615448 	132.438660 	121.078484 	101.592323 	41.773197 	104.062485 	68.468971 	113.463654 	109.731491 	52.497620 	55.865910 	85.094063 	76.485291 	101.079178 	77.025970 	97.514099 	91.678787 	92.649879 	105.475113 	101.843018 	104.355164 	109.786156 	
35.014282 	6.708204 	52.354561 	64.845970 	17.000000 	35.846897 	43.324360 	999.000000 	28.600698 	27.658634 	28.319605 	46.754681 	51.312767 	5.099020 	43.840622 	24.186773 	70.327805 	53.758720 	66.843102 	13.038404 	63.513779 	57.982758 	19.104973 	66.468040 	18.110771 	47.707443 	90.000000 	69.310890 	28.442924 	41.880783 	28.160255 	22.090721 	43.081318 	44.011364 	36.674240 	85.603737 	92.698433 	79.202271 	58.309521 	64.140472 	60.745369 	34.828148 	70.263786 	66.407829 	54.451813 	54.037025 	47.539455 	44.687805 	60.827625 	58.137768 	60.926186 	60.000000 	60.802959 	68.352028 	73.000000 	74.652527 	80.919716 	
20.000000 	30.479502 	79.202271 	91.263351 	44.553337 	8.062258 	18.248287 	28.600698 	999.000000 	56.222771 	2.828427 	74.966660 	22.825424 	32.249031 	72.249565 	52.697250 	42.047592 	82.073135 	94.794518 	40.249222 	34.985710 	86.371292 	21.095022 	94.847244 	25.019993 	76.275818 	117.686020 	97.744568 	55.542778 	18.000000 	54.781384 	25.495098 	71.119621 	72.006943 	63.694584 	57.008770 	120.917328 	107.800743 	86.313385 	39.293766 	88.566360 	50.249378 	98.412399 	94.021271 	40.311287 	42.544094 	67.007462 	58.249462 	83.294655 	60.216278 	79.309517 	73.498299 	74.464760 	87.281158 	83.934502 	86.377083 	91.923882 	
59.135437 	26.832815 	28.284271 	40.792156 	13.341664 	63.245552 	69.771057 	27.658634 	56.222771 	999.000000 	55.973209 	19.723083 	78.816238 	24.839485 	16.401220 	6.000000 	97.637085 	26.400757 	39.962482 	18.788294 	91.021973 	30.479502 	43.566040 	38.948685 	40.706264 	20.615528 	63.285069 	41.725292 	14.764823 	68.883957 	16.552946 	44.283180 	19.104973 	20.099751 	18.601076 	113.229858 	65.299309 	51.613953 	33.241539 	90.801979 	36.124783 	40.447498 	44.384682 	42.107006 	77.252831 	75.584389 	42.720020 	48.764740 	48.010414 	70.178345 	54.671749 	60.373837 	60.827625 	60.108234 	74.242844 	74.793045 	81.123360 	
