70	70
101	0
26	50
30	57
29	60
69	116
137	137
103	119
78	111
107	25
17	138
37	138
20	69
121	123
22	104
137	7
50	106
46	112
79	72
104	32
8	87
109	139
80	103
78	63
95	135
37	79
64	132
133	130
39	13
120	14
10	86
140	42
121	124
42	29
44	58
32	6
41	36
106	10
107	102
83	38
132	133
81	57
120	52
113	32
137	101
82	103
10	111
90	44
139	73
89	24
64	138
98	4
61	34
60	84
13	48
84	88
86	40
69	115
59	115
105	2
107	77
104	54
54	33
32	52
37	125
99	34
38	122
85	75
109	131
103	77
47	83
139	68
88	29
39	100
48	47
104	73
9	19
103	44
73	96
44	116
71	70
83	12
36	54
16	92
56	139
27	104
67	96
34	72
120	22
54	106
63	129
33	117
102	52
13	129
34	20
114	109
86	80
33	0
18	104
70	83
12	48
