57		54		41		1		0		8.77319		8.77319		0		0		0
97		18		70		1		0		9.19547		9.19547		0		0		0
158		66		40		1		0		9.67471		9.67471		0		0		0
176		60		54		1		0		9.42964		9.42964		0		0		0
38		37		73		1		0		9.74794		9.74794		0		0		0
10		61		57		1		0		10.2098		10.2098		0		0		0
110		83		12		1		0		8.3863		8.3863		0		0		0
83		10		86		1		0		8.65794		8.65794		0		0		0
175		37		79		1		0		9.85928		9.85928		0		0		0
48		8		87		1		0		10.7224		10.7224		0		0		0
42		81		36		1		0		10.4748		10.4748		0		0		0
29		90		14		1		0		9.87149		9.87149		0		0		0
92		83		38		1		18		9.12853		11.1285		2		0		0
183		89		24		1		23		9.21792		11.2179		0		0		2
76		88		29		1		21		9.26553		11.2655		0		0		2
23		16		92		1		5		9.33809		11.3381		0		0		2
81		92		22		1		18		9.45939		11.4594		1		1		1
8		86		40		1		31		9.48472		11.4847		1		0		1
109		54		78		1		27		9.48683		11.4868		0		1		1
40		47		83		1		9		9.53834		11.5383		1		1		0
75		35		90		1		36		9.6566		11.6566		1		0		1
56		89		39		1		17		9.717		11.717		1		1		0
65		97		12		1		20		9.77394		11.7739		1		1		1
134		98		4		1		12		9.80816		11.8082		1		0		1
115		29		94		1		2		9.83717		11.8372		2		0		0
98		58		80		1		16		9.8813		11.8813		2		0		0
156		81		57		1		10		9.90454		11.9045		0		0		2
59		5		99		1		12		9.91262		11.9126		0		0		2
120		71		70		1		22		9.97046		11.9705		1		1		1
68		90		44		1		15		10.018		12.018		1		1		0
133		78		63		1		12		10.0265		12.0265		1		1		0
28		101		0		1		8		10.1		12.1		2		0		0
141		65		80		1		20		10.3078		12.3078		1		1		0
46		60		84		1		22		10.3228		12.3228		1		1		0
151		99		34		1		7		10.4676		12.4676		0		2		0
196		105		2		1		1		10.5019		12.5019		0		0		2
84		51		92		1		41		10.519		12.519		1		1		0
25		66		82		1		20		10.5262		12.5262		0		2		0
24		18		104		1		4		10.5546		12.5546		1		1		0
128		2		106		1		10		10.6019		12.6019		0		2		0
20		22		104		1		13		10.6301		12.6301		0		1		1
181		106		10		1		9		10.6471		12.6471		0		1		1
150		79		72		1		18		10.6888		12.6888		0		1		1
58		39		100		1		34		10.7336		12.7336		0		1		1
199		27		104		1		13		10.7448		12.7448		0		0		2
179		20		106		1		11		10.787		12.787		1		0		1
106		70		83		1		6		10.8577		12.8577		2		0		0
138		104		32		1		18		10.8812		12.8812		0		0		2
26		107		25		1		15		10.9882		12.9882		0		2		0
198		93		61		1		9		11.1221		13.1221		0		2		0
53		58		95		1		31		11.1306		13.1306		0		1		1
78		10		111		1		18		11.145		13.145		1		1		1
64		103		44		1		32		11.2004		13.2004		1		0		1
37		108		30		1		21		11.2089		13.2089		1		0		1
197		66		91		1		20		11.2414		13.2414		0		2		0
88		79		80		1		33		11.2432		13.2432		1		0		1
62		112		13		1		16		11.2752		13.2752		2		0		0
82		85		75		1		15		11.3358		13.3358		1		0		1
117		110		28		1		13		11.3508		13.3508		0		0		2
15		102		52		1		40		11.449		13.449		1		1		1
139		55		102		1		34		11.5884		13.5884		0		0		2
118		116		13		1		13		11.6726		13.6726		1		1		1
