Total assets = 647
Number of asset nodes = 34

Distance:
999.000000 	34.058773 	9.055386 	13.601471 	9.848858 	10.440307 	12.041595 	27.730848 	14.212670 	19.416489 	26.172504 	53.254108 	30.000000 	56.222771 	26.832815 	49.979996 	29.966648 	33.541019 	33.015148 	33.837849 	34.481880 	36.400551 	35.846897 	36.235340 	38.275318 	46.010868 	38.910152 	37.643059 	39.812057 	46.389652 	40.249222 	41.036568 	41.725292 	44.654228 	44.821869 	45.000000 	45.793011 	47.539455 	50.289165 	47.507893 	49.203659 	49.648766 	50.219517 	52.153618 	54.671749 	56.035702 	62.289646 	
34.058773 	999.000000 	41.880783 	46.872166 	32.695564 	40.706264 	43.416588 	14.317822 	39.217342 	30.149628 	23.345236 	22.360680 	4.472136 	90.271812 	50.990196 	26.570660 	39.319206 	41.773197 	45.276924 	45.398239 	43.737854 	40.804413 	44.911022 	44.147480 	41.436699 	36.124783 	44.922153 	55.036350 	45.221676 	40.000000 	62.128899 	54.589375 	55.578773 	63.071388 	61.294373 	62.201286 	65.030762 	70.114189 	48.548943 	62.649822 	65.490456 	67.268120 	67.364677 	70.256676 	64.195015 	62.769421 	72.111023 	
9.055386 	41.880783 	999.000000 	5.000000 	11.180340 	4.123106 	3.605551 	33.421551 	10.198039 	20.615528 	29.546574 	59.548298 	38.078865 	48.795490 	19.849434 	54.589375 	28.284271 	31.575306 	29.732138 	30.675724 	32.015621 	35.227829 	33.241539 	33.955853 	37.215588 	47.675991 	36.878178 	32.015621 	37.854988 	47.095646 	33.015148 	36.359318 	36.891735 	38.209946 	38.948685 	38.897301 	39.051247 	39.824615 	49.365982 	41.868843 	43.139309 	43.185646 	43.863426 	45.453274 	50.249378 	52.325901 	57.428215 	
13.601471 	46.872166 	5.000000 	999.000000 	15.811388 	7.615773 	5.099020 	38.288380 	13.152946 	24.698177 	34.000000 	64.443771 	43.046486 	43.840622 	19.416489 	59.169250 	31.000000 	34.058773 	31.575306 	32.557640 	34.234486 	38.000000 	35.355339 	36.221542 	40.000000 	51.419842 	39.204590 	32.249031 	40.199501 	50.487621 	31.827662 	37.161808 	37.576588 	37.643059 	38.832977 	38.600517 	38.209946 	38.013157 	52.038448 	41.880783 	42.801868 	42.520584 	43.278172 	44.553337 	50.990196 	53.488316 	57.801384 	
9.848858 	32.695564 	11.180340 	15.811388 	999.000000 	8.485281 	11.313708 	22.627417 	7.000000 	10.000000 	18.384777 	48.795490 	29.410883 	59.464275 	20.223749 	43.416588 	20.124611 	23.706539 	23.430750 	24.207438 	24.698177 	26.570660 	26.076809 	26.419689 	28.460499 	37.121422 	29.068884 	29.154760 	29.966648 	37.054016 	33.241539 	31.890438 	32.649654 	36.674240 	36.359318 	36.715118 	38.078865 	41.000000 	40.521599 	38.832977 	40.816662 	41.593269 	42.059483 	44.283180 	45.276924 	46.400433 	53.037724 	
10.440307 	40.706264 	4.123106 	7.615773 	8.485281 	999.000000 	2.828427 	31.112698 	6.082763 	17.088007 	26.419689 	57.280014 	37.161808 	50.990196 	16.643316 	51.623638 	24.186773 	27.459061 	25.632011 	26.570660 	27.892651 	31.144823 	29.120440 	29.832869 	33.136082 	43.931767 	32.756680 	28.319605 	33.734257 	43.185646 	30.016663 	32.449963 	33.015148 	34.828148 	35.355339 	35.383614 	35.805027 	37.161808 	45.276924 	38.209946 	39.623226 	39.824615 	40.459858 	42.201897 	46.324940 	48.301140 	53.600372 	
12.041595 	43.416588 	3.605551 	5.099020 	11.313708 	2.828427 	999.000000 	33.941124 	8.062258 	19.697716 	29.154760 	60.108234 	39.812057 	48.166378 	16.278820 	54.378304 	26.019224 	29.154760 	26.925823 	27.892651 	29.427877 	33.015148 	30.594116 	31.400637 	35.014282 	46.324940 	34.365681 	28.600698 	35.355339 	45.398239 	29.410883 	33.120991 	33.615471 	34.655445 	35.468296 	35.383614 	35.468296 	36.235340 	47.095646 	38.418747 	39.623226 	39.623226 	40.311287 	41.868843 	47.010635 	49.244289 	54.083271 	
27.730848 	14.317822 	33.421551 	38.288380 	22.627417 	31.112698 	33.941124 	999.000000 	28.017851 	17.088007 	9.055386 	26.172504 	13.892444 	82.073135 	38.275318 	22.561028 	25.079872 	27.459061 	31.064449 	31.144823 	29.427877 	26.570660 	30.594116 	29.832869 	27.313000 	24.698177 	30.675724 	41.012192 	31.016125 	27.658634 	48.507732 	40.311287 	41.303753 	49.000000 	47.095646 	48.041649 	51.009804 	56.435802 	35.468296 	48.373547 	51.244511 	53.084839 	53.150730 	56.080299 	49.979996 	48.754486 	57.939625 	
14.212670 	39.217342 	10.198039 	13.152946 	7.000000 	6.082763 	8.062258 	28.017851 	999.000000 	12.206555 	22.022715 	53.907330 	36.138622 	55.000000 	13.341664 	47.201694 	18.110771 	21.377558 	19.697716 	20.615528 	21.840330 	25.079872 	23.086792 	23.769728 	27.073973 	38.327538 	26.683329 	23.430750 	27.658634 	37.336308 	26.570660 	27.018513 	27.658634 	30.528675 	30.610456 	30.805843 	31.764761 	34.205261 	39.204590 	33.301651 	35.000000 	35.510563 	36.055511 	38.078865 	40.804413 	42.544094 	48.270073 	
19.416489 	30.149628 	20.615528 	24.698177 	10.000000 	17.088007 	19.697716 	17.088007 	12.206555 	999.000000 	9.899495 	42.201897 	28.017851 	67.201187 	21.189621 	35.000000 	12.041595 	15.556349 	17.000000 	17.492855 	17.029387 	17.492855 	18.439089 	18.384777 	19.235384 	27.166155 	20.615528 	25.495098 	21.400934 	27.073973 	32.015621 	26.400757 	27.313000 	33.541019 	32.280025 	32.984844 	35.355339 	40.012497 	31.016125 	34.176014 	36.687874 	38.078865 	38.327538 	41.000000 	38.600517 	38.897301 	46.615448 	
