15
99	111	66	0	2	0	14.6376
167	91	95	0	0	2	15.0563
134	112	71	1	0	0	14.2206
38	86	102	1	0	1	15.3341
148	113	71	0	2	0	15.2456
22	90	101	1	0	0	14.9498
13	87	108	0	1	1	15.8195
108	100	99	1	1	0	15.4945
189	94	105	1	0	1	16.0913
130	116	83	0	1	1	15.8472
199	140	36	0	1	1	15.5971
52	116	22	1	0	0	13.6652
168	113	35	1	0	0	13.6449
73	102	60	1	0	0	13.5183
146	120	14	1	0	0	13.8538

nv	9	8	7

Vehicles departing from depots at the previous stage:
52	116	22	1	0	0	13.6652
168	113	35	1	0	0	13.6449
73	102	60	1	0	0	13.5183
146	120	14	1	0	0	13.8538
