31	58.5948
76	84.8521
70	72.5252
93	41.4237
18	64.7468
55	53.3256
28	15.8114
52	10.7389
73	30.4655
83	46.3322
88	65.9426
89	69.2277
92	10.3449
72	73.8108
99	30.7355
90	50.6482
101	49.6859
58	33.0793
12	73.5112
67	52.1635
17	30.8885
41	31.4091
38	49.8645
42	35.5874
22	48.2961
10	51.2743
13	51.1466
30	47.8913
60	49.8828
23	28.5462
62	16.6992
82	41.9872
56	38.1788
71	25.71
34	49.1223
87	42.4664
86	43.7707
46	42.788
57	42.8068
24	40.3776
32	35.0201
39	41.6335
33	41.4087
53	36.3986
51	45.4696
66	51.8974
75	38.3569
100	48.8141
95	48.5763
54	45
