Total assets = 750
Number of asset nodes = 40

Distance:
999.000000 	125.781555 	34.000000 	186.724396 	92.347168 	103.464973 	88.323273 	105.342300 	34.132095 	108.046288 	119.037811 	81.024689 	127.424484 	127.769325 	100.767059 	96.166519 	95.880135 	93.407707 	92.179176 	41.109608 	32.557640 	40.199501 	103.846039 	101.390335 	41.773197 	99.924973 	102.107788 	104.292854 	105.261581 	99.040398 	108.415863 	102.391403 	103.160072 	105.323311 	118.456741 	121.016525 	117.388245 	118.376518 	120.668968 	125.319588 	121.494858 	122.641754 	127.283150 	125.602547 	126.589890 	107.004669 	114.000000 	117.017090 	116.004311 	113.017700 	120.004166 	119.016808 	117.068359 	118.067780 	117.209213 	
125.781555 	999.000000 	97.452553 	72.449982 	39.661064 	28.178005 	44.654228 	27.313000 	99.357941 	18.027756 	9.219544 	45.607018 	5.099020 	4.000000 	47.759815 	37.589893 	38.470768 	41.182522 	42.544094 	94.111633 	102.825096 	95.524864 	34.481880 	37.000000 	97.580734 	39.217342 	37.643059 	36.138622 	35.902645 	43.011627 	34.365681 	40.261642 	41.000000 	39.623226 	37.483330 	40.024994 	43.416588 	43.566040 	41.976185 	39.217342 	43.174065 	42.449970 	39.924931 	43.324360 	43.657761 	60.074955 	61.131008 	59.413803 	60.299255 	63.071388 	60.827625 	63.639610 	65.375839 	65.490456 	68.359344 	
34.000000 	97.452553 	999.000000 	163.835281 	60.827625 	72.560318 	56.364883 	74.303429 	3.000000 	80.659782 	91.967384 	51.855568 	99.904953 	100.004997 	83.006027 	64.404968 	63.976559 	61.326992 	60.008331 	7.615773 	6.324555 	7.211102 	71.693794 	69.079666 	10.630146 	67.416618 	69.641945 	71.867935 	72.801102 	66.098412 	75.960518 	69.570107 	70.213959 	72.422371 	85.440041 	87.800911 	83.952370 	84.929382 	87.321243 	92.179176 	88.073830 	89.269257 	94.111633 	92.195442 	93.171883 	73.006851 	80.000000 	83.024094 	82.006096 	79.025314 	86.005814 	85.023529 	83.096329 	84.095184 	83.294655 	
186.724396 	72.449982 	163.835281 	999.000000 	111.400177 	100.463921 	116.297035 	99.724625 	166.207703 	85.088188 	74.242844 	113.740936 	68.154236 	68.709534 	87.200920 	109.772491 	110.693268 	113.318138 	114.634201 	162.049377 	169.805771 	163.444183 	106.892471 	109.444046 	166.147522 	111.664673 	110.054535 	108.466583 	108.157295 	115.433968 	106.320274 	112.578865 	113.225441 	111.682587 	106.705200 	108.189651 	112.614388 	112.449989 	110.168053 	105.683487 	111.018013 	109.895409 	105.475113 	109.553642 	109.457756 	131.026718 	130.698120 	128.269241 	129.402466 	132.834488 	128.875916 	131.973480 	134.212524 	134.082062 	137.186005 	
92.347168 	39.661064 	60.827625 	111.400177 	999.000000 	12.041595 	5.000000 	13.601471 	62.265560 	27.459061 	37.336308 	14.866069 	43.416588 	43.046486 	54.129475 	4.000000 	4.123106 	3.605551 	4.123106 	56.302753 	65.513359 	57.688820 	12.000000 	10.198039 	59.203041 	9.848858 	11.401754 	13.152946 	14.142136 	12.041595 	17.029387 	13.416408 	14.764823 	16.155495 	28.284271 	31.575306 	29.732138 	30.675724 	32.015621 	35.227829 	33.241539 	33.955853 	37.215588 	36.878178 	37.854988 	33.015148 	38.209946 	38.948685 	38.897301 	39.051247 	41.868843 	43.139309 	43.185646 	43.863426 	45.453274 	
103.464973 	28.178005 	72.560318 	100.463921 	12.041595 	999.000000 	16.970562 	2.000000 	74.094536 	19.416489 	27.294687 	23.194826 	32.310989 	31.780497 	52.009613 	9.433981 	10.295630 	13.038404 	14.422205 	68.242218 	77.388626 	69.634758 	8.544003 	10.049875 	71.217972 	12.000000 	11.180340 	10.770329 	11.180340 	16.000000 	12.041595 	14.317822 	15.524175 	15.231546 	22.472204 	26.076809 	26.172504 	26.907248 	27.202942 	28.635643 	28.600698 	28.844410 	30.463093 	31.384710 	32.249031 	36.400551 	39.812057 	39.446167 	39.824615 	41.231056 	41.880783 	43.908997 	44.721359 	45.177429 	47.423622 	
88.323273 	44.654228 	56.364883 	116.297035 	5.000000 	16.970562 	999.000000 	18.439089 	57.706154 	32.015621 	42.154476 	14.212670 	48.373547 	48.020828 	56.648037 	8.062258 	7.615773 	5.099020 	4.000000 	51.623638 	60.901562 	53.000000 	15.524175 	13.152946 	54.405884 	12.000000 	14.035668 	16.124516 	17.117243 	12.649111 	20.223749 	15.132746 	16.278820 	18.110771 	31.000000 	34.058773 	31.575306 	32.557640 	34.234486 	38.000000 	35.355339 	36.221542 	40.000000 	39.204590 	40.199501 	31.827662 	37.643059 	38.832977 	38.600517 	38.209946 	41.880783 	42.801868 	42.520584 	43.278172 	44.553337 	
105.342300 	27.313000 	74.303429 	99.724625 	13.601471 	2.000000 	18.439089 	999.000000 	75.802376 	19.924858 	27.073973 	25.179358 	31.622776 	31.016125 	53.263496 	10.630146 	11.401754 	14.212670 	15.620500 	69.892776 	79.075912 	71.281136 	8.062258 	10.049875 	72.801102 	12.165525 	11.000000 	10.198039 	10.440307 	16.124516 	10.816654 	14.035668 	15.132746 	14.560220 	20.808653 	24.413111 	24.758837 	25.455845 	25.612497 	26.832815 	27.018513 	27.202942 	28.635643 	29.681644 	30.528675 	35.902645 	39.000000 	38.470768 	38.910152 	40.496914 	40.816662 	42.941822 	43.863426 	44.283180 	46.615448 	
34.132095 	99.357941 	3.000000 	166.207703 	62.265560 	74.094536 	57.706154 	75.802376 	999.000000 	82.734512 	94.047859 	53.814495 	101.911728 	101.980392 	85.796272 	65.764732 	65.299309 	62.609905 	61.269894 	7.000000 	3.605551 	6.082763 	72.917763 	70.263786 	8.602325 	68.541962 	70.774292 	73.006851 	73.925636 	67.067131 	77.077881 	70.576202 	71.168816 	73.389374 	86.330757 	88.600227 	84.646324 	85.615417 	88.056801 	93.005379 	88.769363 	89.988892 	94.921021 	92.892410 	93.861603 	73.109505 	80.056229 	83.150467 	82.097504 	79.006332 	86.092972 	85.005882 	83.006027 	84.005951 	83.096329 	
108.046288 	18.027756 	80.659782 	85.088188 	27.459061 	19.416489 	32.015621 	19.924858 	82.734512 	999.000000 	11.313708 	29.068884 	19.416489 	19.723083 	35.608986 	27.018513 	28.017851 	30.149628 	31.257000 	77.897369 	86.267029 	79.309517 	27.892651 	29.427877 	81.688431 	31.257000 	30.594116 	30.083218 	30.364452 	35.227829 	30.463093 	33.734257 	34.928497 	34.481880 	38.600517 	42.011902 	43.566040 	44.102154 	43.600460 	43.139309 	45.000000 	44.821869 	44.553337 	46.754681 	47.423622 	55.785301 	58.872746 	58.180752 	58.694122 	60.406952 	60.373837 	62.649822 	63.694584 	64.078079 	66.483078 	
