29		63		57		1		0		10.391		10.391		0		0		0
2		10		86		1		0		10.4417		10.4417		0		0		0
154		67		55		1		0		10.4939		10.4939		0		0		0
61		8		87		1		0		9.38584		9.38584		0		0		0
175		47		83		1		0		11.4922		11.4922		0		0		0
132		89		39		1		0		9.717		9.717		0		0		0
8		96		26		1		0		11.834		11.834		0		0		0
157		93		36		1		0		11.8603		11.8603		0		0		0
25		90		44		1		0		11.8383		11.8383		0		0		0
143		78		63		1		0		11.8339		11.8339		0		0		0
180		97		28		1		0		10.9044		10.9044		0		0		0
16		97		29		1		0		10.7409		10.7409		0		0		0
103		95		35		1		0		10.8973		10.8973		0		0		0
69		99		26		1		0		11.9751		11.9751		0		0		0
184		98		31		1		10		10.2786		12.2786		1		1		0
19		99		28		1		30		10.2883		12.2883		1		1		0
85		28		99		1		9		10.2883		12.2883		1		0		1
65		60		84		1		10		10.3228		12.3228		1		1		1
197		99		34		1		23		10.4676		12.4676		2		0		0
135		35		99		1		10		10.5005		12.5005		0		0		2
96		105		2		1		15		10.5019		12.5019		0		2		0
68		66		82		1		17		10.5262		12.5262		0		2		0
14		18		104		1		10		10.5546		12.5546		2		0		0
117		106		10		1		20		10.6471		12.6471		1		1		1
5		79		72		1		18		10.6888		12.6888		0		2		0
59		35		102		1		15		10.7838		12.7838		0		1		1
200		26		105		1		12		10.8171		12.8171		2		0		0
185		103		34		1		20		10.8467		12.8467		2		0		0
114		34		104		1		7		10.9417		12.9417		1		0		1
81		107		25		1		40		10.9882		12.9882		0		0		2
128		28		107		1		2		11.0603		13.0603		1		1		1
177		32		106		1		8		11.0725		13.0725		0		2		0
192		36		105		1		27		11.1		13.1		0		2		0
31		58		95		1		10		11.1306		13.1306		0		1		1
76		10		111		1		20		11.145		13.145		0		2		0
153		103		44		1		40		11.2004		13.2004		0		1		1
191		108		30		1		33		11.2089		13.2089		1		1		0
141		66		91		1		16		11.2414		13.2414		1		0		1
149		112		13		1		14		11.2752		13.2752		0		0		2
70		34		108		1		20		11.3225		13.3225		2		0		0
93		85		75		1		30		11.3358		13.3358		1		1		0
106		31		112		1		20		11.6211		13.6211		0		1		1
119		21		115		1		8		11.6902		13.6902		2		0		0
170		104		54		1		10		11.7184		13.7184		0		1		1
18		50		106		1		20		11.7201		13.7201		1		1		0
55		70		94		1		20		11.7201		13.7201		2		0		0
28		113		32		1		20		11.7444		13.7444		2		0		0
155		86		80		1		10		11.7456		13.7456		0		1		1
52		116		22		1		30		11.8068		13.8068		0		0		2
168		113		35		1		10		11.8296		13.8296		1		1		0
73		102		60		1		20		11.8338		13.8338		1		1		0
146		120		14		1		10		12.0814		14.0814		0		0		2
138		19		120		1		30		12.1495		14.1495		1		1		0
127		113		45		1		13		12.1631		14.1631		1		0		1
