10		99		53		1		0		12.8014		12.8014		0		0		0
85		7		113		1		0		12.0795		12.0795		0		0		0
55		105		49		1		0		13.4087		13.4087		0		0		0
117		95		68		1		0		13.6206		13.6206		0		0		0
201		85		85		1		0		13.9046		13.9046		0		0		0
102		119		20		1		0		14.0538		14.0538		0		0		0
162		116		34		1		0		13.7821		13.7821		0		0		0
181		18		123		1		0		14.1546		14.1546		0		0		0
39		60		111		1		0		14.5927		14.5927		0		0		0
178		75		103		1		0		14.5349		14.5349		0		0		0
24		94		59		0		0		13.0403		13.0403		0		0		0
12		93		61		0		0		12.9611		12.9611		0		0		0
191		126		20		1		20		12.7577		14.7577		1		1		1
52		90		91		1		10		12.7988		14.7988		2		0		0
194		128		0		1		20		12.8		14.8		1		1		0
42		91		91		1		20		12.8693		14.8693		2		0		0
48		117		55		1		10		12.9283		14.9283		0		0		2
22		94		89		1		20		12.9449		14.9449		0		0		2
167		60		115		1		10		12.9711		14.9711		1		1		1
196		114		63		1		20		13.025		15.025		1		0		1
135		70		110		1		10		13.0384		15.0384		1		1		0
195		130		16		1		20		13.0981		15.0981		1		0		1
21		131		4		1		10		13.1061		15.1061		1		0		1
80		111		70		1		30		13.1229		15.1229		0		1		1
157		113		67		1		10		13.137		15.137		1		0		1
66		104		82		1		10		13.2439		15.2439		2		0		0
23		70		113		1		10		13.2925		15.2925		1		1		0
184		106		81		1		40		13.3405		15.3405		1		1		0
186		14		133		1		10		13.3735		15.3735		1		1		0
88		83		105		1		30		13.3843		15.3843		0		1		1
79		66		117		1		20		13.4332		15.4332		0		2		0
4		111		78		1		20		13.5665		15.5665		1		0		1
57		4		137		1		30		13.7058		15.7058		1		0		1
192		72		117		1		20		13.7379		15.7379		0		2		0
190		123		64		1		30		13.8654		15.8654		2		0		0
164		86		109		1		30		13.8842		15.8842		1		0		1
103		62		125		1		20		13.9531		15.9531		0		1		1
151		73		119		1		20		13.9607		15.9607		0		0		2
9		67		123		1		20		14.0064		16.0064		1		1		0
44		77		117		1		10		14.0064		16.0064		0		0		2
155		95		103		1		20		14.0121		16.0121		0		1		1
169		94		104		1		20		14.0186		16.0186		1		1		1
99		62		128		1		20		14.2225		16.2225		0		2		0
77		66		131		1		10		14.6687		16.6687		1		1		0
200		129		77		1		40		15.0233		17.0233		2		0		0
152		79		128		1		20		15.0416		17.0416		0		1		1
70		86		124		1		20		15.0904		17.0904		0		2		0
76		98		116		1		20		15.1855		17.1855		0		2		0
182		92		123		1		10		15.36		17.36		1		0		1
173		95		121		1		10		15.3838		17.3838		1		1		0
98		81		135		1		20		15.7436		17.7436		0		1		1
32		96		138		1		20		16.8107		18.8107		0		0		2
