175	47	83	1	0	0	11.3627
157	93	36	1	0	0	10.9717
84	101	0	0	0	0	10.1
197	99	34	2	0	0	12.1298
135	35	99	0	0	0	10.5005
96	105	2	0	0	0	10.5019
117	106	10	0	0	0	10.6471
59	35	102	1	0	1	11.9796
200	26	105	1	1	1	12.1769
177	32	106	1	0	0	11.9808
31	58	95	2	0	0	12.6575
69	99	26	0	0	0	10.2357
65	60	84	0	1	1	11.5362
14	18	104	0	0	0	10.5546
5	79	72	0	2	0	12.1528
81	107	25	0	2	0	12.8663
192	36	105	0	2	0	13.0839
25	90	44	0	0	0	10.018
143	78	63	0	0	0	10.0265
19	99	28	0	0	2	11.7941
68	66	82	0	0	2	12.308
185	103	34	0	0	0	10.8467
79	57	53	0	0	0	9.57212
91	83	12	0	0	0	9.53643
