Total assets = 560
Number of asset nodes = 33

Distance:
999.000000 	72.138756 	52.201534 	43.081318 	94.921021 	12.727922 	39.446167 	79.246452 	38.013157 	23.021729 	17.464249 	75.802376 	50.990196 	54.561890 	16.124516 	20.615528 	13.038404 	10.049875 	2.828427 	39.051247 	72.945183 	53.712196 	28.017851 	23.194826 	108.903625 	24.515301 	70.327805 	17.088007 	32.015621 	71.196907 	62.649822 	57.428215 	75.663727 	127.561752 	87.920418 	124.579292 	120.933868 	24.207438 	60.083275 	45.343136 	89.044930 	45.177429 	98.005104 	30.083218 	25.238859 	31.384710 	107.447662 	85.475143 	40.249222 	37.947330 	87.658424 	48.093658 	
72.138756 	999.000000 	21.470911 	113.225441 	23.706539 	84.864601 	34.985710 	7.211102 	109.877205 	56.938564 	88.526833 	10.295630 	28.635643 	26.172504 	85.276024 	84.905830 	59.548298 	79.025314 	72.249565 	111.126053 	13.453624 	28.160255 	54.561890 	60.415230 	36.878178 	61.717098 	17.492855 	80.448738 	52.924473 	18.027756 	24.515301 	129.189789 	19.104973 	56.035702 	21.023796 	52.801514 	48.918301 	72.897186 	31.400637 	117.388245 	23.086792 	46.529560 	28.160255 	65.551506 	80.529495 	66.128662 	36.235340 	24.698177 	110.887329 	107.200745 	27.856777 	53.150730 	
52.201534 	21.470911 	999.000000 	94.514549 	45.177429 	64.815125 	13.601471 	28.017851 	90.210861 	35.510563 	67.896980 	23.600847 	9.848858 	9.899495 	64.381676 	67.230942 	40.311287 	60.033325 	52.697250 	91.214035 	21.023796 	11.401754 	33.105892 	38.948685 	58.008621 	40.249222 	19.416489 	59.203041 	31.622776 	20.396078 	15.811388 	109.622078 	24.738634 	77.388626 	35.846897 	74.060783 	70.000000 	51.429562 	19.209373 	97.000000 	37.121422 	27.166155 	45.803928 	44.271889 	59.059292 	44.922153 	55.317268 	34.481880 	89.938866 	86.052307 	37.107952 	34.525352 	
43.081318 	113.225441 	94.514549 	999.000000 	134.825821 	31.780497 	82.292160 	120.432556 	10.816654 	65.253349 	33.000000 	117.991524 	94.021271 	97.575615 	38.000000 	29.000000 	54.203320 	34.481880 	42.047592 	13.453624 	115.485931 	96.772926 	70.092796 	64.327286 	149.305054 	64.938431 	113.145920 	46.000000 	73.979729 	114.039467 	105.702415 	18.384777 	118.511604 	167.092789 	130.361038 	164.438431 	161.198639 	59.008472 	103.121284 	20.591261 	131.609268 	87.321243 	140.132080 	68.183578 	54.230988 	69.115845 	149.214615 	128.351074 	29.732138 	34.409302 	130.613937 	88.955048 	
94.921021 	23.706539 	45.177429 	134.825821 	999.000000 	107.628990 	58.668560 	17.720045 	132.230865 	80.622574 	111.664673 	26.076809 	51.865211 	49.040798 	108.600182 	106.042442 	82.073135 	101.138519 	94.794518 	133.660019 	31.064449 	50.960770 	78.262383 	84.118965 	14.764823 	85.422478 	36.055511 	104.009613 	76.557167 	36.013885 	45.398239 	151.380310 	34.132095 	32.649654 	24.166092 	29.698484 	26.400757 	96.602280 	52.345009 	140.264038 	25.942244 	69.375786 	20.615528 	89.157166 	104.235313 	89.693924 	21.377558 	32.310989 	134.201340 	130.667511 	34.438351 	75.504967 	
12.727922 	84.864601 	64.815125 	31.780497 	107.628990 	999.000000 	51.865211 	91.967384 	25.553865 	33.526108 	7.280110 	88.408142 	63.134777 	66.730804 	9.899495 	17.804493 	25.612497 	10.049875 	13.038404 	26.400757 	85.445892 	65.764732 	38.327538 	32.557640 	121.630585 	33.241539 	82.680107 	16.552946 	42.201897 	83.528435 	74.706093 	44.944408 	87.982956 	140.264038 	100.439034 	137.295303 	133.660019 	28.635643 	71.693794 	32.649654 	101.513542 	55.542778 	110.602890 	37.054016 	25.942244 	38.118237 	120.104118 	97.754799 	28.460499 	27.166155 	99.849884 	57.314919 	
39.446167 	34.985710 	13.601471 	82.292160 	58.668560 	51.865211 	999.000000 	41.617306 	77.388626 	21.954498 	54.561890 	36.796738 	12.165525 	15.524175 	50.911690 	56.044624 	28.460499 	47.927029 	40.249222 	78.236816 	33.600594 	15.132746 	19.924858 	25.495098 	71.610054 	26.925823 	30.886890 	45.607018 	19.104973 	31.764761 	23.769728 	96.798759 	36.235340 	90.972527 	48.600410 	87.658424 	83.600243 	38.078865 	23.021729 	83.737686 	49.648766 	19.416489 	58.898216 	31.575306 	45.617977 	32.388271 	68.622154 	46.065170 	76.419891 	72.470680 	48.332184 	26.925823 	
79.246452 	7.211102 	28.017851 	120.432556 	17.720045 	91.967384 	41.617306 	999.000000 	117.034180 	63.513779 	95.524864 	9.486833 	34.176014 	31.320919 	92.195442 	92.114059 	66.708321 	86.214851 	79.397736 	118.258194 	14.317822 	33.241539 	60.901562 	66.887962 	30.000000 	68.095520 	19.235384 	87.200920 	59.033890 	19.416489 	28.017851 	136.359818 	18.788294 	49.396355 	15.811388 	46.043457 	42.011902 	79.259071 	35.014282 	124.450790 	18.027756 	51.662365 	21.377558 	71.589104 	86.954010 	72.090218 	29.068884 	21.400934 	117.796432 	114.017540 	24.413111 	57.870544 	
38.013157 	109.877205 	90.210861 	10.816654 	132.230865 	25.553865 	77.388626 	117.034180 	999.000000 	58.694122 	24.738634 	113.811249 	88.684837 	92.282173 	29.614185 	29.154760 	50.328918 	31.144823 	37.643059 	3.162278 	110.941429 	91.301697 	63.324562 	57.245087 	146.454773 	57.567352 	108.226616 	37.483330 	67.067131 	109.077957 	100.239716 	19.416489 	113.534134 	164.769531 	125.924583 	161.929001 	158.448730 	50.487621 	97.082436 	12.041595 	127.027557 	80.324341 	136.014709 	60.016663 	45.011108 	60.827625 	145.416641 	123.308556 	19.104973 	23.600847 	125.399361 	81.252693 	
23.021729 	56.938564 	35.510563 	65.253349 	80.622574 	33.526108 	21.954498 	63.513779 	58.694122 	999.000000 	34.481880 	58.137768 	31.144823 	34.713108 	30.232433 	43.185646 	18.867962 	33.000000 	25.019993 	59.033890 	54.451813 	33.421551 	5.000000 	4.000000 	93.477272 	6.082763 	50.990196 	24.041630 	9.000000 	51.739735 	42.201897 	77.820305 	56.080299 	112.898186 	69.310890 	109.553642 	105.437187 	16.492422 	38.470768 	63.513779 	70.092796 	22.203604 	79.906197 	13.000000 	23.769728 	14.317822 	89.872131 	65.604881 	55.226807 	50.931328 	67.424034 	25.317978 	
17.464249 	88.526833 	67.896980 	33.000000 	111.664673 	7.280110 	54.561890 	95.524864 	24.738634 	34.481880 	999.000000 	91.350975 	65.215027 	68.818604 	5.000000 	24.698177 	30.413813 	17.262676 	18.681541 	24.698177 	88.090858 	67.675697 	38.910152 	32.695564 	125.399361 	32.893768 	85.000000 	13.000000 	42.544094 	85.802101 	76.550636 	43.462627 	90.210861 	144.308701 	103.077644 	141.226761 	137.440903 	26.019224 	72.945183 	29.206163 	104.019226 	55.713554 	113.454834 	35.355339 	21.587032 	36.221542 	123.166557 	99.864906 	22.825424 	20.615528 	101.788994 	56.515484 	
75.802376 	10.295630 	23.600847 	117.991524 	26.076809 	88.408142 	36.796738 	9.486833 	113.811249 	58.137768 	91.350975 	999.000000 	27.459061 	24.186773 	87.692642 	90.338257 	63.812225 	83.528435 	76.275818 	114.808533 	5.000000 	25.942244 	55.000000 	61.220913 	36.249138 	62.201286 	10.000000 	82.134033 	52.697250 	10.049875 	19.416489 	133.221619 	9.433981 	55.946404 	12.649111 	52.325901 	47.885281 	73.239334 	26.305893 	120.507263 	14.317822 	44.011364 	22.203604 	65.000000 	81.024689 	65.368187 	31.827662 	14.560220 	113.145920 	109.041275 	17.720045 	49.729267 	
50.990196 	28.635643 	9.848858 	94.021271 	51.865211 	63.134777 	12.165525 	34.176014 	88.684837 	31.144823 	65.215027 	27.459061 	999.000000 	3.605551 	61.220913 	68.154236 	40.521599 	59.808025 	52.000000 	89.358826 	23.430750 	3.000000 	27.658634 	33.970577 	63.529522 	34.828148 	19.849434 	55.172459 	25.238859 	20.615528 	11.704700 	108.046288 	25.000000 	83.186539 	38.183765 	79.649231 	75.292763 	45.803928 	11.401754 	94.403389 	38.948685 	18.027756 	48.836460 	37.589893 	53.600372 	38.013157 	58.898216 	34.669872 	86.371292 	82.024384 	36.715118 	25.079872 	
54.561890 	26.172504 	9.899495 	97.575615 	49.040798 	66.730804 	15.524175 	31.320919 	92.282173 	34.713108 	68.818604 	24.186773 	3.605551 	999.000000 	64.815125 	71.568146 	43.965897 	63.324562 	55.542778 	92.962357 	20.000000 	2.000000 	31.144823 	37.483330 	60.373837 	38.288380 	16.278820 	58.728188 	28.600698 	17.029387 	8.246211 	111.646767 	21.400934 	80.056229 	34.655445 	76.478752 	72.069412 	49.203659 	9.433981 	98.005104 	35.383614 	20.396078 	45.343136 	40.816662 	57.008770 	41.182522 	55.443665 	31.064449 	89.938866 	85.562843 	33.120991 	27.018513 	
16.124516 	85.276024 	64.381676 	38.000000 	108.600182 	9.899495 	50.911690 	92.195442 	29.614185 	30.232433 	5.000000 	87.692642 	61.220913 	64.815125 	999.000000 	27.658634 	28.460499 	18.788294 	18.000000 	29.410883 	84.291161 	63.600315 	34.481880 	28.178005 	122.147453 	28.231188 	81.055534 	8.000000 	38.013157 	81.835197 	72.422371 	48.104053 	86.214851 	141.209061 	99.247169 	138.057953 	134.182709 	21.023796 	68.600288 	33.286633 	100.124924 	51.078373 	109.713264 	30.413813 	16.763054 	31.257000 	119.519875 	95.801880 	25.612497 	22.360680 	97.652443 	51.662365 	
20.615528 	84.905830 	67.230942 	29.000000 	106.042442 	17.804493 	56.044624 	92.114059 	29.154760 	43.185646 	24.698177 	90.338257 	68.154236 	71.568146 	27.658634 	999.000000 	27.658634 	10.770329 	18.248287 	31.622776 	88.238312 	71.063354 	48.166378 	43.737854 	120.602654 	45.122055 	86.377083 	33.421551 	52.153618 	87.315521 	79.812279 	46.615448 	91.760559 	138.191895 	102.883430 	135.591293 	132.438660 	43.829212 	78.262383 	40.261642 	104.278473 	65.007690 	112.294258 	50.596443 	42.801868 	51.865211 	121.078484 	101.592323 	41.048752 	41.773197 	104.062485 	68.468971 	
13.038404 	59.548298 	40.311287 	54.203320 	82.073135 	25.612497 	28.460499 	66.708321 	50.328918 	18.867962 	30.413813 	63.812225 	40.521599 	43.965897 	28.460499 	27.658634 	999.000000 	19.723083 	12.727922 	51.623638 	61.294373 	43.416588 	23.259407 	21.260292 	96.176918 	23.345236 	59.093147 	27.018513 	26.925823 	60.008331 	52.201534 	69.656296 	64.474800 	114.690887 	76.157730 	111.758667 	108.189651 	28.635643 	50.635956 	58.258045 	77.414467 	38.639359 	85.982559 	30.413813 	32.756680 	31.827662 	95.210297 	74.323616 	53.235325 	50.695168 	76.694199 	43.324360 	
10.049875 	79.025314 	60.033325 	34.481880 	101.138519 	10.049875 	47.927029 	86.214851 	31.144823 	33.000000 	17.262676 	83.528435 	59.808025 	63.324562 	18.788294 	10.770329 	19.723083 	999.000000 	8.062258 	32.802441 	81.006172 	62.625874 	38.000000 	33.241539 	115.433968 	34.525352 	78.721024 	23.345236 	42.000000 	79.624115 	71.512238 	50.249378 	84.095184 	133.645050 	95.880135 	130.831955 	127.404869 	33.120991 	69.375786 	40.311287 	97.128784 	55.081757 	105.688217 	39.849716 	32.557640 	41.109608 	114.856430 	93.941475 	37.854988 	37.054016 	96.254868 	58.137768 	
2.828427 	72.249565 	52.697250 	42.047592 	94.794518 	13.038404 	40.249222 	79.397736 	37.643059 	25.019993 	18.681541 	76.275818 	52.000000 	55.542778 	18.000000 	18.248287 	12.727922 	8.062258 	999.000000 	38.897301 	73.573090 	54.781384 	30.016663 	25.495098 	108.903625 	26.925823 	71.119621 	19.697716 	34.014702 	72.006943 	63.694584 	57.008770 	76.478752 	127.404869 	88.509888 	124.482933 	120.917328 	27.018513 	61.400326 	45.607018 	89.693924 	47.042534 	98.473343 	32.695564 	28.017851 	34.014702 	107.800743 	86.313385 	41.231056 	39.293766 	88.566360 	50.249378 	
