20
132	89	39	1	0	1	11.2581
157	93	36	1	1	0	11.3154
25	90	44	0	1	0	11.0474
143	78	63	0	0	1	11.4525
180	97	28	0	0	2	11.472
16	97	29	1	1	0	11.4542
103	95	35	2	0	0	11.5921
184	98	31	0	1	0	10.7804
19	99	28	1	1	0	11.8594
65	60	84	0	1	1	10.9167
197	99	34	2	0	0	12.4212
96	105	2	1	1	0	11.7044
5	79	72	1	0	1	12.6789
200	26	105	0	0	1	10.8171
185	103	34	0	0	2	12.4574
81	107	25	0	1	0	11.048
192	36	105	0	1	1	11.6332
31	58	95	2	0	0	12.6648
154	67	55	0	1	0	9.41003
151	64	61	0	1	0	10.8017

nv	12	11	10

Vehicles departing from depots at the previous stage:
154	67	55	0	1	0	9.41003
151	64	61	0	1	0	10.8017
