14
43	120	52	0	0	1	14.6018
197	103	86	1	0	0	14.7205
174	67	120	1	0	1	15.1257
125	85	111	1	1	0	15.5643
196	138	24	0	2	0	15.3175
158	56	129	0	0	2	15.9085
139	100	99	0	1	1	16.054
162	46	133	0	1	1	15.352
146	115	82	0	2	0	16.0272
192	125	68	1	1	0	16.0209
156	117	4	1	0	1	13.5925
62	104	54	1	0	0	12.9249
127	40	113	2	0	0	13.9586
56	84	88	1	0	0	13.9888

nv	9	8	7

Vehicles departing from depots at the previous stage:
156	117	4	1	0	1	13.5925
62	104	54	1	0	0	12.9249
127	40	113	2	0	0	13.9586
56	84	88	1	0	0	13.9888
