Total assets = 660
Number of asset nodes = 33

Distance:
999.000000 	27.018513 	7.071068 	85.234970 	26.925823 	55.009090 	8.062258 	8.544003 	57.982758 	41.109608 	12.369317 	11.704700 	69.641945 	33.105892 	12.206555 	43.278172 	52.430908 	63.655323 	70.035706 	51.400391 	49.203659 	13.038404 	42.544094 	13.892444 	48.270073 	39.623226 	18.027756 	44.777225 	48.918301 	41.146080 	39.395432 	33.837849 	73.539108 	93.005379 	92.200867 	48.373547 	61.611687 	41.785164 	25.179358 	34.525352 	53.712196 	55.569775 	89.274857 	50.990196 	39.051247 	47.539455 	
27.018513 	999.000000 	32.249031 	111.018013 	53.823788 	29.120440 	23.769728 	32.202484 	84.899940 	14.142136 	24.515301 	37.536648 	95.603348 	59.682495 	32.572994 	16.278820 	25.553865 	90.609047 	96.876213 	78.409180 	22.203604 	28.635643 	69.339745 	28.442924 	21.260292 	13.416408 	20.024984 	71.561165 	21.931713 	67.742157 	65.863495 	11.180340 	100.448990 	119.331474 	118.562218 	75.166481 	34.669872 	68.000000 	19.697716 	59.615433 	80.454956 	82.377182 	116.000000 	77.524193 	64.474800 	73.824112 	
7.071068 	32.249031 	999.000000 	82.734512 	21.931713 	60.926186 	9.219544 	2.236068 	54.037025 	46.043457 	11.704700 	12.369317 	67.082039 	27.459061 	6.708204 	48.259712 	57.801384 	59.548298 	66.219330 	46.690472 	54.378304 	10.000000 	37.202152 	11.000000 	53.254108 	44.045429 	18.788294 	39.408119 	53.823788 	35.510563 	33.615471 	37.483330 	69.526970 	89.888817 	89.044930 	43.011627 	66.887962 	35.777088 	26.000000 	27.892651 	48.259712 	50.219517 	85.603737 	45.276924 	32.572994 	41.593269 	
85.234970 	111.018013 	82.734512 	999.000000 	62.625874 	135.103668 	91.706055 	84.095184 	32.140316 	125.000000 	94.371605 	73.783470 	15.652476 	60.638271 	86.925255 	127.003937 	134.825821 	29.068884 	22.360680 	42.107006 	132.279999 	91.787796 	52.469040 	92.703827 	131.821854 	124.277916 	101.518471 	51.244511 	132.612213 	55.443665 	57.558666 	119.037811 	22.472204 	11.180340 	11.045361 	49.040798 	143.934006 	58.215118 	108.687622 	67.742157 	47.095646 	45.177429 	16.155495 	51.039200 	64.280632 	55.000000 	
26.925823 	53.823788 	21.931713 	62.625874 	999.000000 	81.884064 	31.112698 	22.671568 	32.449963 	67.801178 	32.802441 	19.235384 	47.127487 	7.000000 	24.698177 	70.000000 	79.322128 	37.802116 	44.654228 	24.758837 	76.026314 	29.681644 	15.652476 	30.528675 	75.000000 	65.946945 	40.000000 	17.888544 	75.604233 	14.560220 	13.152946 	59.396969 	47.801674 	68.883957 	68.000000 	21.470911 	88.481636 	16.031219 	46.872166 	13.601471 	26.832815 	28.653097 	64.070274 	24.351591 	15.811388 	21.377558 	
55.009090 	29.120440 	60.926186 	135.103668 	81.884064 	999.000000 	52.810986 	61.098282 	111.606453 	18.110771 	53.600372 	64.070274 	120.216469 	88.102211 	61.684681 	16.278820 	7.810250 	117.413795 	123.227432 	106.000000 	11.180340 	57.723480 	97.529480 	57.489128 	13.416408 	22.360680 	48.507732 	99.764725 	13.892444 	96.150925 	94.371605 	30.149628 	127.003937 	144.277512 	143.586212 	103.353760 	11.045361 	96.664368 	46.000000 	88.600227 	108.706024 	110.535065 	141.873184 	105.990562 	93.407707 	102.459747 	
8.062258 	23.769728 	9.219544 	91.706055 	31.112698 	52.810986 	999.000000 	8.602325 	63.253460 	37.215588 	4.472136 	19.235384 	76.059189 	36.400551 	9.055386 	39.446167 	49.193497 	68.767723 	75.432091 	55.865910 	45.650848 	6.708204 	46.227695 	7.211102 	44.418465 	35.000000 	10.198039 	48.414875 	44.944408 	44.407207 	42.438190 	28.284271 	78.746429 	99.020203 	98.183502 	52.009613 	58.180752 	44.418465 	17.464249 	35.846897 	57.201397 	59.203041 	94.810333 	54.083271 	40.718548 	50.249378 	
8.544003 	32.202484 	2.236068 	84.095184 	22.671568 	61.098282 	8.602325 	999.000000 	55.000000 	45.793011 	10.295630 	14.560220 	68.447060 	27.802877 	4.472136 	48.020828 	57.706154 	60.440052 	67.201187 	47.381432 	54.203320 	8.062258 	37.643059 	9.055386 	53.000000 	43.600460 	17.492855 	39.824615 	53.535034 	35.805027 	33.837849 	36.796738 	70.434364 	91.065910 	90.210861 	43.416588 	66.730804 	35.846897 	24.596748 	27.513634 	48.600410 	50.606323 	86.608315 	45.486263 	32.310989 	41.677334 	
57.982758 	84.899940 	54.037025 	32.140316 	32.449963 	111.606453 	63.253460 	55.000000 	999.000000 	99.035347 	65.215027 	47.634022 	18.439089 	29.154760 	57.140179 	101.178062 	109.986366 	5.830952 	12.206555 	10.000000 	106.962608 	62.128899 	20.396078 	62.968246 	106.150833 	97.590981 	72.422371 	19.104973 	106.831642 	23.345236 	25.495098 	91.438507 	15.556349 	36.769554 	35.846897 	17.029387 	119.205704 	26.076809 	79.322128 	35.693138 	16.155495 	14.764823 	31.622776 	19.646883 	32.140316 	23.194826 	
41.109608 	14.142136 	46.043457 	125.000000 	67.801178 	18.110771 	37.215588 	45.793011 	99.035347 	999.000000 	37.161808 	51.662365 	109.635757 	73.498299 	45.617977 	2.236068 	12.369317 	104.737770 	111.018013 	92.455391 	8.544003 	41.231056 	83.234612 	40.853397 	7.211102 	4.472136 	31.320919 	85.445892 	7.810250 	81.541397 	79.611557 	12.041595 	114.586212 	133.416641 	132.653687 	89.050545 	21.023796 	81.633324 	28.071337 	72.897186 	94.302704 	96.260063 	130.138382 	91.268837 	77.826729 	87.464279 	
