Total assets = 633
Number of asset nodes = 33

Distance:
999.000000 	60.827625 	65.764732 	58.051701 	36.891735 	73.593475 	75.690155 	13.038404 	71.449280 	19.026299 	93.861603 	33.837849 	22.472204 	74.411018 	83.450584 	24.596748 	16.278820 	29.154760 	39.204590 	57.489128 	46.400433 	68.242218 	80.808418 	20.615528 	95.524864 	28.178005 	38.832977 	33.120991 	41.231056 	63.953106 	23.194826 	25.495098 	83.408630 	39.115215 	92.097771 	81.608826 	59.615433 	100.448990 	46.400433 	76.157730 	37.336308 	29.154760 	57.723480 	33.136082 	63.245552 	99.201813 	65.253349 	42.449970 	66.219330 	38.910152 	40.311287 	63.150612 	43.174065 	
60.827625 	999.000000 	5.000000 	5.099020 	26.400757 	12.806249 	14.866069 	53.535034 	11.180340 	48.764740 	33.615471 	34.481880 	82.975899 	14.866069 	22.803509 	84.646324 	64.007812 	33.015148 	94.154129 	5.000000 	106.887794 	14.866069 	21.023796 	56.859474 	34.713108 	88.238312 	36.221542 	93.236259 	101.980392 	21.213203 	77.524193 	58.189346 	25.000000 	41.109608 	31.906113 	24.331051 	24.698177 	39.824615 	107.056061 	24.738634 	49.254440 	82.764725 	33.105892 	89.185204 	30.000000 	40.311287 	34.205261 	100.169853 	34.828148 	61.400326 	60.207973 	37.735924 	100.498756 	
65.764732 	5.000000 	999.000000 	8.544003 	30.886890 	8.062258 	10.000000 	58.249462 	6.324555 	53.338543 	29.068884 	38.626415 	87.863533 	10.198039 	17.804493 	89.498604 	68.600288 	38.013157 	99.126183 	9.486833 	111.865990 	12.806249 	16.155495 	61.269894 	29.832869 	93.085983 	39.812057 	98.081596 	106.887794 	21.095022 	82.152298 	62.393909 	20.396078 	44.553337 	26.925823 	20.024984 	25.632011 	34.828148 	111.946419 	21.931713 	52.773098 	87.321243 	34.481880 	93.813644 	30.413813 	35.468296 	34.481880 	104.847511 	34.985710 	64.938431 	63.639610 	38.483765 	105.152267 	
58.051701 	5.099020 	8.544003 	999.000000 	22.472204 	16.552946 	18.357559 	50.000000 	13.453624 	44.944408 	37.576588 	30.083218 	79.931221 	16.401220 	25.495098 	81.467789 	60.207973 	31.304953 	92.590500 	7.810250 	104.350372 	13.000000 	22.803509 	52.773098 	38.013157 	85.041168 	31.400637 	90.027771 	99.005051 	17.204651 	73.783470 	53.851646 	25.942244 	36.221542 	34.058773 	24.698177 	20.000000 	42.426407 	104.004807 	23.021729 	44.407207 	78.892334 	28.178005 	85.440041 	25.495098 	41.677334 	29.732138 	96.519424 	30.413813 	56.568542 	55.326305 	33.015148 	96.798759 	
36.891735 	26.400757 	30.886890 	22.472204 	999.000000 	38.948685 	40.816662 	27.658634 	35.805027 	22.472204 	59.941639 	9.055386 	58.051701 	38.288380 	47.801674 	59.396969 	37.735924 	16.763054 	74.000000 	24.738634 	83.234612 	31.400637 	44.598206 	30.463093 	60.464867 	62.936478 	13.892444 	67.896980 	77.155685 	27.513634 	51.312767 	32.015621 	46.754681 	18.788294 	55.901699 	44.821869 	24.186773 	64.536812 	82.036575 	39.357338 	25.709921 	56.435802 	25.709921 	62.968246 	29.000000 	62.481998 	32.140316 	74.060783 	33.136082 	37.215588 	36.496574 	32.015621 	74.330345 	
73.593475 	12.806249 	8.062258 	16.552946 	38.948685 	999.000000 	2.236068 	66.287254 	5.385165 	61.400326 	21.023796 	46.615448 	95.775780 	7.810250 	10.770329 	97.452553 	76.661591 	45.453274 	106.230881 	16.401220 	119.553337 	16.155495 	11.045361 	69.318108 	21.931713 	101.044548 	47.539455 	106.042442 	114.769333 	25.961510 	90.210861 	70.384659 	16.278820 	52.172791 	20.248457 	17.088007 	31.400637 	27.459061 	119.854080 	22.627417 	60.415230 	95.383438 	40.447498 	101.872467 	35.440090 	29.614185 	39.217342 	112.898186 	39.560081 	72.567207 	71.196907 	43.680660 	113.207771 	
75.690155 	14.866069 	10.000000 	18.357559 	40.816662 	2.236068 	999.000000 	68.242218 	6.000000 	63.285069 	19.313208 	48.332184 	97.836601 	7.211102 	8.544003 	99.488693 	78.549347 	47.634022 	108.452751 	18.601076 	121.696342 	16.492422 	9.219544 	71.119621 	19.849434 	103.077644 	49.040798 	108.074051 	116.846054 	26.476404 	92.114059 	72.090218 	14.560220 	53.600372 	18.027756 	15.652476 	32.140316 	25.238859 	121.918007 	22.022715 	61.846584 	97.247108 	41.194660 	103.773796 	35.902645 	27.459061 	39.560081 	114.825958 	39.849716 	73.979729 	72.567207 	44.147480 	115.121674 	
13.038404 	53.535034 	58.249462 	50.000000 	27.658634 	66.287254 	68.242218 	999.000000 	63.411354 	6.324555 	87.132080 	22.472204 	30.805843 	65.946945 	75.432091 	31.890438 	11.180340 	26.076809 	52.086468 	51.000000 	56.824291 	58.728188 	72.249565 	9.219544 	88.005684 	35.383614 	26.570660 	40.311287 	49.819675 	53.254108 	24.166092 	14.142136 	74.249580 	26.305893 	83.546394 	72.180328 	48.373547 	92.195442 	54.561890 	65.802734 	24.331051 	29.732138 	45.541191 	35.777088 	51.478149 	89.872131 	53.141319 	46.647614 	54.083271 	27.202942 	28.301943 	50.695168 	47.010635 	
71.449280 	11.180340 	6.324555 	13.453624 	35.805027 	5.385165 	6.000000 	63.411354 	999.000000 	58.249462 	25.000000 	42.941822 	93.380943 	4.000000 	12.041595 	94.921021 	73.498299 	44.102154 	105.309067 	15.811388 	117.686020 	10.770329 	9.848858 	65.863495 	24.698177 	98.493652 	43.324360 	103.479469 	112.449989 	20.615528 	87.091904 	66.640831 	14.142136 	47.801674 	20.808653 	14.035668 	26.172504 	29.000000 	117.456375 	17.804493 	56.044624 	92.114059 	35.227829 	98.737022 	30.083218 	29.154760 	33.837849 	109.859001 	34.176014 	68.154236 	66.708321 	38.327538 	110.113579 	
19.026299 	48.764740 	53.338543 	44.944408 	22.472204 	61.400326 	63.285069 	6.324555 	58.249462 	999.000000 	82.365044 	16.401220 	36.891735 	60.605282 	70.213959 	37.802116 	15.264338 	24.331051 	58.215118 	46.615448 	63.063461 	53.037724 	66.843102 	9.000000 	82.927681 	41.231056 	20.248457 	46.097721 	55.803226 	47.201694 	28.844410 	12.649111 	68.622154 	20.099751 	78.102493 	66.468040 	42.190044 	86.833176 	60.440052 	59.816387 	18.973665 	34.000000 	39.217342 	40.496914 	45.188496 	84.148682 	46.818798 	51.613953 	47.759815 	24.083189 	24.758837 	44.384682 	51.865211 	
