14
117	95	68	2	0	0	12.8801
136	37	111	1	1	0	13.4159
198	113	36	1	0	1	13.8531
201	85	85	0	1	1	13.8262
102	119	20	0	1	1	14.031
41	63	103	1	0	1	13.6851
86	37	115	0	1	1	14.0667
54	6	121	1	1	1	14.107
189	78	61	0	1	0	11.8416
83	57	87	0	1	0	12.2579
127	106	0	0	1	0	12.4347
129	106	5	1	0	0	12.0585
122	26	104	1	0	1	12.7031
8	60	89	1	0	0	12.2447

nv	9	8	7

Vehicles departing from depots at the previous stage:
189	78	61	0	1	0	11.8416
83	57	87	0	1	0	12.2579
127	106	0	0	1	0	12.4347
129	106	5	1	0	0	12.0585
122	26	104	1	0	1	12.7031
8	60	89	1	0	0	12.2447
