70	70
10	86
16	62
84	36
79	72
16	39
61	54
96	26
16	92
85	106
6	25
37	125
87	108
18	104
61	48
97	29
112	67
50	106
99	28
15	9
19	37
90	101
125	68
127	108
90	44
4	23
17	37
113	32
63	57
94	104
58	95
137	96
127	112
103	119
20	69
2	28
88	29
86	102
126	112
61	34
113	69
109	78
21	48
86	36
97	12
121	112
19	39
66	40
87	39
63	50
121	123
116	22
137	101
137	137
70	94
117	92
122	113
109	71
35	102
91	108
8	87
140	42
16	38
44	36
60	84
109	139
80	103
66	82
99	26
34	108
135	65
36	124
102	60
30	21
139	110
10	111
18	70
4	28
57	53
54	41
107	25
110	99
84	88
101	0
28	99
119	114
118	108
50	112
44	116
82	100
83	12
126	23
85	75
39	13
120	136
105	2
36	54
35	90
111	66
119	136
84	99
