70	70
33	78
59	52
10	137
4	28
25	26
86	37
1	109
6	135
32	79
24	26
86	36
95	35
63	50
100	106
99	112
36	135
57	59
8	124
85	106
103	69
109	131
43	140
115	134
98	70
112	67
102	104
93	75
90	104
127	108
84	99
113	69
129	9
18	38
30	27
25	80
17	37
32	106
43	135
61	59
104	106
109	71
121	110
61	48
74	99
89	73
21	25
99	28
101	96
9	114
121	112
137	6
118	131
34	82
4	125
26	105
35	123
21	48
21	115
99	108
1	34
94	70
74	93
32	128
94	73
135	3
97	28
59	56
80	97
134	31
103	34
30	79
4	30
87	39
90	101
119	136
78	92
110	66
62	58
127	112
113	71
34	104
2	28
17	43
1	24
112	71
135	0
125	108
8	138
103	111
57	53
98	31
116	132
28	99
137	3
29	28
94	105
92	107
10	134
34	79
94	72
