174	47		63		1		20		7.86003		9.86003		2		0		0
62	56		56		1		20		7.9196		9.9196		1		1		0
73	60		52		1		30		7.93977		9.93977		0		1		1
105	13		80		1		10		8.10494		10.1049		2		0		0
95	45		68		1		20		8.15414		10.1541		0		2		0
145	80		22		1		20		8.29699		10.297		2		0		0
37	69		48		1		10		8.40536		10.4054		1		1		1
163	45		71		1		10		8.40595		10.406		1		1		0
100	49		70		1		30		8.54459		10.5446		2		0		0
71	48		72		1		10		8.65332		10.6533		1		1		1
25	64		59		1		20		8.7046		10.7046		1		0		1
64	60		66		1		10		8.91964		10.9196		0		2		0
63	80		40		1		20		8.94427		10.9443		0		2		0
172	61		66		1		30		8.98721		10.9872		0		2		0
93	57		70		1		10		9.02718		11.0272		2		0		0
65	16		90		1		20		9.14112		11.1411		1		1		0
132	7		92		1		10		9.22659		11.2266		0		2		0
69	46		80		1		10		9.22822		11.2282		1		1		1
123	74		56		1		20		9.28009		11.2801		0		2		0
47	44		82		1		30		9.30591		11.3059		0		0		2
139	94		1		1		20		9.40053		11.4005		2		0		0
35	26		91		1		30		9.46414		11.4641		1		1		1
115	35		88		1		10		9.47048		11.4705		0		1		1
138	20		93		1		30		9.51262		11.5126		0		1		1
199	15		94		1		30		9.51893		11.5189		1		0		1
7	94		18		1		30		9.57079		11.5708		1		1		1
53	62		73		1		20		9.57758		11.5776		0		1		1
50	57		77		1		30		9.58019		11.5802		0		0		2
161	59		77		1		10		9.70052		11.7005		2		0		0
165	15		96		1		10		9.71648		11.7165		1		1		1
158	25		94		1		20		9.72677		11.7268		1		1		1
106	65		73		1		20		9.77446		11.7745		2		0		0
175	19		96		1		10		9.78621		11.7862		1		0		1
114	3		98		1		10		9.80459		11.8046		0		0		2
137	75		64		1		10		9.85951		11.8595		2		0		0
111	96		23		1		30		9.87168		11.8717		1		1		0
189	78		61		1		20		9.90202		11.902		1		1		1
29	76		65		1		20		10.0005		12.0005		1		1		0
3	100		5		1		10		10.0125		12.0125		1		0		1
58	11		100		1		20		10.0603		12.0603		1		0		1

Required vehicles:
Type 1:	36
Type 2:	29
Type 3:	23
